frame,micro_div,d_momx,d_momy,d_ke,d_comx,rand_00,rand_01,rand_02,rand_03,rand_04,rand_05,rand_06,rand_07,rand_08,rand_09,rand_10,rand_11,rand_12,rand_13,rand_14,rand_15,rand_16,rand_17,rand_18,rand_19,rand_20,rand_21,rand_22,rand_23,rand_24,rand_25,rand_26,rand_27,rand_28,rand_29,rand_30,rand_31,rand_32,rand_33,rand_34,rand_35,rand_36,rand_37,rand_38,rand_39,rand_40,rand_41,rand_42,rand_43,rand_44,rand_45,rand_46,rand_47,rand_48,rand_49,rand_50,rand_51,rand_52,rand_53,rand_54,rand_55,rand_56,rand_57,rand_58,rand_59,rand_60,rand_61,rand_62,rand_63,join,only_a,only_b
10,2.303322258e-2,2.591369087e-6,2.677140883e-5,2.898993257e-4,4.545792140e-10,7.231961566e-1,1.370048662e0,1.120170686e0,2.404913312e0,9.681630918e-1,8.099847846e-1,2.340408531e0,1.329542157e0,5.690030378e-1,1.966744374e0,1.227275132e0,1.513662870e0,2.162135908e0,1.322527925e0,1.453660201e0,4.520415513e-1,1.297119725e0,5.867321892e-1,1.010761031e0,6.902369778e-1,2.023401604e0,1.472143754e0,1.212852950e0,1.564124671e0,1.879806884e0,6.295921361e-1,4.257020243e-1,1.903945841e0,2.458120811e0,1.713102306e0,1.703396724e0,2.099964205e0,1.836398143e0,7.516863406e-1,1.939428595e0,1.302349936e0,1.188839961e0,2.790047795e0,5.035388533e-1,1.545723209e0,1.547136844e0,9.543020481e-1,1.481163673e0,8.334090537e-1,1.089655386e0,6.750332823e-1,1.879018642e0,2.948348417e0,1.270308003e0,6.519093021e-1,2.122061934e0,1.077930946e0,4.788510157e-1,1.205797214e0,2.082184394e0,3.272659250e-1,1.237631073e0,1.603270529e0,9.487271590e-1,5.393194677e-1,6.867479641e-1,1.377963627e0,1.744463195e0,1.600296105e0,118283,0,0
11,2.287106027e-2,2.684923053e-6,2.868607544e-5,3.709917746e-4,5.031301200e-10,7.854465684e-1,1.512875295e0,1.362919300e0,2.759125309e0,9.031893905e-1,1.017943201e0,2.588030130e0,1.242709961e0,5.567993561e-1,2.062729812e0,1.535250818e0,1.941733718e0,2.618223113e0,1.272820372e0,1.356689269e0,4.312058067e-1,1.244198345e0,6.659295403e-1,1.244826519e0,6.483179019e-1,2.360008254e0,1.355102440e0,1.377878769e0,1.479466647e0,2.067772191e0,6.968952168e-1,4.508296633e-1,2.118103611e0,2.971174279e0,1.782750591e0,1.629152639e0,2.363419564e0,1.845698744e0,8.031335003e-1,2.170599084e0,1.238026572e0,1.124119112e0,2.968876697e0,5.605039023e-1,1.646332870e0,1.983860010e0,8.883114437e-1,1.369707758e0,1.006369152e0,1.034783163e0,8.357035417e-1,2.131639921e0,3.485851273e0,1.270823194e0,6.068071833e-1,2.437535867e0,1.011003902e0,4.567072947e-1,1.151520248e0,2.542868358e0,3.279489468e-1,1.545844681e0,2.045759384e0,1.188168321e0,6.728326098e-1,6.760702209e-1,1.282620112e0,1.676490938e0,1.927998285e0,118283,0,0
12,2.279091881e-2,2.686242858e-6,2.770274563e-5,4.466265049e-4,5.543529805e-10,8.756539119e-1,1.706211781e0,1.615112684e0,3.186222992e0,8.643629113e-1,1.223919817e0,2.927001110e0,1.208254558e0,5.644186494e-1,2.254042787e0,1.835056439e0,2.339913251e0,3.101449976e0,1.249585072e0,1.317546336e0,4.233488438e-1,1.254179051e0,7.517209333e-1,1.455237609e0,6.183652631e-1,2.748813871e0,1.284686147e0,1.579496702e0,1.466064983e0,2.330538934e0,7.791363150e-1,4.752021928e-1,2.401943292e0,3.518442096e0,1.937800532e0,1.639061203e0,2.705576402e0,1.953543784e0,8.836085408e-1,2.476610218e0,1.233967700e0,1.097923007e0,3.280983556e0,6.305186187e-1,1.812515902e0,2.390238352e0,8.725814079e-1,1.320778648e0,1.161161536e0,1.037771646e0,9.967153345e-1,2.450128440e0,4.088514695e0,1.331263963e0,5.809590833e-1,2.818163033e0,9.783636476e-1,4.520146375e-1,1.149512229e0,3.023621093e0,3.358355780e-1,1.833064131e0,2.459296052e0,1.406785948e0,7.909986544e-1,6.981306205e-1,1.232969154e0,1.692390328e0,2.276907691e0,118283,0,0
13,2.275791437e-2,2.107873113e-6,4.322156321e-5,5.020557450e-4,5.965059729e-10,9.498157791e-1,1.866775599e0,1.805959415e0,3.515411754e0,8.451646920e-1,1.371246314e0,3.200244916e0,1.201079057e0,5.786323839e-1,2.421008705e0,2.057885580e0,2.627204507e0,3.458775289e0,1.250462689e0,1.308705911e0,4.217377562e-1,1.283283878e0,8.252695973e-1,1.609483112e0,6.016999457e-1,3.044719336e0,1.251808877e0,1.736625595e0,1.479447509e0,2.542195180e0,8.456022839e-1,4.895751052e-1,2.632193544e0,3.921484624e0,2.072164164e0,1.673056005e0,2.972601352e0,2.061356222e0,9.551112452e-1,2.717160261e0,1.249737740e0,1.091640554e0,3.542833490e0,6.974556118e-1,1.956241124e0,2.679925328e0,8.771529962e-1,1.306312349e0,1.274525488e0,1.057610648e0,1.119857790e0,2.697406743e0,4.542378467e0,1.395075116e0,5.683777294e-1,3.111011235e0,9.665154772e-1,4.532656105e-1,1.166860275e0,3.373752801e0,3.410690914e-1,2.043885828e0,2.756012711e0,1.564682121e0,8.733373215e-1,7.246438135e-1,1.212994527e0,1.731304362e0,2.535668527e0,118283,0,0
14,2.270363700e-2,2.079349657e-6,1.108204852e-4,5.370654831e-4,6.254855383e-10,9.947312629e-1,1.973634465e0,1.928214192e0,3.713411588e0,8.334785401e-1,1.460168304e0,3.369137044e0,1.197616918e0,5.914648622e-1,2.522726783e0,2.201474428e0,2.804615916e0,3.673422220e0,1.259210585e0,1.302285511e0,4.205777833e-1,1.303011066e0,8.787331108e-1,1.707822374e0,5.926756323e-1,3.224742248e0,1.232096204e0,1.832146804e0,1.484295027e0,2.669615419e0,8.914059241e-1,4.920606535e-1,2.778913903e0,4.161153930e0,2.148488355e0,1.691035115e0,3.131898816e0,2.126905865e0,1.006673909e0,2.861635396e0,1.256082911e0,1.088935153e0,3.698610434e0,7.514174449e-1,2.049509499e0,2.853751334e0,8.775822652e-1,1.295211302e0,1.346703078e0,1.066501791e0,1.202902502e0,2.847661863e0,4.817642079e0,1.434885911e0,5.600803808e-1,3.289051769e0,9.593643977e-1,4.562350686e-1,1.179917971e0,3.578603380e0,3.466712050e-1,2.176347803e0,2.937270395e0,1.662049961e0,9.203853829e-1,7.404587540e-1,1.200658378e0,1.755527119e0,2.690299380e0,118283,0,0
15,2.265604577e-2,2.395377460e-6,1.660360712e-4,5.603249150e-4,6.416107634e-10,1.021101960e0,2.038076070e0,2.006076305e0,3.824170358e0,8.248253328e-1,1.503726128e0,3.461291010e0,1.190654301e0,6.077556265e-1,2.571260127e0,2.292188674e0,2.914889651e0,3.796043459e0,1.278317594e0,1.292612280e0,4.184075986e-1,1.307393051e0,9.256599342e-1,1.773390777e0,5.870862955e-1,3.324566221e0,1.223201224e0,1.888390943e0,1.477745419e0,2.738613766e0,9.236954327e-1,4.913822152e-1,2.864318776e0,4.292397674e0,2.180016524e0,1.689778163e0,3.212482904e0,2.150716600e0,1.039381360e0,2.934740385e0,1.251225761e0,1.083535186e0,3.770570903e0,8.033381938e-1,2.102673784e0,2.958474731e0,8.713579175e-1,1.283141572e0,1.393917938e0,1.062725786e0,1.256774325e0,2.924350532e0,4.968975146e0,1.452527424e0,5.541447834e-1,3.383799021e0,9.518805872e-1,4.559024040e-1,1.182535718e0,3.692289899e0,3.472085761e-1,2.266448214e0,3.046483711e0,1.726468464e0,9.494795893e-1,7.460206452e-1,1.190626690e0,1.758693988e0,2.781302549e0,118283,0,0
16,2.265620041e-2,2.322530700e-6,1.675747676e-4,5.771435648e-4,6.580439267e-10,1.039116630e0,2.072692137e0,2.057018727e0,3.888012405e0,8.194651798e-1,1.516724520e0,3.507750361e0,1.181276975e0,6.287935956e-1,2.587787754e0,2.348537748e0,2.987365779e0,3.868307850e0,1.306920171e0,1.283299108e0,4.160447292e-1,1.300077014e0,9.701830401e-1,1.820663017e0,5.841108983e-1,3.377806270e0,1.225842417e0,1.924629068e0,1.468019738e0,2.776391006e0,9.475227292e-1,4.935873068e-1,2.911531587e0,4.363079576e0,2.188209965e0,1.678994684e0,3.247096542e0,2.147437237e0,1.056351452e0,2.965445452e0,1.243068887e0,1.076346697e0,3.793606358e0,8.536626743e-1,2.130236626e0,3.026977209e0,8.627927187e-1,1.274786254e0,1.427077093e0,1.053367664e0,1.289137261e0,2.955296052e0,5.047217639e0,1.457105956e0,5.503036305e-1,3.428154966e0,9.454846500e-1,4.514219819e-1,1.176908588e0,3.759183846e0,3.419509255e-1,2.335315828e0,3.114957532e0,1.775259593e0,9.719101328e-1,7.459132675e-1,1.184067998e0,1.748032992e0,2.840107895e0,118283,0,0
17,2.263033443e-2,2.146881357e-6,1.525333584e-4,5.869181593e-4,6.805194841e-10,1.049588399e0,2.087672219e0,2.084890116e0,3.919227468e0,8.123252333e-1,1.515131630e0,3.525895984e0,1.167665240e0,6.409101073e-1,2.587609257e0,2.376839216e0,3.025909213e0,3.903843189e0,1.321790883e0,1.269978936e0,4.113763056e-1,1.286829662e0,9.989777757e-1,1.845613679e0,5.795835704e-1,3.400686079e0,1.222999018e0,1.944328559e0,1.454779837e0,2.793528593e0,9.599006882e-1,4.927788398e-1,2.933379577e0,4.393995994e0,2.184352256e0,1.662919687e0,3.256376114e0,2.132560694e0,1.062654919e0,2.972985094e0,1.231440862e0,1.064455181e0,3.791907377e0,8.873964248e-1,2.141390946e0,3.062954489e0,8.512344220e-1,1.262433158e0,1.443505183e0,1.040866775e0,1.305281285e0,2.961467131e0,5.079499241e0,1.454350570e0,5.442058427e-1,3.442949962e0,9.362929219e-1,4.427608335e-1,1.166485524e0,3.792030820e0,3.312249876e-1,2.375378458e0,3.149212143e0,1.802638604e0,9.842221238e-1,7.422401684e-1,1.173632956e0,1.730104609e0,2.872179783e0,118283,0,0
18,2.258562667e-2,2.023680098e-6,1.480592690e-4,5.920929104e-4,7.130849871e-10,1.055041360e0,2.093511785e0,2.099507070e0,3.931229134e0,8.044037047e-1,1.509558076e0,3.529853684e0,1.152685374e0,6.496037611e-1,2.580008415e0,2.390785572e0,3.044509962e0,3.918425410e0,1.326184484e0,1.255315279e0,4.092298830e-1,1.271751718e0,1.015496968e0,1.856911614e0,5.749070268e-1,3.408121272e0,1.214334574e0,1.954172712e0,1.439594443e0,2.798679774e0,9.701703087e-1,4.910649299e-1,2.941582190e0,4.403476300e0,2.176045020e0,1.644679123e0,3.253675333e0,2.114549237e0,1.065631005e0,2.969978618e0,1.219225237e0,1.055120554e0,3.780147437e0,9.079406956e-1,2.144542175e0,3.079644059e0,8.380348370e-1,1.247589618e0,1.450028998e0,1.027023032e0,1.313325080e0,2.957822412e0,5.088238867e0,1.448462433e0,5.373525191e-1,3.444299376e0,9.274663744e-1,4.383250080e-1,1.154396702e0,3.804705445e0,3.281931119e-1,2.396971921e0,3.164927760e0,1.816456852e0,9.892439691e-1,7.373451998e-1,1.161805262e0,1.711444058e0,2.887486682e0,118283,0,0
19,2.254384457e-2,1.994790422e-6,1.603017158e-4,5.940400858e-4,7.473049100e-10,1.055967661e0,2.094036411e0,2.104716217e0,3.929955574e0,7.951113557e-1,1.503870414e0,3.524965637e0,1.136949983e0,6.506795307e-1,2.569148804e0,2.395733172e0,3.049530356e0,3.918904148e0,1.322234693e0,1.239443700e0,4.057394065e-1,1.257423667e0,1.022689691e0,1.859403319e0,5.698958282e-1,3.405525566e0,1.201436030e0,1.955792723e0,1.423629950e0,2.795487454e0,9.735191267e-1,4.862148284e-1,2.941347585e0,4.399858962e0,2.164341711e0,1.626418674e0,3.244799525e0,2.097079748e0,1.066335654e0,2.961547869e0,1.205923666e0,1.044866736e0,3.763236662e0,9.187130548e-1,2.142306291e0,3.082596103e0,8.247276333e-1,1.230734410e0,1.450405637e0,1.013516167e0,1.316959235e0,2.949280275e0,5.083452467e0,1.440841628e0,5.294433768e-1,3.438074013e0,9.175352378e-1,4.318022230e-1,1.142577686e0,3.803427142e0,3.240196196e-1,2.404194096e0,3.167657878e0,1.819587332e0,9.889804093e-1,7.321693075e-1,1.148464560e0,1.692665325e0,2.890257565e0,118283,0,0
20,2.250259305e-2,2.003672826e-6,1.890993515e-4,5.938865327e-4,7.809809962e-10,1.053954765e0,2.092568974e0,2.104722239e0,3.920641968e0,7.840355581e-1,1.499165694e0,3.515492212e0,1.119733121e0,6.461924707e-1,2.556536320e0,2.395854803e0,3.046092792e0,3.910933565e0,1.310505953e0,1.221306582e0,4.021840946e-1,1.243198926e0,1.023090503e0,1.855562010e0,5.638834710e-1,3.397591244e0,1.182672527e0,1.952325156e0,1.405550048e0,2.787162047e0,9.740140940e-1,4.788686877e-1,2.936827547e0,4.388559467e0,2.150638046e0,1.606750181e0,3.232784264e0,2.080048845e0,1.066671636e0,2.950567517e0,1.191005049e0,1.033805007e0,3.743850109e0,9.226546080e-1,2.137565854e0,3.076657996e0,8.099644037e-1,1.210457154e0,1.446247932e0,9.990363515e-1,1.318762490e0,2.939043637e0,5.071476404e0,1.432095936e0,5.202236185e-1,3.428367539e0,9.062778080e-1,4.257855071e-1,1.130431452e0,3.793272381e0,3.212605475e-1,2.401617893e0,3.162604598e0,1.815404960e0,9.844449192e-1,7.263433254e-1,1.132377139e0,1.673534854e0,2.885013953e0,118283,0,0
21,2.246282497e-2,2.143847308e-6,2.148545298e-4,5.921372895e-4,8.141036587e-10,1.050936479e0,2.088743844e0,2.100699580e0,3.907214570e0,7.705451980e-1,1.493080341e0,3.503054349e0,1.100158103e0,6.373402195e-1,2.542686296e0,2.390667582e0,3.035640815e0,3.897648126e0,1.289808430e0,1.200001441e0,3.978045634e-1,1.227919948e0,1.017950103e0,1.845370215e0,5.556694814e-1,3.385893247e0,1.157062731e0,1.946501781e0,1.384945944e0,2.776561786e0,9.718514845e-1,4.701110901e-1,2.929317020e0,4.372073895e0,2.135871261e0,1.585021242e0,3.218547475e0,2.062165181e0,1.065611934e0,2.937628031e0,1.174183108e0,1.020149602e0,3.722661340e0,9.208639384e-1,2.131118809e0,3.064224564e0,7.930196548e-1,1.185656371e0,1.437124543e0,9.829891445e-1,1.317700347e0,2.926680766e0,5.053951619e0,1.422598861e0,5.096362045e-1,3.415556409e0,8.928793922e-1,4.186200019e-1,1.117223731e0,3.778220468e0,3.176696858e-1,2.391565750e0,3.150774743e0,1.805637462e0,9.770929963e-1,7.200783206e-1,1.112312887e0,1.652461800e0,2.875514654e0,118283,0,0
