frame,micro_div,d_momx,d_momy,d_ke,d_comx,rand_00,rand_01,rand_02,rand_03,rand_04,rand_05,rand_06,rand_07,rand_08,rand_09,rand_10,rand_11,rand_12,rand_13,rand_14,rand_15,rand_16,rand_17,rand_18,rand_19,rand_20,rand_21,rand_22,rand_23,rand_24,rand_25,rand_26,rand_27,rand_28,rand_29,rand_30,rand_31,rand_32,rand_33,rand_34,rand_35,rand_36,rand_37,rand_38,rand_39,rand_40,rand_41,rand_42,rand_43,rand_44,rand_45,rand_46,rand_47,rand_48,rand_49,rand_50,rand_51,rand_52,rand_53,rand_54,rand_55,rand_56,rand_57,rand_58,rand_59,rand_60,rand_61,rand_62,rand_63,join,only_a,only_b
10,2.380180121e-2,3.788663665e-5,2.356619023e-3,4.788982871e-4,5.266357052e-9,9.375832374e-1,1.685095407e0,4.309958419e-1,7.812972541e-1,2.216037290e0,2.157441557e0,1.078933176e0,2.193701779e0,6.755514229e-1,9.923480284e-1,8.588304472e-1,2.460522203e0,1.665557894e0,2.534847347e0,1.754466957e0,9.138611929e-1,1.512932275e0,3.913432308e-1,2.964939666e0,1.866627700e0,7.584397627e-1,1.787686181e0,8.206871040e-1,1.215969146e0,1.026996878e0,1.052185471e0,2.254445798e0,1.622308383e0,2.551535622e0,3.606665374e-1,1.095540131e0,7.845663232e-1,7.616822625e-1,1.576612479e0,5.793795368e-1,8.300733268e-1,2.007728211e0,3.661999227e-1,1.099754879e0,1.990036321e0,3.075135520e0,4.301883237e-1,9.639468836e-1,2.871982245e0,2.294715908e-1,2.094702250e-1,8.924214800e-1,1.725337877e0,1.538301650e0,1.690227684e0,8.574958843e-1,2.095628122e0,4.196791698e-1,1.944465676e0,2.446270946e0,1.221735550e0,2.068717331e0,3.017182595e0,2.347710073e0,2.073827625e0,7.188933806e-1,2.070755535e0,1.495385807e0,1.026204271e0,118283,0,0
11,2.360954221e-2,2.804378107e-5,2.176227277e-3,4.884016668e-4,5.638409127e-9,9.315172522e-1,1.644533783e0,4.220615330e-1,7.626105468e-1,2.214209334e0,2.168845282e0,1.061086747e0,2.165409733e0,6.456548748e-1,9.774728852e-1,8.986310247e-1,2.482168305e0,1.672440359e0,2.561640509e0,1.762078713e0,9.218822780e-1,1.484219925e0,3.933163601e-1,2.979774901e0,1.870866051e0,7.627914325e-1,1.804676599e0,8.101639529e-1,1.231235620e0,1.008321305e0,1.037456665e0,2.226978213e0,1.591561296e0,2.559871932e0,3.515133862e-1,1.090197834e0,7.927173409e-1,7.242099458e-1,1.542191468e0,5.775074866e-1,8.486049412e-1,2.014103006e0,3.580340799e-1,1.066632530e0,1.966193812e0,3.081056372e0,4.078542584e-1,9.840270678e-1,2.883269963e0,2.124377356e-1,1.622462593e-1,9.094903443e-1,1.756254956e0,1.533961091e0,1.665167339e0,8.778668708e-1,2.102855616e0,4.035563822e-1,1.921467590e0,2.433846500e0,1.200206846e0,2.082523656e0,3.035634637e0,2.349910241e0,2.064468443e0,7.179895716e-1,2.079104706e0,1.479623532e0,1.015005626e0,118283,0,0
12,2.350528734e-2,1.888052749e-5,2.020285639e-3,4.923480842e-4,5.983409302e-9,9.273695993e-1,1.609673533e0,4.184392159e-1,7.466039021e-1,2.204023070e0,2.170632832e0,1.044914770e0,2.132263051e0,6.221321218e-1,9.647478404e-1,9.232880432e-1,2.486402254e0,1.668248668e0,2.568659093e0,1.759133449e0,9.245958434e-1,1.453496266e0,3.998742914e-1,2.978384533e0,1.870030482e0,7.654777044e-1,1.808564057e0,8.003790530e-1,1.240708449e0,9.967364687e-1,1.024369280e0,2.196323909e0,1.565790290e0,2.553119932e0,3.418496916e-1,1.086782042e0,7.946999751e-1,6.964963989e-1,1.510011902e0,5.790780305e-1,8.612630950e-1,2.009455325e0,3.500957747e-1,1.044979678e0,1.943086129e0,3.069436342e0,3.961963760e-1,9.954728944e-1,2.879529060e0,2.154258944e-1,1.288543832e-1,9.192044486e-1,1.770165729e0,1.525158089e0,1.637278671e0,8.889929841e-1,2.098987330e0,3.878403425e-1,1.894428392e0,2.410744873e0,1.179423627e0,2.079279935e0,3.034336958e0,2.340700573e0,2.047742976e0,7.147765069e-1,2.074914958e0,1.460463700e0,9.983716760e-1,118283,0,0
13,2.346414343e-2,1.568278192e-5,1.896494430e-3,4.940743522e-4,8.266783804e-9,9.250644988e-1,1.577818012e0,4.149909670e-1,7.355661409e-1,2.191593301e0,2.171136634e0,1.030988299e0,2.099739511e0,6.108197560e-1,9.540517620e-1,9.425483142e-1,2.484457671e0,1.660386032e0,2.569157416e0,1.752628825e0,9.275333771e-1,1.424471790e0,4.055378975e-1,2.971967474e0,1.869135834e0,7.679261182e-1,1.807391173e0,7.944911756e-1,1.247666195e0,9.905241377e-1,1.015410314e0,2.166376447e0,1.542470312e0,2.541668842e0,3.375272730e-1,1.084736938e0,7.948543901e-1,6.778763028e-1,1.481655651e0,5.814343614e-1,8.717254972e-1,2.003200819e0,3.453239632e-1,1.026819045e0,1.921142875e0,3.052661857e0,3.905294188e-1,1.002667300e0,2.871199061e0,2.193072568e-1,1.077090951e-1,9.262164883e-1,1.777458077e0,1.515522933e0,1.610469279e0,8.966019101e-1,2.092728467e0,3.752620468e-1,1.867531334e0,2.385853259e0,1.161292381e0,2.071328372e0,3.026830469e0,2.327884391e0,2.029421771e0,7.121378606e-1,2.067362028e0,1.442052890e0,9.830747361e-1,118283,0,0
14,2.345318095e-2,1.273232541e-5,1.775448942e-3,4.951254826e-4,1.057372849e-8,9.215563200e-1,1.546855681e0,4.135157189e-1,7.245630451e-1,2.177227427e0,2.168667115e0,1.017169838e0,2.066887092e0,6.000627522e-1,9.430245836e-1,9.596106011e-1,2.479520944e0,1.651056980e0,2.566228624e0,1.744251695e0,9.290212847e-1,1.395544195e0,4.114196186e-1,2.962121570e0,1.865915258e0,7.701439385e-1,1.803951279e0,7.878939172e-1,1.252531752e0,9.836408101e-1,1.006498071e0,2.135894488e0,1.519470164e0,2.527724744e0,3.339215286e-1,1.081878240e0,7.940539467e-1,6.601231866e-1,1.453768138e0,5.836623936e-1,8.804235997e-1,1.994802262e0,3.415259228e-1,1.009703071e0,1.898694491e0,3.033113016e0,3.853782588e-1,1.008488825e0,2.859630664e0,2.232101175e-1,9.257720599e-2,9.319187455e-1,1.782098619e0,1.504636640e0,1.583396708e0,9.030419253e-1,2.084080338e0,3.637167503e-1,1.840079907e0,2.359614800e0,1.143324748e0,2.061310537e0,3.016016286e0,2.313136885e0,2.009765068e0,7.086928395e-1,2.057613115e0,1.423355841e0,9.674141768e-1,118283,0,0
15,2.346372977e-2,1.037044775e-5,1.683682762e-3,4.938747658e-4,1.288082616e-8,9.147279615e-1,1.525318585e0,4.149167355e-1,7.134098320e-1,2.160274810e0,2.157443520e0,1.006604455e0,2.039707356e0,5.889591609e-1,9.332472046e-1,9.658187513e-1,2.466574589e0,1.638813176e0,2.553702927e0,1.732215927e0,9.247836689e-1,1.372970560e0,4.151022942e-1,2.944212815e0,1.855653553e0,7.687528362e-1,1.794526685e0,7.792688029e-1,1.249460977e0,9.744051941e-1,9.975954416e-1,2.110519240e0,1.502494512e0,2.509464970e0,3.276760142e-1,1.075757720e0,7.904362731e-1,6.465305341e-1,1.433471530e0,5.826910876e-1,8.803833668e-1,1.981551120e0,3.374996824e-1,9.989682226e-1,1.879512895e0,3.009609509e0,3.802726817e-1,1.007735251e0,2.841200452e0,2.258688191e-1,9.081214737e-2,9.309328802e-1,1.777707952e0,1.492430753e0,1.561713928e0,9.032033000e-1,2.070318708e0,3.540784544e-1,1.817282578e0,2.334611590e0,1.129161686e0,2.047111830e0,2.997485623e0,2.295263409e0,1.990605742e0,7.036009387e-1,2.043528769e0,1.406771880e0,9.529494258e-1,118283,0,0
16,2.349876033e-2,8.849091318e-6,1.642056896e-3,4.832363215e-4,1.517511712e-8,9.043326422e-1,1.521947681e0,4.260927887e-1,7.034585511e-1,2.129836936e0,2.126229151e0,1.006255852e0,2.010006571e0,5.798692098e-1,9.236528643e-1,9.440242277e-1,2.421281006e0,1.607034808e0,2.507179383e0,1.702433060e0,9.089052199e-1,1.351983827e0,4.111776536e-1,2.895790506e0,1.827135596e0,7.536987823e-1,1.759640379e0,7.719360033e-1,1.223280582e0,9.648468241e-1,9.930841957e-1,2.086264969e0,1.500041382e0,2.467298646e0,3.172005787e-1,1.053636955e0,7.768821428e-1,6.334082185e-1,1.425754153e0,5.724831766e-1,8.590919436e-1,1.952061518e0,3.339209687e-1,1.007467650e0,1.866171384e0,2.959549320e0,3.771180782e-1,9.844340392e-1,2.797167300e0,2.245376819e-1,1.153233255e-1,9.145853040e-1,1.743486966e0,1.473948704e0,1.541689914e0,8.865284977e-1,2.039602316e0,3.460447125e-1,1.793463472e0,2.295223717e0,1.120640554e0,2.007734259e0,2.946588869e0,2.256588775e0,1.962325312e0,6.931137302e-1,2.010013959e0,1.382860470e0,9.313554466e-1,118283,0,0
17,2.344396927e-2,6.506762229e-6,1.596921539e-3,4.543651374e-4,1.528226234e-8,8.873642129e-1,1.512505591e0,4.557230295e-1,6.986305433e-1,2.050784233e0,2.052747215e0,1.009803520e0,1.929901189e0,5.758806048e-1,8.993614330e-1,8.851050432e-1,2.299852342e0,1.522856980e0,2.384166797e0,1.622541886e0,8.750081263e-1,1.296426420e0,4.030981907e-1,2.768772197e0,1.758471315e0,7.142091199e-1,1.665191184e0,7.690059254e-1,1.156226858e0,9.549790468e-1,9.886996624e-1,2.021859221e0,1.496544043e0,2.355158296e0,3.023066679e-1,9.937984878e-1,7.413814959e-1,5.995184669e-1,1.405136084e0,5.456548267e-1,8.082859083e-1,1.876460513e0,3.268697837e-1,1.033110281e0,1.834134052e0,2.825674355e0,3.806365322e-1,9.209737630e-1,2.682825304e0,2.228997366e-1,1.667651817e-1,8.735455916e-1,1.651978032e0,1.427534013e0,1.488088776e0,8.414256516e-1,1.961835669e0,3.304248953e-1,1.729310352e0,2.191427476e0,1.098789252e0,1.901312402e0,2.811081835e0,2.152805617e0,1.887182161e0,6.669371111e-1,1.921071544e0,1.317811466e0,8.829729166e-1,118283,0,0
18,2.338331640e-2,5.117736876e-6,1.613403064e-3,4.065199249e-4,1.535838567e-8,8.270598417e-1,1.447892909e0,5.024473000e-1,7.026382834e-1,1.857594424e0,1.857834028e0,9.812716663e-1,1.761126239e0,5.733219767e-1,8.305843255e-1,7.881673148e-1,2.051857283e0,1.371416933e0,2.123157634e0,1.452783158e0,7.894835223e-1,1.187697343e0,4.130546022e-1,2.482566516e0,1.585747705e0,6.541676569e-1,1.479262343e0,7.450366021e-1,1.019572516e0,9.075296270e-1,9.456436345e-1,1.860046921e0,1.435869852e0,2.117371154e0,2.873538947e-1,8.797603576e-1,6.659729069e-1,5.482722272e-1,1.328569606e0,4.900123695e-1,7.103829576e-1,1.695120255e0,3.129531598e-1,1.035892045e0,1.715803239e0,2.540774952e0,3.918842649e-1,8.128242994e-1,2.414366228e0,2.379512546e-1,2.522951745e-1,7.806333429e-1,1.472110240e0,1.303371164e0,1.367263910e0,7.524494415e-1,1.771708865e0,3.145567556e-1,1.582228472e0,1.983951236e0,1.028998747e0,1.701986478e0,2.518828527e0,1.934224038e0,1.712944252e0,6.032821452e-1,1.724123236e0,1.190349716e0,8.217235781e-1,118283,0,0
19,2.332479453e-2,4.623336091e-6,1.620801314e-3,3.802450939e-4,1.541475562e-8,7.165119941e-1,1.263459584e0,5.418178590e-1,6.941644149e-1,1.577884123e0,1.585142732e0,8.771897606e-1,1.507557941e0,5.497867346e-1,7.074635360e-1,7.884265809e-1,1.794945639e0,1.229742571e0,1.842944964e0,1.251602327e0,6.844180316e-1,1.021008529e0,4.648104292e-1,2.129979878e0,1.353955009e0,6.350494671e-1,1.297946318e0,6.764333744e-1,9.028064277e-1,8.013321951e-1,8.324288288e-1,1.582210070e0,1.255004134e0,1.831786441e0,2.980985864e-1,7.740453122e-1,5.861996710e-1,4.842110702e-1,1.147866912e0,4.431679535e-1,6.577190579e-1,1.449946044e0,2.941360724e-1,9.477150089e-1,1.467973100e0,2.189137063e0,3.895238062e-1,7.605662559e-1,2.061117016e0,2.761536728e-1,3.573082896e-1,6.940634600e-1,1.323240443e0,1.105727798e0,1.167985150e0,6.915251253e-1,1.509973019e0,2.978314042e-1,1.346731298e0,1.719272354e0,8.844178898e-1,1.507180992e0,2.176538113e0,1.668640910e0,1.457757361e0,5.148851235e-1,1.478356930e0,1.025899599e0,7.747006801e-1,118283,0,0
20,2.326895707e-2,4.452480150e-6,1.693561925e-3,4.352342357e-4,1.544882081e-8,6.882223459e-1,1.051598111e0,5.543622612e-1,6.742241133e-1,1.522827254e0,1.607581602e0,7.565910192e-1,1.378429597e0,5.311683461e-1,6.343462924e-1,1.022790828e0,1.908345995e0,1.291611221e0,1.965885574e0,1.278826168e0,7.372653257e-1,9.155889026e-1,5.414369941e-1,2.178236497e0,1.381598731e0,7.247078715e-1,1.398371252e0,6.336884177e-1,1.038894106e0,7.466274558e-1,7.415582612e-1,1.411267326e0,1.056692363e0,1.853445873e0,3.756328432e-1,8.420912127e-1,6.209526415e-1,4.518887700e-1,9.673071260e-1,4.949707638e-1,8.252440484e-1,1.447122571e0,2.895326738e-1,7.987610682e-1,1.280279383e0,2.192218243e0,3.715817634e-1,9.110103055e-1,2.067789321e0,3.209552055e-1,4.668963592e-1,7.873464875e-1,1.481867182e0,1.040471188e0,1.041550363e0,8.013412749e-1,1.501523401e0,2.912474199e-1,1.215749701e0,1.669183857e0,7.653727086e-1,1.587252453e0,2.241724218e0,1.677407683e0,1.377171014e0,5.103134612e-1,1.494661858e0,9.838655468e-1,7.867444634e-1,118283,0,0
21,2.322165358e-2,4.017671711e-6,1.727676316e-3,5.555811275e-4,1.548084659e-8,8.401588215e-1,9.997433670e-1,5.578705935e-1,6.574644804e-1,1.880686462e0,2.083854146e0,7.419166739e-1,1.541211599e0,5.427760578e-1,7.210960091e-1,1.383576658e0,2.452287708e0,1.582001210e0,2.562040065e0,1.617514274e0,9.824887390e-1,9.730862380e-1,6.268621508e-1,2.787466086e0,1.792236952e0,8.953699771e-1,1.806369302e0,6.937626825e-1,1.404867945e0,8.544105131e-1,8.013124841e-1,1.575954039e0,1.046322628e0,2.310700998e0,4.817759097e-1,1.090924767e0,7.930818594e-1,4.668481949e-1,9.607867786e-1,6.432750161e-1,1.142239485e0,1.826438122e0,3.056529419e-1,7.139496711e-1,1.404314039e0,2.719313478e0,3.569663826e-1,1.206789230e0,2.626053089e0,3.665318443e-1,5.621184592e-1,1.056099533e0,1.935095361e0,1.262633266e0,1.136100779e0,1.055657740e0,1.902097483e0,2.841285643e-1,1.365481940e0,1.970871785e0,8.078509276e-1,1.980996427e0,2.850855765e0,2.082767563e0,1.646414711e0,6.430008401e-1,1.890423343e0,1.148991189e0,8.532230962e-1,118283,0,0
