frame,keL_a,keR_a,keL_b,keR_b
6035,3.694107976e-9,4.002323727e-11,1.580611939e0,2.885791533e0
6036,3.748039448e-9,4.002323727e-11,1.579049931e0,2.887025339e0
6037,3.802593186e-9,4.002323727e-11,1.577493399e0,2.888255429e0
6038,4.371746374e-9,4.002323727e-11,1.575895594e0,2.889530515e0
6039,4.228818576e-9,4.002323727e-11,1.574444731e0,2.890664665e0
6040,3.973908736e-9,4.002323727e-11,1.572851179e0,2.891939215e0
6041,4.067611445e-9,4.002323727e-11,1.571292323e0,2.893156481e0
6042,4.169254083e-9,4.002323727e-11,1.569685029e0,2.894420957e0
6043,4.207403018e-9,4.002323727e-11,1.568021598e0,2.895730569e0
6044,4.223864624e-9,4.002323727e-11,1.566552423e0,2.896839262e0
6045,4.277211793e-9,4.002323727e-11,1.565037993e0,2.897998556e0
6046,4.349960971e-9,4.002323727e-11,1.563489998e0,2.899208040e0
6047,4.413034623e-9,4.002323727e-11,1.562014672e0,2.900330015e0
6048,4.473446024e-9,4.002323727e-11,1.560408135e0,2.901589016e0
6049,4.677318157e-9,4.002323727e-11,1.558870667e0,2.902804491e0
6050,3.239900443e-9,4.002323727e-11,1.557329022e0,2.904019344e0
6051,3.268504400e-9,4.002323727e-11,1.555784908e0,2.905245064e0
6052,3.313098494e-9,4.002323727e-11,1.554096082e0,2.906606738e0
6053,3.352435034e-9,4.002323727e-11,1.552610921e0,2.907752052e0
6054,3.286362112e-9,4.002323727e-11,1.550976764e0,2.908989790e0
6055,3.381881913e-9,4.002323727e-11,1.549479885e0,2.910067596e0
6056,3.340153787e-9,4.002323727e-11,1.547836692e0,2.911278696e0
6057,3.395931152e-9,4.002323727e-11,1.546328394e0,2.912348659e0
6058,3.426217713e-9,4.002323727e-11,1.544748691e0,2.913481828e0
6059,3.457485647e-9,4.002323727e-11,1.543047391e0,2.914740008e0
6060,3.347629706e-9,4.002323727e-11,1.541449311e0,2.915919458e0
6061,3.035971484e-9,4.002323727e-11,1.539938010e0,2.917043661e0
6062,3.070959793e-9,4.002323727e-11,1.538276946e0,2.918333081e0
6063,3.611362021e-9,4.002323727e-11,1.536779708e0,2.919454120e0
6064,3.627858128e-9,4.002323727e-11,1.535077028e0,2.920780291e0
6065,3.191490971e-9,4.002323727e-11,1.533575808e0,2.921910080e0
6066,3.386868024e-9,4.002323727e-11,1.532071997e0,2.923045786e0
6067,3.288712884e-9,4.002323727e-11,1.530430208e0,2.924311470e0
6068,3.352677755e-9,4.002323727e-11,1.528834898e0,2.925543510e0
6069,3.396099119e-9,4.002323727e-11,1.527265204e0,2.926741194e0
6070,3.402415679e-9,4.002323727e-11,1.525630928e0,2.927976981e0
6071,3.453679050e-9,4.002323727e-11,1.524086077e0,2.929099362e0
6072,3.494041518e-9,4.002323727e-11,1.522543675e0,2.930222779e0
6073,3.533974607e-9,4.002323727e-11,1.520918597e0,2.931405801e0
6074,3.578683638e-9,4.002323727e-11,1.519187150e0,2.932679257e0
6075,3.196010828e-9,4.002323727e-11,1.517622900e0,2.933819035e0
6076,3.149088042e-9,4.002323727e-11,1.515937822e0,2.935115549e0
6077,3.214085690e-9,4.002323727e-11,1.514248188e0,2.936403322e0
6078,3.402526158e-9,4.002323727e-11,1.512678003e0,2.937553593e0
6079,3.297340567e-9,4.002323727e-11,1.511112022e0,2.938679773e0
6080,3.328751164e-9,4.002323727e-11,1.509399373e0,2.939923659e0
6081,3.392371644e-9,4.002323727e-11,1.507780353e0,2.941052289e0
6082,3.419584667e-9,4.002323727e-11,1.506087532e0,2.942226994e0
6083,3.453242407e-9,4.002323727e-11,1.504505761e0,2.943279132e0
6084,3.501466266e-9,4.002323727e-11,1.502736744e0,2.944527325e0
6085,3.547831492e-9,4.002323727e-11,1.501069528e0,2.945689244e0
6086,3.169823972e-9,4.002323727e-11,1.499333702e0,2.946941368e0
6087,3.186714232e-9,4.002323727e-11,1.497714299e0,2.948108436e0
6088,3.492320762e-9,4.002323727e-11,1.496098659e0,2.949290277e0
6089,2.992465447e-9,4.002323727e-11,1.494406480e0,2.950536632e0
6090,3.157838242e-9,4.002323727e-11,1.492729275e0,2.951762158e0
6091,3.151881319e-9,4.002323727e-11,1.490967896e0,2.953065993e0
6092,3.145514219e-9,4.002323727e-11,1.489315003e0,2.954253836e0
6093,3.168831326e-9,4.002323727e-11,1.487508079e0,2.955598744e0
6094,3.205137557e-9,4.002323727e-11,1.485701656e0,2.956953678e0
6095,3.250921851e-9,4.002323727e-11,1.484043394e0,2.958141147e0
6096,3.297318762e-9,4.002323727e-11,1.482383157e0,2.959302325e0
6097,3.343186648e-9,4.002323727e-11,1.480736771e0,2.960438101e0
6098,3.386306402e-9,4.002323727e-11,1.479097687e0,2.961559842e0
6099,3.762941690e-9,4.002323727e-11,1.477275451e0,2.962848787e0
6100,3.599954654e-9,4.002323727e-11,1.475557931e0,2.964053805e0
6101,3.657209133e-9,4.002323727e-11,1.473741538e0,2.965357945e0
6102,3.769411868e-9,4.002323727e-11,1.471963132e0,2.966645560e0
6103,4.268962002e-9,4.002323727e-11,1.470267476e0,2.967841800e0
6104,5.213713822e-9,4.002323727e-11,1.468411252e0,2.969186735e0
6105,6.757952670e-9,4.002323727e-11,1.466769520e0,2.970252969e0
6106,9.186890765e-9,4.002323727e-11,1.464905081e0,2.971504887e0
6107,1.296750607e-8,4.002323727e-11,1.463216626e0,2.972558648e0
6108,1.883949657e-8,4.002323727e-11,1.461563414e0,2.973558935e0
6109,2.817748636e-8,4.002323727e-11,1.459789308e0,2.974682686e0
6110,4.207619957e-8,4.002323727e-11,1.458027308e0,2.975783402e0
6111,6.415461273e-8,4.002323727e-11,1.456188317e0,2.976978376e0
6112,9.967926840e-8,4.002323727e-11,1.454409252e0,2.978150463e0
6113,2.895293818e-8,4.002323727e-11,1.452597165e0,2.979362970e0
6114,3.345339912e-8,4.002323727e-11,1.450923277e0,2.980440664e0
6115,1.082137079e-8,4.002323727e-11,1.449175353e0,2.981612322e0
6116,2.244033910e-9,4.002323727e-11,1.447479604e0,2.982716481e0
6117,4.773672779e-10,4.002323727e-11,1.445730120e0,2.983840566e0
6118,3.713238537e-10,4.002323727e-11,1.443960542e0,2.984966919e0
6119,3.760339520e-10,4.002323727e-11,1.442230681e0,2.986019255e0
6120,3.769552717e-10,4.002323727e-11,1.440534279e0,2.987017722e0
6121,6.292996862e-10,4.002323727e-11,1.438617261e0,2.988202750e0
6122,3.854266549e-10,4.002323727e-11,1.436735424e0,2.989329305e0
6123,2.761670582e-10,4.002323727e-11,1.435025172e0,2.990278369e0
6124,2.325068752e-10,4.002323727e-11,1.433300520e0,2.991247577e0
6125,1.920704923e-10,4.002323727e-11,1.431592141e0,2.992197540e0
6126,2.001771833e-10,4.002323727e-11,1.429695678e0,2.993340140e0
6127,2.096299699e-10,4.002323727e-11,1.427926656e0,2.994345877e0
6128,2.065923682e-10,4.002323727e-11,1.426193826e0,2.995318002e0
6129,2.018135778e-10,4.002323727e-11,1.424420966e0,2.996317191e0
6130,2.010097037e-10,4.002323727e-11,1.422678244e0,2.997287404e0
6131,8.981089141e-10,4.002323727e-11,1.420710395e0,2.998482821e0
6132,2.048608051e-10,4.002323727e-11,1.418893695e0,2.999541765e0
6133,3.657417841e-10,4.002323727e-11,1.417070367e0,3.000592487e0
6134,2.153006242e-10,4.002323727e-11,1.415146895e0,3.001695364e0
6135,2.110614765e-10,4.002323727e-11,1.413305369e0,3.002695905e0
6136,2.318045474e-10,4.002323727e-11,1.411413886e0,3.003732543e0
6137,2.415952308e-10,4.002323727e-11,1.409641351e0,3.004644491e0
6138,2.316572860e-10,4.002323727e-11,1.407841381e0,3.005568171e0
6139,2.232038627e-10,4.002323727e-11,1.405995615e0,3.006549222e0
6140,2.221404528e-10,4.002323727e-11,1.404018806e0,3.007691758e0
6141,2.244300433e-10,4.002323727e-11,1.402207284e0,3.008668439e0
6142,8.842735295e-10,4.002323727e-11,1.400354575e0,3.009699157e0
6143,2.286132003e-10,4.002323727e-11,1.398528158e0,3.010701452e0
6144,2.581145097e-10,4.002323727e-11,1.396708194e0,3.011684485e0
6145,3.708012419e-10,4.002323727e-11,1.394890041e0,3.012671443e0
6146,2.929801029e-10,4.002323727e-11,1.392753611e0,3.013947060e0
6147,2.421262015e-10,4.002323727e-11,1.390929720e0,3.014890444e0
6148,2.405852524e-10,4.002323727e-11,1.389018482e0,3.015913627e0
6149,2.511924963e-10,4.002323727e-11,1.387152624e0,3.016882249e0
6150,2.528019146e-10,4.002323727e-11,1.385282966e0,3.017848684e0
6151,2.505772568e-10,4.002323727e-11,1.383447017e0,3.018774886e0
6152,1.164399489e-9,4.002323727e-11,1.381604410e0,3.019688312e0
6153,2.656820310e-10,4.002323727e-11,1.379759714e0,3.020626118e0
6154,4.436498299e-10,4.002323727e-11,1.377850663e0,3.021635530e0
6155,2.581619947e-10,4.002323727e-11,1.375760120e0,3.022810313e0
6156,2.864006706e-10,4.002323727e-11,1.373661680e0,3.023968136e0
6157,3.367026246e-10,4.002323727e-11,1.371722875e0,3.024938358e0
6158,3.040969490e-10,4.002323727e-11,1.369807637e0,3.025869875e0
6159,2.776121192e-10,4.002323727e-11,1.367922838e0,3.026747310e0
6160,2.717994253e-10,4.002323727e-11,1.366000517e0,3.027662796e0
6161,2.749165451e-10,4.002323727e-11,1.364110504e0,3.028570507e0
6162,2.775718917e-10,4.002323727e-11,1.362193106e0,3.029536090e0
6163,1.058499312e-9,4.002323727e-11,1.360286133e0,3.030517561e0
6164,3.235830785e-10,4.002323727e-11,1.358331839e0,3.031568049e0
6165,2.978995378e-10,4.002323727e-11,1.356228685e0,3.032786687e0
6166,4.364548422e-10,4.002323727e-11,1.354116942e0,3.034026094e0
6167,3.658963847e-10,4.002323727e-11,1.352209672e0,3.035068737e0
6168,3.008120082e-10,4.002323727e-11,1.350212099e0,3.036204498e0
6169,3.003878259e-10,4.002323727e-11,1.348254152e0,3.037305659e0
6170,3.104107189e-10,4.002323727e-11,1.346299974e0,3.038408736e0
6171,3.135574241e-10,4.002323727e-11,1.344416536e0,3.039457242e0
6172,3.107630224e-10,4.002323727e-11,1.342530993e0,3.040530192e0
6173,3.106638167e-10,4.002323727e-11,1.340640434e0,3.041589611e0
6174,1.060674879e-9,4.002323727e-11,1.338607767e0,3.042771796e0
6175,7.446073087e-10,4.002323727e-11,1.336481265e0,3.044041885e0
6176,6.023524535e-10,4.002323727e-11,1.334452759e0,3.045182340e0
6177,3.234708918e-10,4.002323727e-11,1.332478317e0,3.046251696e0
6178,3.289319484e-10,4.002323727e-11,1.330386818e0,3.047432507e0
6179,3.533870060e-10,4.002323727e-11,1.328481334e0,3.048435959e0
6180,3.694034209e-10,4.002323727e-11,1.326574021e0,3.049461006e0
6181,3.590944048e-10,4.002323727e-11,1.324632939e0,3.050553684e0
6182,3.469167277e-10,4.002323727e-11,1.322723179e0,3.051648368e0
6183,3.445436809e-10,4.002323727e-11,1.320639939e0,3.052928247e0
6184,3.482753269e-10,4.002323727e-11,1.318732987e0,3.054046436e0
6185,3.523252182e-10,4.002323727e-11,1.316612877e0,3.055367939e0
6186,5.164483975e-10,4.002323727e-11,1.314628143e0,3.056527585e0
6187,3.587981790e-10,4.002323727e-11,1.312725235e0,3.057591734e0
6188,3.870061865e-10,4.002323727e-11,1.310716162e0,3.058734241e0
6189,4.582982971e-10,4.002323727e-11,1.308718639e0,3.059874083e0
6190,4.007010959e-10,4.002323727e-11,1.306802678e0,3.060957856e0
6191,4.095844491e-10,4.002323727e-11,1.304883560e0,3.062084639e0
6192,4.691527525e-10,4.002323727e-11,1.302847932e0,3.063345357e0
6193,5.589249708e-10,4.002323727e-11,1.300768161e0,3.064687563e0
6194,7.063494008e-10,4.002323727e-11,1.298837659e0,3.065880583e0
6195,9.673763076e-10,4.002323727e-11,1.296867351e0,3.067126221e0
6196,1.421915110e-9,4.002323727e-11,1.294882706e0,3.068382496e0
6197,2.213943412e-9,4.002323727e-11,1.292843737e0,3.069690748e0
6198,3.623413466e-9,4.002323727e-11,1.290771948e0,3.071041152e0
6199,6.109075816e-9,4.002323727e-11,1.288771331e0,3.072329950e0
6200,1.045949297e-8,4.002323727e-11,1.286704818e0,3.073700769e0
6201,1.822166323e-8,4.002323727e-11,1.284647025e0,3.075047096e0
6202,3.228580850e-8,4.002323727e-11,1.282706344e0,3.076267719e0
6203,5.799689755e-8,4.002323727e-11,1.280762722e0,3.077489977e0
6204,1.058732585e-7,4.002323727e-11,1.278706023e0,3.078833313e0
6205,1.973250521e-7,4.002323727e-11,1.276763446e0,3.080048151e0
6206,3.781205666e-7,4.002323727e-11,1.274761556e0,3.081306792e0
6207,7.214300851e-7,4.002323727e-11,1.272816117e0,3.082504201e0
6208,1.205282600e-6,4.002323727e-11,1.270694936e0,3.083857635e0
6209,1.816936063e-6,4.002323727e-11,1.268753135e0,3.085005217e0
6210,2.579526964e-6,4.002323727e-11,1.266812869e0,3.086142074e0
6211,1.504107133e-6,4.002323727e-11,1.264780014e0,3.087374664e0
6212,5.397184835e-7,4.002323727e-11,1.262667671e0,3.088674652e0
6213,4.400098594e-7,4.002323727e-11,1.260719204e0,3.089802007e0
6214,5.583124483e-8,4.002323727e-11,1.258675320e0,3.090999919e0
6215,1.375016573e-8,4.002323727e-11,1.256720675e0,3.092097990e0
6216,1.760987905e-8,4.002323727e-11,1.254766510e0,3.093179493e0
6217,1.287198390e-9,4.002323727e-11,1.252811800e0,3.094229125e0
6218,8.764507391e-10,4.002323727e-11,1.250833359e0,3.095279858e0
6219,7.235923271e-10,4.002323727e-11,1.248709821e0,3.096450268e0
6220,6.886561906e-10,4.002323727e-11,1.246758844e0,3.097419118e0
6221,1.023628521e-9,4.002323727e-11,1.244771349e0,3.098417113e0
6222,7.012624076e-10,4.002323727e-11,1.242784792e0,3.099414742e0
6223,8.400452611e-10,4.002323727e-11,1.240685805e0,3.100529517e0
6224,7.277059869e-10,4.002323727e-11,1.238637084e0,3.101610534e0
6225,7.478920072e-10,4.002323727e-11,1.236681940e0,3.102607772e0
6226,7.546929527e-10,4.002323727e-11,1.234724473e0,3.103603101e0
6227,7.593666117e-10,4.002323727e-11,1.232694425e0,3.104673561e0
6228,7.647025159e-10,4.002323727e-11,1.230697858e0,3.105715315e0
6229,7.641684832e-10,4.002323727e-11,1.228660073e0,3.106798685e0
6230,7.755368151e-10,4.002323727e-11,1.226604691e0,3.107906301e0
6231,7.882457616e-10,4.002323727e-11,1.224558107e0,3.109013120e0
6232,8.040012180e-10,4.002323727e-11,1.222570314e0,3.110075438e0
6233,8.182093322e-10,4.002323727e-11,1.220654981e0,3.111074110e0
6234,8.397316821e-10,4.002323727e-11,1.218740389e0,3.112092145e0
6235,8.550300461e-10,4.002323727e-11,1.216735895e0,3.113207104e0
6236,1.000754074e-9,4.002323727e-11,1.214743419e0,3.114305403e0
6237,9.648826792e-10,4.002323727e-11,1.212644141e0,3.115521978e0
6238,9.434201581e-10,4.002323727e-11,1.210709084e0,3.116587456e0
6239,9.414469395e-10,4.002323727e-11,1.208788245e0,3.117657498e0
6240,9.500033309e-10,4.002323727e-11,1.206888243e0,3.118706237e0
6241,9.640458401e-10,4.002323727e-11,1.204897826e0,3.119837705e0
6242,9.811271425e-10,4.002323727e-11,1.203015339e0,3.120859529e0
6243,1.000139339e-9,4.002323727e-11,1.201080933e0,3.121926569e0
6244,1.019961593e-9,4.002323727e-11,1.199210087e0,3.122891897e0
6245,2.410093718e-9,4.002323727e-11,1.197243470e0,3.123941148e0
6246,1.070959046e-9,4.002323727e-11,1.195374764e0,3.124897946e0
6247,1.093347774e-9,4.002323727e-11,1.193501063e0,3.125863866e0
6248,1.197258979e-9,4.002323727e-11,1.191624701e0,3.126846117e0
6249,1.185669275e-9,4.002323727e-11,1.189467496e0,3.128134288e0
6250,1.182052181e-9,4.002323727e-11,1.187369615e0,3.129367899e0
6251,1.193424902e-9,4.002323727e-11,1.185412617e0,3.130447460e0
6252,1.212455653e-9,4.002323727e-11,1.183526037e0,3.131451855e0
6253,1.235597928e-9,4.002323727e-11,1.181668675e0,3.132422707e0
6254,1.260033609e-9,4.002323727e-11,1.179771447e0,3.133440799e0
6255,1.288511085e-9,4.002323727e-11,1.177880231e0,3.134452273e0
6256,1.316602467e-9,4.002323727e-11,1.175982651e0,3.135470183e0
6257,1.345381533e-9,4.002323727e-11,1.174130685e0,3.136431761e0
6258,1.770369592e-9,4.002323727e-11,1.172222168e0,3.137414504e0
6259,1.507669669e-9,4.002323727e-11,1.170287115e0,3.138412111e0
6260,1.623205211e-9,4.002323727e-11,1.168386331e0,3.139354129e0
6261,1.563491135e-9,4.002323727e-11,1.166323685e0,3.140455973e0
6262,1.554618458e-9,4.002323727e-11,1.164340755e0,3.141507705e0
6263,1.565793102e-9,4.002323727e-11,1.162521842e0,3.142422044e0
6264,1.588999919e-9,4.002323727e-11,1.160705440e0,3.143349712e0
6265,1.618492470e-9,4.002323727e-11,1.158813992e0,3.144369178e0
6266,1.653008856e-9,4.002323727e-11,1.156987563e0,3.145299094e0
6267,1.690678844e-9,4.002323727e-11,1.155175919e0,3.146194858e0
6268,1.727388455e-9,4.002323727e-11,1.153201683e0,3.147242742e0
6269,1.773623617e-9,4.002323727e-11,1.151391718e0,3.148119328e0
6270,1.809279982e-9,4.002323727e-11,1.149509125e0,3.149054665e0
6271,1.852338422e-9,4.002323727e-11,1.147662922e0,3.149953020e0
6272,1.899391080e-9,4.002323727e-11,1.145815884e0,3.150867660e0
6273,1.942814010e-9,4.002323727e-11,1.143993287e0,3.151775155e0
6274,1.989861977e-9,4.002323727e-11,1.141986251e0,3.152881454e0
6275,2.038511209e-9,4.002323727e-11,1.140174673e0,3.153809223e0
6276,2.088243628e-9,4.002323727e-11,1.138248117e0,3.154857536e0
6277,2.139792610e-9,4.002323727e-11,1.136421617e0,3.155817726e0
6278,2.192687851e-9,4.002323727e-11,1.134563655e0,3.156836802e0
6279,2.247142019e-9,4.002323727e-11,1.132727898e0,3.157840591e0
6280,2.303081773e-9,4.002323727e-11,1.130787492e0,3.158967874e0
6281,3.022128425e-9,4.002323727e-11,1.128858572e0,3.160095842e0
6282,2.418515145e-9,4.002323727e-11,1.127025647e0,3.161116001e0
6283,2.492751676e-9,4.002323727e-11,1.125164805e0,3.162129600e0
6284,2.685545681e-9,4.002323727e-11,1.123340076e0,3.163059722e0
6285,2.668357864e-9,4.002323727e-11,1.121424351e0,3.164038484e0
6286,1.945359754e-9,4.002323727e-11,1.119475827e0,3.165018200e0
6287,1.998809302e-9,4.002323727e-11,1.117625664e0,3.165871860e0
6288,2.064766069e-9,4.002323727e-11,1.115702188e0,3.166791390e0
6289,2.151680220e-9,4.002323727e-11,1.113867987e0,3.167599064e0
6290,2.268435759e-9,4.002323727e-11,1.111934450e0,3.168503137e0
6291,2.429519020e-9,4.002323727e-11,1.110107272e0,3.169308119e0
6292,2.663656315e-9,4.002323727e-11,1.108192694e0,3.170188200e0
6293,3.755531655e-9,4.002323727e-11,1.106337474e0,3.171016413e0
6294,3.602775032e-9,4.002323727e-11,1.104470171e0,3.171872580e0
6295,4.491663597e-9,4.002323727e-11,1.102643855e0,3.172723427e0
6296,6.113027468e-9,4.002323727e-11,1.100821695e0,3.173594294e0
6297,8.641598499e-9,4.002323727e-11,1.099002651e0,3.174470493e0
6298,1.305687933e-8,4.002323727e-11,1.097090242e0,3.175458109e0
6299,2.085373197e-8,4.002323727e-11,1.095234648e0,3.176368319e0
6300,3.470531289e-8,4.002323727e-11,1.093338814e0,3.177312509e0
6301,5.964265862e-8,4.002323727e-11,1.091503005e0,3.178160557e0
6302,1.053664282e-7,4.002323727e-11,1.089534900e0,3.179105255e0
6303,1.912483497e-7,4.002323727e-11,1.087471486e0,3.180132865e0
6304,3.579022618e-7,4.002323727e-11,1.085628960e0,3.180924289e0
6305,6.764670591e-7,4.002323727e-11,1.083753984e0,3.181745379e0
6306,1.133827177e-6,4.002323727e-11,1.081850194e0,3.182569633e0
6307,1.726800669e-6,4.002323727e-11,1.079993614e0,3.183332642e0
6308,2.452292120e-6,4.002323727e-11,1.078130674e0,3.184101213e0
6309,1.437921538e-6,4.002323727e-11,1.076315380e0,3.184812382e0
6310,1.956689103e-6,4.002323727e-11,1.074433001e0,3.185587465e0
6311,2.553090266e-6,4.002323727e-11,1.072535698e0,3.186364848e0
6312,3.276117935e-6,4.002323727e-11,1.070732500e0,3.187041619e0
6313,8.100729572e-7,4.002323727e-11,1.068930098e0,3.187712001e0
6314,1.105914570e-6,4.002323727e-11,1.067133523e0,3.188358622e0
6315,1.010996680e-6,4.002323727e-11,1.065307865e0,3.189021212e0
6316,1.095115619e-6,4.002323727e-11,1.063368178e0,3.189748453e0
6317,1.386652211e-6,4.002323727e-11,1.061493083e0,3.190388591e0
6318,1.833159283e-6,4.002323727e-11,1.059694998e0,3.190938642e0
6319,2.068895678e-7,4.002323727e-11,1.057899657e0,3.191472208e0
6320,7.436466153e-8,4.002323727e-11,1.056006035e0,3.192086806e0
6321,1.422711529e-7,4.002323727e-11,1.054168635e0,3.192621047e0
6322,2.618704884e-8,4.002323727e-11,1.052381906e0,3.193099296e0
6323,1.153875944e-8,4.002323727e-11,1.050561560e0,3.193589284e0
6324,6.315522017e-9,4.002323727e-11,1.048668626e0,3.194136893e0
6325,6.252733370e-9,4.002323727e-11,1.046799420e0,3.194659303e0
6326,6.420798041e-9,4.002323727e-11,1.044948079e0,3.195153540e0
6327,6.622539712e-9,4.002323727e-11,1.043140684e0,3.195588846e0
6328,6.840105390e-9,4.002323727e-11,1.041283181e0,3.196059940e0
6329,7.068513933e-9,4.002323727e-11,1.039480357e0,3.196471277e0
6330,2.413695370e-9,4.002323727e-11,1.037528660e0,3.197017390e0
6331,1.080934283e-9,4.002323727e-11,1.035711951e0,3.197398216e0
6332,1.237237665e-9,4.002323727e-11,1.033792128e0,3.197836184e0
6333,1.056683049e-9,4.002323727e-11,1.031905256e0,3.198210077e0
6334,1.085778407e-9,4.002323727e-11,1.030052052e0,3.198534983e0
6335,1.116587014e-9,4.002323727e-11,1.028142115e0,3.198910112e0
6336,1.196301580e-9,4.002323727e-11,1.026230848e0,3.199255564e0
6337,1.191891918e-9,4.002323727e-11,1.024269526e0,3.199640359e0
6338,1.202370220e-9,4.002323727e-11,1.022405738e0,3.199921383e0
6339,1.237596233e-9,4.002323727e-11,1.020492074e0,3.200240582e0
6340,1.269760811e-9,4.002323727e-11,1.018470112e0,3.200667953e0
6341,1.298913835e-9,4.002323727e-11,1.016601757e0,3.200939293e0
6342,1.332795164e-9,4.002323727e-11,1.014675609e0,3.201252609e0
6343,1.367908163e-9,4.002323727e-11,1.012784953e0,3.201530031e0
6344,1.712541309e-9,4.002323727e-11,1.010667674e0,3.202044803e0
6345,1.633147239e-9,4.002323727e-11,1.008810318e0,3.202312597e0
6346,1.635342817e-9,4.002323727e-11,1.006958322e0,3.202579208e0
6347,1.545892808e-9,4.002323727e-11,1.005060586e0,3.202915632e0
6348,1.557922269e-9,4.002323727e-11,1.003222859e0,3.203223924e0
6349,1.615773230e-9,4.002323727e-11,1.001338696e0,3.203608820e0
6350,1.648093442e-9,4.002323727e-11,9.995222248e-1,3.203957134e0
6351,1.680409812e-9,4.002323727e-11,9.977107197e-1,3.204336509e0
6352,1.723999363e-9,4.002323727e-11,9.959087157e-1,3.204757052e0
6353,1.769888350e-9,4.002323727e-11,9.941108109e-1,3.205206512e0
6354,1.814050597e-9,4.002323727e-11,9.923196828e-1,3.205699754e0
6355,1.860834774e-9,4.002323727e-11,9.905144321e-1,3.206188475e0
6356,2.331591405e-9,4.002323727e-11,9.887055145e-1,3.206668578e0
6357,2.097669883e-9,4.002323727e-11,9.868524072e-1,3.207172343e0
6358,2.141767405e-9,4.002323727e-11,9.849962401e-1,3.207630293e0
6359,2.075182171e-9,4.002323727e-11,9.829940936e-1,3.208185197e0
6360,2.122787333e-9,4.002323727e-11,9.811150889e-1,3.208567427e0
6361,2.191426571e-9,4.002323727e-11,9.793387071e-1,3.208743822e0
6362,2.233322185e-9,4.002323727e-11,9.774689993e-1,3.208928385e0
6363,2.281521307e-9,4.002323727e-11,9.756962411e-1,3.208939399e0
6364,2.341354448e-9,4.002323727e-11,9.738570376e-1,3.208975919e0
6365,2.401396275e-9,4.002323727e-11,9.720906316e-1,3.208901337e0
6366,2.461938137e-9,4.002323727e-11,9.703268594e-1,3.208813948e0
6367,2.525059586e-9,4.002323727e-11,9.685682576e-1,3.208702814e0
6368,2.691221728e-9,4.002323727e-11,9.668128641e-1,3.208606876e0
6369,2.877634987e-9,4.002323727e-11,9.650338091e-1,3.208531276e0
6370,2.891380951e-9,4.002323727e-11,9.632642418e-1,3.208492492e0
6371,5.126732334e-10,4.002323727e-11,9.614958428e-1,3.208462419e0
6372,1.742040030e-11,4.002323727e-11,9.597538612e-1,3.208393953e0
6373,2.787820396e-11,4.002323727e-11,9.580139790e-1,3.208300458e0
6374,1.358966782e-11,4.002323727e-11,9.561838316e-1,3.208271453e0
6375,1.381906805e-11,4.002323727e-11,9.542726988e-1,3.208271197e0
6376,8.792878291e-12,4.002323727e-11,9.525370405e-1,3.208071931e0
6377,9.012289111e-12,4.002323727e-11,9.507181871e-1,3.207945696e0
6378,9.721661995e-12,4.002323727e-11,9.489860939e-1,3.207711759e0
6379,8.824111597e-12,4.002323727e-11,9.471798396e-1,3.207522167e0
6380,1.536534766e-11,4.002323727e-11,9.454596676e-1,3.207213463e0
6381,1.974680793e-10,4.002323727e-11,9.437344666e-1,3.206902681e0
6382,7.935409919e-11,4.002323727e-11,9.420210131e-1,3.206563456e0
6383,2.691548342e-11,4.002323727e-11,9.403050966e-1,3.206213785e0
6384,4.241516623e-11,4.002323727e-11,9.385201814e-1,3.205925634e0
6385,9.059090547e-12,4.002323727e-11,9.367800371e-1,3.205606883e0
6386,1.825224331e-11,4.002323727e-11,9.350868795e-1,3.205265375e0
6387,8.807451887e-12,4.002323727e-11,9.333379229e-1,3.205024612e0
6388,9.419910775e-12,4.002323727e-11,9.315656561e-1,3.204837773e0
6389,8.899171400e-12,4.002323727e-11,9.297863927e-1,3.204677725e0
6390,9.355079497e-12,4.002323727e-11,9.281155710e-1,3.204397057e0
6391,2.236492302e-11,4.002323727e-11,9.263946724e-1,3.204153718e0
6392,1.788548062e-11,4.002323727e-11,9.245989342e-1,3.203986044e0
6393,7.003739479e-11,4.002323727e-11,9.229443507e-1,3.203656789e0
6394,2.269979011e-11,4.002323727e-11,9.212248814e-1,3.203394630e0
6395,6.612787076e-11,4.002323727e-11,9.195809795e-1,3.203055662e0
6396,9.095443791e-12,4.002323727e-11,9.178879127e-1,3.202736512e0
6397,2.367805376e-11,4.002323727e-11,9.162294038e-1,3.202358793e0
6398,8.931251225e-12,4.002323727e-11,9.145999072e-1,3.201922587e0
6399,1.128886572e-11,4.002323727e-11,9.129369538e-1,3.201519680e0
6400,8.853087702e-12,4.002323727e-11,9.112183435e-1,3.201158042e0
6401,9.087303952e-12,4.002323727e-11,9.095216247e-1,3.200761359e0
6402,8.986186209e-12,4.002323727e-11,9.077723516e-1,3.200406868e0
6403,8.792878291e-12,4.002323727e-11,9.061011884e-1,3.199994776e0
6404,1.363244215e-11,4.002323727e-11,9.044757186e-1,3.199569978e0
6405,8.994988342e-12,4.002323727e-11,9.028455070e-1,3.199189745e0
6406,8.052206437e-11,4.002323727e-11,9.011474175e-1,3.198899338e0
6407,2.414619705e-11,4.002323727e-11,8.994905119e-1,3.198583978e0
6408,1.997172329e-11,4.002323727e-11,8.978882355e-1,3.198213804e0
6409,1.530215680e-11,4.002323727e-11,8.961744610e-1,3.197979076e0
6410,1.123508329e-11,4.002323727e-11,8.945767199e-1,3.197642227e0
