frame,keL_a,keR_a,keL_b,keR_b
20192,8.792878291e-12,4.002328675e-11,1.286326454e-1,2.656412247e-2
20193,8.792878291e-12,4.002337160e-11,1.287111145e-1,2.655831702e-2
20194,8.792878291e-12,4.002325032e-11,1.287894410e-1,2.655239118e-2
20195,8.792878291e-12,4.002324494e-11,1.288675204e-1,2.654647793e-2
20196,8.792878291e-12,4.002323752e-11,1.289467484e-1,2.653932528e-2
20197,8.792878291e-12,4.002324167e-11,1.290245171e-1,2.653352104e-2
20198,8.792878291e-12,4.002324236e-11,1.291020606e-1,2.652781722e-2
20199,8.792878291e-12,4.005603114e-11,1.291794427e-1,2.652218881e-2
20200,8.792878291e-12,4.002905518e-11,1.292566779e-1,2.651644889e-2
20201,8.792878291e-12,4.007159968e-11,1.293336875e-1,2.651064684e-2
20202,8.792878291e-12,4.009117502e-11,1.294103246e-1,2.650482478e-2
20203,8.792878291e-12,4.003297202e-11,1.294866565e-1,2.649898586e-2
20204,8.792878291e-12,4.002781744e-11,1.295628806e-1,2.649288688e-2
20205,8.792878291e-12,4.002345408e-11,1.296387995e-1,2.648670535e-2
20206,8.792878291e-12,4.002424324e-11,1.297145427e-1,2.648042852e-2
20207,8.792878291e-12,4.002425140e-11,1.297900765e-1,2.647407903e-2
20208,8.792878291e-12,4.002332430e-11,1.298653056e-1,2.646766878e-2
20209,8.792878291e-12,4.002329826e-11,1.299402677e-1,2.646125398e-2
20210,8.792878291e-12,4.002323987e-11,1.300150512e-1,2.645469881e-2
20211,8.792878291e-12,4.002327478e-11,1.300895401e-1,2.644807776e-2
20212,8.792878291e-12,4.002323927e-11,1.301638391e-1,2.644147856e-2
20213,8.792878291e-12,4.002324216e-11,1.302379798e-1,2.643491822e-2
20214,8.792878291e-12,4.002323764e-11,1.303119840e-1,2.642837740e-2
20215,8.792878291e-12,4.002323793e-11,1.303858683e-1,2.642166475e-2
20216,8.792878291e-12,4.027475889e-11,1.304595231e-1,2.641495665e-2
20217,8.792878291e-12,4.019428644e-11,1.305330367e-1,2.640833200e-2
20218,8.792878291e-12,4.007090791e-11,1.306062154e-1,2.640179921e-2
20219,8.792878291e-12,4.003498459e-11,1.306788870e-1,2.639539734e-2
20220,8.792878291e-12,4.002427049e-11,1.307512104e-1,2.638902917e-2
20221,8.792878291e-12,4.002503024e-11,1.308232706e-1,2.638276869e-2
20222,8.792878291e-12,4.002745214e-11,1.308962769e-1,2.637541936e-2
20223,8.792878291e-12,4.002336590e-11,1.309680088e-1,2.636923699e-2
20224,8.792878291e-12,4.002349794e-11,1.310395657e-1,2.636283342e-2
20225,8.792878291e-12,4.002323943e-11,1.311109613e-1,2.635624997e-2
20226,8.792878291e-12,4.002338234e-11,1.311822879e-1,2.634958983e-2
20227,8.792878291e-12,4.002323764e-11,1.312534218e-1,2.634269264e-2
20228,8.792878291e-12,4.002325033e-11,1.313243610e-1,2.633557109e-2
20229,8.792878291e-12,4.002323756e-11,1.313951789e-1,2.632834513e-2
20230,8.792878291e-12,4.002323850e-11,1.314658774e-1,2.632106895e-2
20231,8.792878291e-12,4.002323948e-11,1.315362365e-1,2.631370224e-2
20232,8.792878291e-12,4.096588731e-11,1.316063409e-1,2.630583638e-2
20233,8.792878291e-12,4.012040320e-11,1.316762298e-1,2.629786381e-2
20234,8.792878291e-12,4.009507197e-11,1.317459292e-1,2.628966703e-2
20235,8.792878291e-12,4.002892956e-11,1.318154355e-1,2.628143928e-2
20236,8.792878291e-12,4.003029943e-11,1.318848032e-1,2.627318355e-2
20237,8.792878291e-12,4.003135878e-11,1.319540714e-1,2.626493264e-2
20238,8.792878291e-12,4.002543126e-11,1.320232730e-1,2.625671029e-2
20239,8.792878291e-12,4.002372049e-11,1.320923254e-1,2.624828411e-2
20240,8.792878291e-12,4.002323727e-11,1.321612657e-1,2.623982445e-2
20241,8.792878291e-12,4.002340122e-11,1.322300501e-1,2.623139139e-2
20242,8.792878291e-12,4.002327626e-11,1.322987005e-1,2.622298958e-2
20243,8.792878291e-12,4.002328781e-11,1.323672535e-1,2.621458358e-2
20244,8.792878291e-12,4.002323967e-11,1.324355534e-1,2.620623338e-2
20245,8.792878291e-12,4.002323739e-11,1.325036515e-1,2.619789814e-2
20246,8.792878291e-12,4.002323874e-11,1.325715804e-1,2.618965319e-2
20247,8.792878291e-12,4.002324476e-11,1.326393611e-1,2.618151778e-2
20248,8.792878291e-12,4.006940193e-11,1.327069329e-1,2.617351075e-2
20249,8.792878291e-12,4.060280006e-11,1.327720349e-1,2.616773175e-2
20250,8.792878291e-12,4.003306694e-11,1.328391142e-1,2.615982527e-2
20251,8.792878291e-12,4.006819336e-11,1.329060172e-1,2.615186023e-2
20252,8.792878291e-12,4.002431410e-11,1.329727947e-1,2.614388879e-2
20253,8.792878291e-12,4.002925485e-11,1.330393919e-1,2.613566928e-2
20254,8.792878291e-12,4.002336071e-11,1.331058062e-1,2.612737359e-2
20255,8.792878291e-12,4.002587881e-11,1.331720315e-1,2.611901951e-2
20256,8.792878291e-12,4.002324268e-11,1.332381057e-1,2.611066582e-2
20257,8.792878291e-12,4.002323727e-11,1.333040468e-1,2.610214945e-2
20258,8.792878291e-12,4.002325549e-11,1.333698553e-1,2.609363244e-2
20259,8.792878291e-12,4.002332485e-11,1.334354865e-1,2.608478672e-2
20260,8.792878291e-12,4.002324471e-11,1.335008635e-1,2.607592010e-2
20261,8.792878291e-12,4.002324421e-11,1.335661298e-1,2.606686436e-2
20262,8.792878291e-12,4.002323732e-11,1.336311604e-1,2.605775926e-2
20263,8.792878291e-12,4.002323878e-11,1.336959302e-1,2.604868116e-2
20264,8.792878291e-12,9.782134592e-11,1.337604906e-1,2.603968577e-2
20265,8.792878291e-12,4.061708947e-11,1.338246309e-1,2.603012923e-2
20266,8.792878291e-12,4.002557490e-11,1.338885130e-1,2.602044032e-2
20267,8.792878291e-12,4.002323727e-11,1.339521785e-1,2.601053955e-2
20268,8.792878291e-12,4.002744468e-11,1.340154739e-1,2.600057917e-2
20269,8.792878291e-12,4.004405321e-11,1.340785476e-1,2.599043203e-2
20270,8.792878291e-12,4.002515128e-11,1.341412053e-1,2.598026224e-2
20271,8.792878291e-12,4.002455971e-11,1.342035508e-1,2.597002852e-2
20272,8.792878291e-12,4.002324344e-11,1.342652613e-1,2.595984606e-2
20273,8.792878291e-12,4.002351569e-11,1.343265107e-1,2.594966873e-2
20274,8.792878291e-12,4.002344544e-11,1.343874286e-1,2.593953192e-2
20275,8.792878291e-12,4.002327227e-11,1.344480385e-1,2.592939080e-2
20276,8.792878291e-12,4.002324956e-11,1.345083853e-1,2.591927601e-2
20277,8.792878291e-12,4.002323767e-11,1.345721859e-1,2.590529760e-2
20278,8.792878291e-12,4.002324363e-11,1.346317054e-1,2.589507360e-2
20279,8.792878291e-12,4.002324055e-11,1.346926758e-1,2.588282002e-2
20280,8.792878291e-12,4.002324026e-11,1.347515087e-1,2.587230151e-2
20281,8.792878291e-12,4.002323727e-11,1.348100833e-1,2.586173112e-2
20282,8.792878291e-12,4.002338702e-11,1.348685027e-1,2.585116968e-2
20283,8.792878291e-12,4.021144390e-11,1.349268118e-1,2.584065667e-2
20284,8.792878291e-12,4.002512173e-11,1.349847156e-1,2.583019476e-2
20285,8.792878291e-12,4.003451163e-11,1.350422421e-1,2.581974101e-2
20286,8.792878291e-12,4.002324530e-11,1.350994930e-1,2.580924992e-2
20287,8.792878291e-12,4.002631353e-11,1.351564074e-1,2.579872798e-2
20288,8.792878291e-12,4.002395258e-11,1.352130562e-1,2.578820370e-2
20289,8.792878291e-12,4.002363407e-11,1.352694632e-1,2.577770604e-2
20290,8.792878291e-12,4.002327189e-11,1.353256118e-1,2.576662079e-2
20291,8.792878291e-12,4.002324337e-11,1.353815440e-1,2.575536676e-2
20292,8.792878291e-12,4.002327078e-11,1.354373074e-1,2.574400283e-2
20293,8.792878291e-12,4.002324997e-11,1.354928247e-1,2.573227409e-2
20294,8.792878291e-12,4.002324300e-11,1.355481784e-1,2.572043765e-2
20295,8.792878291e-12,4.002323796e-11,1.356033675e-1,2.570858311e-2
20296,8.792878291e-12,4.002323763e-11,1.356582580e-1,2.569674313e-2
20297,8.792878291e-12,4.059009255e-11,1.357129044e-1,2.568498280e-2
20298,8.792878291e-12,4.021645486e-11,1.357672991e-1,2.567316106e-2
20299,8.792878291e-12,4.006698364e-11,1.358214376e-1,2.566137205e-2
20300,8.792878291e-12,4.003992506e-11,1.358753813e-1,2.564964874e-2
20301,8.792878291e-12,4.003100504e-11,1.359291436e-1,2.563802436e-2
20302,8.792878291e-12,4.002624934e-11,1.359827427e-1,2.562648354e-2
20303,8.792878291e-12,4.002755097e-11,1.360362060e-1,2.561504831e-2
20304,8.792878291e-12,4.002346354e-11,1.360895456e-1,2.560368409e-2
20305,8.792878291e-12,4.002323727e-11,1.361426982e-1,2.559240260e-2
20306,8.792878291e-12,4.002324836e-11,1.361956862e-1,2.558122810e-2
20307,8.792878291e-12,4.002346719e-11,1.362485120e-1,2.556989001e-2
20308,8.792878291e-12,4.002323774e-11,1.363021726e-1,2.555741838e-2
20309,8.792878291e-12,4.002324901e-11,1.363544657e-1,2.554614861e-2
20310,8.792878291e-12,4.002323728e-11,1.364066756e-1,2.553479004e-2
20311,8.792878291e-12,4.002324420e-11,1.364584894e-1,2.552351125e-2
20312,8.792878291e-12,4.002324077e-11,1.365098863e-1,2.551223504e-2
20313,8.792878291e-12,4.033285059e-11,1.365609691e-1,2.550096433e-2
20314,8.792878291e-12,4.045634514e-11,1.366117745e-1,2.548977509e-2
20315,8.792878291e-12,4.004506222e-11,1.366623060e-1,2.547848548e-2
20316,8.792878291e-12,4.005436408e-11,1.367136432e-1,2.546608939e-2
20317,8.792878291e-12,4.002403203e-11,1.367635899e-1,2.545461118e-2
20318,8.792878291e-12,4.004275165e-11,1.368131880e-1,2.544301368e-2
20319,8.792878291e-12,4.002324298e-11,1.368624137e-1,2.543140577e-2
20320,8.792878291e-12,4.002447880e-11,1.369113224e-1,2.541972561e-2
20321,8.792878291e-12,4.002323727e-11,1.369599907e-1,2.540810321e-2
20322,8.792878291e-12,4.002350504e-11,1.370082950e-1,2.539627669e-2
20323,8.792878291e-12,4.002326143e-11,1.370563878e-1,2.538387399e-2
20324,8.792878291e-12,4.002329985e-11,1.371042917e-1,2.537128182e-2
20325,8.792878291e-12,4.002323889e-11,1.371518920e-1,2.535862119e-2
20326,8.792878291e-12,4.002323742e-11,1.371991754e-1,2.534604342e-2
20327,8.792878291e-12,4.002323897e-11,1.372461957e-1,2.533360775e-2
20328,8.792878291e-12,4.002324326e-11,1.372948652e-1,2.531937627e-2
20329,8.792878291e-12,4.072950856e-11,1.373414113e-1,2.530701387e-2
20330,8.792878291e-12,4.025142820e-11,1.373877275e-1,2.529463008e-2
20331,8.792878291e-12,4.010193922e-11,1.374337079e-1,2.528221422e-2
20332,8.792878291e-12,4.004134279e-11,1.374804236e-1,2.526875325e-2
20333,8.792878291e-12,4.002870025e-11,1.375258946e-1,2.525634370e-2
20334,8.792878291e-12,4.002595913e-11,1.375711944e-1,2.524399798e-2
20335,8.792878291e-12,4.003006959e-11,1.376163168e-1,2.523169213e-2
20336,8.792878291e-12,4.002343685e-11,1.376612960e-1,2.521910273e-2
20337,8.792878291e-12,4.002373146e-11,1.377061028e-1,2.520641746e-2
20338,8.792878291e-12,4.002324196e-11,1.377505461e-1,2.519356224e-2
20339,8.792878291e-12,4.002351653e-11,1.377946860e-1,2.518057307e-2
20340,8.792878291e-12,4.002323743e-11,1.378385294e-1,2.516758283e-2
20341,8.792878291e-12,4.002325771e-11,1.378832948e-1,2.515322213e-2
20342,8.792878291e-12,4.002323727e-11,1.379264008e-1,2.513999729e-2
20343,8.792878291e-12,4.002324056e-11,1.379692287e-1,2.512675680e-2
20344,8.792878291e-12,4.002323937e-11,1.380116742e-1,2.511357625e-2
20345,8.792878291e-12,4.062238275e-11,1.380537262e-1,2.510049031e-2
20346,8.792878291e-12,4.002481702e-11,1.380954574e-1,2.508749872e-2
20347,8.792878291e-12,4.029216344e-11,1.381366579e-1,2.507462778e-2
20348,8.792878291e-12,4.003809249e-11,1.381774693e-1,2.506152174e-2
20349,8.792878291e-12,4.004344760e-11,1.382179730e-1,2.504841278e-2
20350,8.792878291e-12,4.002410303e-11,1.382580009e-1,2.503532277e-2
20351,8.792878291e-12,4.002530208e-11,1.382977102e-1,2.502225693e-2
20352,8.792878291e-12,4.002497277e-11,1.383371785e-1,2.500912177e-2
20353,8.792878291e-12,4.002390496e-11,1.383764768e-1,2.499602558e-2
20354,8.792878291e-12,4.002334379e-11,1.384155574e-1,2.498282174e-2
20355,8.792878291e-12,4.002323727e-11,1.384542119e-1,2.496991860e-2
20356,8.792878291e-12,4.002327547e-11,1.384926630e-1,2.495708189e-2
20357,8.792878291e-12,4.002325145e-11,1.385308284e-1,2.494425340e-2
20358,8.792878291e-12,4.002325182e-11,1.385687889e-1,2.493139566e-2
20359,8.792878291e-12,4.002323801e-11,1.386064398e-1,2.491848117e-2
20360,8.792878291e-12,4.002323730e-11,1.386438224e-1,2.490556896e-2
20361,8.792878291e-12,4.149194851e-11,1.386809608e-1,2.489264648e-2
20362,8.792878291e-12,4.012900319e-11,1.387178348e-1,2.487960249e-2
20363,8.792878291e-12,4.011693645e-11,1.387544248e-1,2.486657973e-2
20364,8.792878291e-12,4.002358277e-11,1.387907099e-1,2.485362037e-2
20365,8.792878291e-12,4.004400788e-11,1.388265784e-1,2.484076121e-2
20366,8.792878291e-12,4.003608102e-11,1.388620073e-1,2.482790067e-2
20367,8.792878291e-12,4.002575508e-11,1.388969286e-1,2.481493202e-2
20368,8.792878291e-12,4.002389465e-11,1.389313345e-1,2.480191938e-2
20369,8.792878291e-12,4.002327512e-11,1.389654221e-1,2.478890104e-2
20370,8.792878291e-12,4.002370956e-11,1.389992006e-1,2.477591758e-2
20371,8.792878291e-12,4.002327745e-11,1.390327748e-1,2.476302548e-2
20372,8.792878291e-12,4.002328473e-11,1.390661781e-1,2.475025641e-2
20373,8.792878291e-12,4.002324208e-11,1.390994340e-1,2.473748857e-2
20374,8.792878291e-12,4.002324105e-11,1.391325504e-1,2.472477147e-2
20375,8.792878291e-12,4.002323851e-11,1.391655171e-1,2.471165930e-2
20376,8.792878291e-12,4.002324040e-11,1.391983074e-1,2.469843329e-2
20377,8.792878291e-12,4.085815972e-11,1.392308767e-1,2.468476892e-2
20378,8.792878291e-12,4.003000205e-11,1.392631452e-1,2.467085190e-2
20379,8.792878291e-12,4.006655024e-11,1.392950931e-1,2.465645632e-2
20380,8.792878291e-12,4.005665633e-11,1.393266844e-1,2.464202891e-2
20381,8.792878291e-12,4.005622416e-11,1.393579777e-1,2.462722927e-2
20382,8.792878291e-12,4.002595853e-11,1.393888682e-1,2.461238190e-2
20383,8.792878291e-12,4.002588244e-11,1.394194666e-1,2.459760191e-2
20384,8.792878291e-12,4.002385627e-11,1.394475526e-1,2.458497939e-2
20385,8.792878291e-12,4.002390189e-11,1.394777136e-1,2.457010242e-2
20386,8.792878291e-12,4.002363828e-11,1.395061028e-1,2.455668201e-2
20387,8.792878291e-12,4.002328116e-11,1.395358296e-1,2.454168932e-2
20388,8.792878291e-12,4.002323727e-11,1.395653259e-1,2.452674589e-2
20389,8.792878291e-12,4.002324189e-11,1.395943095e-1,2.451177594e-2
20390,8.792878291e-12,4.002326613e-11,1.396228725e-1,2.449686003e-2
20391,8.792878291e-12,4.002323819e-11,1.396510949e-1,2.448199132e-2
20392,8.792878291e-12,4.002323840e-11,1.396789278e-1,2.446721853e-2
20393,8.792878291e-12,4.045185014e-11,1.397064475e-1,2.445238979e-2
20394,8.792878291e-12,4.002513504e-11,1.397336814e-1,2.443759205e-2
20395,8.792878291e-12,4.021256796e-11,1.397607210e-1,2.442279120e-2
20396,8.792878291e-12,4.002796308e-11,1.397875969e-1,2.440793432e-2
20397,8.792878291e-12,4.005267488e-11,1.398141032e-1,2.439307786e-2
20398,8.792878291e-12,4.002383079e-11,1.398403943e-1,2.437814143e-2
20399,8.792878291e-12,4.002379604e-11,1.398665307e-1,2.436311052e-2
20400,8.792878291e-12,4.002325282e-11,1.398925343e-1,2.434811703e-2
20401,8.792878291e-12,4.002487344e-11,1.399183020e-1,2.433316227e-2
20402,8.792878291e-12,4.002324334e-11,1.399437240e-1,2.431823055e-2
20403,8.792878291e-12,4.002334391e-11,1.399688462e-1,2.430335487e-2
20404,8.792878291e-12,4.002323862e-11,1.399935331e-1,2.428859559e-2
20405,8.792878291e-12,4.002328573e-11,1.400177719e-1,2.427395745e-2
20406,8.792878291e-12,4.002324508e-11,1.400415924e-1,2.425943393e-2
20407,8.792878291e-12,4.002323982e-11,1.400650765e-1,2.424498508e-2
20408,8.792878291e-12,4.002323775e-11,1.400881944e-1,2.423042505e-2
20409,8.792878291e-12,4.002985174e-11,1.401110102e-1,2.421576814e-2
20410,8.792878291e-12,4.026854423e-11,1.401335785e-1,2.420102100e-2
20411,8.792878291e-12,4.002324840e-11,1.401558435e-1,2.418621795e-2
20412,8.792878291e-12,4.012449344e-11,1.401778444e-1,2.417136735e-2
20413,8.792878291e-12,4.002809008e-11,1.401975090e-1,2.415867260e-2
20414,8.792878291e-12,4.003312190e-11,1.402190481e-1,2.414386679e-2
20415,8.792878291e-12,4.002343985e-11,1.402403166e-1,2.412912700e-2
20416,8.792878291e-12,4.002373036e-11,1.402611718e-1,2.411447744e-2
20417,8.792878291e-12,4.002378212e-11,1.402829030e-1,2.409858483e-2
20418,8.792878291e-12,4.002358782e-11,1.403040682e-1,2.408310807e-2
20419,8.792878291e-12,4.002327991e-11,1.403240642e-1,2.406873311e-2
20420,8.792878291e-12,4.002326737e-11,1.403438192e-1,2.405451056e-2
20421,8.792878291e-12,4.002324735e-11,1.403632566e-1,2.404042576e-2
20422,8.792878291e-12,4.002324280e-11,1.403824196e-1,2.402650894e-2
20423,8.792878291e-12,4.002324194e-11,1.404013391e-1,2.401276871e-2
20424,8.792878291e-12,4.002323884e-11,1.404200106e-1,2.399904820e-2
20425,8.792878291e-12,4.164027427e-11,1.404384082e-1,2.398539948e-2
20426,8.792878291e-12,4.003105127e-11,1.404545139e-1,2.397363655e-2
20427,8.792878291e-12,4.011670905e-11,1.404722638e-1,2.396003836e-2
20428,8.792878291e-12,4.002325702e-11,1.404893935e-1,2.394647632e-2
20429,8.792878291e-12,4.005526891e-11,1.405061409e-1,2.393300851e-2
20430,8.792878291e-12,4.002407657e-11,1.405225073e-1,2.391946903e-2
20431,8.792878291e-12,4.002781563e-11,1.405385543e-1,2.390589766e-2
20432,8.792878291e-12,4.002325461e-11,1.405542759e-1,2.389234804e-2
20433,8.792878291e-12,4.002331813e-11,1.405697777e-1,2.387884699e-2
20434,8.792878291e-12,4.002333841e-11,1.405850933e-1,2.386517978e-2
20435,8.792878291e-12,4.002343137e-11,1.406002226e-1,2.385129939e-2
20436,8.792878291e-12,4.002325216e-11,1.406147821e-1,2.383724498e-2
20437,8.792878291e-12,4.002324940e-11,1.406289360e-1,2.382314837e-2
20438,8.792878291e-12,4.002323828e-11,1.406427749e-1,2.380905116e-2
20439,8.792878291e-12,4.002324489e-11,1.406563733e-1,2.379485324e-2
20440,8.792878291e-12,4.002324342e-11,1.406696785e-1,2.378057085e-2
20441,8.792878291e-12,4.036557567e-11,1.406827668e-1,2.376610143e-2
20442,8.792878291e-12,4.003847146e-11,1.406955699e-1,2.375169131e-2
20443,8.792878291e-12,4.009731060e-11,1.407079526e-1,2.373742807e-2
20444,8.792878291e-12,4.009695061e-11,1.407200350e-1,2.372334920e-2
20445,8.792878291e-12,4.002929181e-11,1.407318073e-1,2.370935110e-2
20446,8.792878291e-12,4.002762326e-11,1.407433483e-1,2.369549631e-2
20447,8.792878291e-12,4.002342110e-11,1.407547306e-1,2.368168997e-2
20448,8.792878291e-12,4.002621462e-11,1.407658760e-1,2.366798521e-2
20449,8.792878291e-12,4.002326356e-11,1.407768424e-1,2.365430380e-2
20450,8.792878291e-12,4.002346932e-11,1.407876585e-1,2.364069843e-2
20451,8.792878291e-12,4.002324021e-11,1.407981753e-1,2.362719514e-2
20452,8.792878291e-12,4.002326609e-11,1.408084581e-1,2.361379309e-2
20453,8.792878291e-12,4.002323883e-11,1.408185363e-1,2.360044169e-2
20454,8.792878291e-12,4.002325385e-11,1.408283957e-1,2.358717991e-2
20455,8.792878291e-12,4.002323807e-11,1.408380533e-1,2.357399950e-2
20456,8.792878291e-12,7.291826677e-11,1.408475212e-1,2.356092049e-2
20457,8.792878291e-12,4.006859489e-11,1.408567952e-1,2.354789770e-2
20458,8.792878291e-12,4.002859736e-11,1.408658828e-1,2.353484208e-2
20459,8.792878291e-12,4.002334343e-11,1.408747986e-1,2.352145677e-2
20460,8.792878291e-12,4.011632732e-11,1.408834992e-1,2.350784655e-2
20461,8.792878291e-12,4.002338781e-11,1.408920044e-1,2.349411205e-2
20462,8.792878291e-12,4.002889385e-11,1.409002488e-1,2.348032324e-2
20463,8.792878291e-12,4.002324875e-11,1.409082453e-1,2.346628296e-2
20464,8.792878291e-12,4.002534064e-11,1.409160090e-1,2.345194856e-2
20465,8.792878291e-12,4.002345546e-11,1.409232080e-1,2.343742647e-2
20466,8.792878291e-12,4.002343720e-11,1.409295705e-1,2.342281116e-2
20467,8.792878291e-12,4.002324625e-11,1.409353602e-1,2.340822374e-2
20468,8.792878291e-12,4.002324787e-11,1.409406833e-1,2.339375197e-2
20469,8.792878291e-12,4.002325672e-11,1.409455627e-1,2.337945525e-2
20470,8.792878291e-12,4.002324282e-11,1.409499831e-1,2.336534001e-2
20471,8.792878291e-12,4.002323822e-11,1.409541388e-1,2.335136678e-2
20472,8.792878291e-12,4.089408905e-11,1.409581127e-1,2.333751128e-2
20473,8.792878291e-12,4.008331921e-11,1.409619280e-1,2.332371218e-2
20474,8.792878291e-12,4.008670142e-11,1.409654191e-1,2.330987946e-2
20475,8.792878291e-12,4.002367993e-11,1.409687535e-1,2.329603050e-2
20476,8.792878291e-12,4.009016883e-11,1.409717616e-1,2.328211784e-2
20477,8.792878291e-12,4.002324986e-11,1.409742087e-1,2.326834678e-2
20478,8.792878291e-12,4.002825895e-11,1.409763255e-1,2.325458740e-2
20479,8.792878291e-12,4.002330465e-11,1.409781411e-1,2.324095781e-2
20480,8.792878291e-12,4.002547211e-11,1.409797269e-1,2.322743849e-2
20481,8.792878291e-12,4.002336163e-11,1.409810687e-1,2.321402893e-2
20482,8.792878291e-12,4.002338518e-11,1.409821698e-1,2.320062306e-2
20483,8.792878291e-12,4.002323727e-11,1.409831032e-1,2.318722275e-2
20484,8.792878291e-12,4.002325970e-11,1.409838931e-1,2.317351441e-2
20485,8.792878291e-12,4.002325177e-11,1.409845543e-1,2.315968126e-2
20486,8.792878291e-12,4.002324420e-11,1.409848651e-1,2.314566195e-2
20487,8.792878291e-12,4.002323931e-11,1.409847937e-1,2.313147236e-2
20488,8.792878291e-12,4.037697659e-11,1.409843267e-1,2.311690241e-2
20489,8.792878291e-12,4.024195495e-11,1.409835138e-1,2.310224682e-2
20490,8.792878291e-12,4.003136424e-11,1.409820799e-1,2.308748697e-2
20491,8.792878291e-12,4.007531379e-11,1.409808828e-1,2.307229565e-2
20492,8.792878291e-12,4.006350728e-11,1.409790369e-1,2.305765961e-2
20493,8.792878291e-12,4.002785257e-11,1.409769596e-1,2.304289350e-2
20494,8.792878291e-12,4.002557573e-11,1.409748090e-1,2.302813270e-2
20495,8.792878291e-12,4.002340174e-11,1.409724225e-1,2.301339359e-2
20496,8.792878291e-12,4.002492690e-11,1.409698729e-1,2.299837372e-2
20497,8.792878291e-12,4.002328343e-11,1.409671152e-1,2.298327334e-2
20498,8.792878291e-12,4.002336416e-11,1.409642007e-1,2.296815786e-2
20499,8.792878291e-12,4.002324346e-11,1.409610702e-1,2.295309548e-2
20500,8.792878291e-12,4.002325672e-11,1.409578213e-1,2.293809496e-2
20501,8.792878291e-12,4.002323865e-11,1.409534140e-1,2.292320102e-2
20502,8.792878291e-12,4.002324375e-11,1.409483890e-1,2.290839594e-2
20503,8.792878291e-12,4.002323799e-11,1.409429783e-1,2.289344746e-2
20504,8.792878291e-12,4.028209279e-11,1.409373500e-1,2.287850168e-2
20505,8.792878291e-12,4.053364039e-11,1.409316267e-1,2.286353746e-2
20506,8.792878291e-12,4.004139783e-11,1.409253679e-1,2.284857620e-2
20507,8.792878291e-12,4.006042333e-11,1.409188224e-1,2.283339279e-2
20508,8.792878291e-12,4.002368648e-11,1.409119852e-1,2.281807634e-2
20509,8.792878291e-12,4.004512238e-11,1.409048426e-1,2.280269662e-2
20510,8.792878291e-12,4.002324755e-11,1.408974086e-1,2.278702389e-2
20511,8.792878291e-12,4.002464126e-11,1.408897119e-1,2.277131193e-2
20512,8.792878291e-12,4.002323727e-11,1.408816629e-1,2.275555075e-2
20513,8.792878291e-12,4.002353248e-11,1.408734114e-1,2.273989444e-2
20514,8.792878291e-12,4.002328194e-11,1.408641805e-1,2.272440449e-2
20515,8.792878291e-12,4.002329697e-11,1.408544093e-1,2.270912638e-2
20516,8.792878291e-12,4.002323878e-11,1.408437991e-1,2.269398527e-2
20517,8.792878291e-12,4.002323749e-11,1.408326809e-1,2.267902314e-2
20518,8.792878291e-12,4.002324171e-11,1.408189139e-1,2.266424735e-2
20519,8.792878291e-12,4.163898772e-11,1.408038997e-1,2.264956094e-2
20520,8.792878291e-12,4.122815505e-11,1.407876593e-1,2.263500410e-2
20521,8.792878291e-12,4.003372906e-11,1.407705768e-1,2.262053862e-2
20522,8.792878291e-12,4.009262182e-11,1.407529489e-1,2.260620761e-2
20523,8.792878291e-12,4.002330735e-11,1.407347492e-1,2.259192265e-2
20524,8.792878291e-12,4.005461638e-11,1.407165504e-1,2.257726100e-2
20525,8.792878291e-12,4.002366857e-11,1.406976354e-1,2.256305342e-2
20526,8.792878291e-12,4.002636277e-11,1.406785840e-1,2.254878066e-2
20527,8.792878291e-12,4.002324503e-11,1.406594459e-1,2.253449798e-2
20528,8.792878291e-12,4.002340353e-11,1.406386502e-1,2.252172508e-2
20529,8.792878291e-12,4.002332168e-11,1.406189006e-1,2.250752833e-2
20530,8.792878291e-12,4.002338022e-11,1.405988908e-1,2.249329569e-2
20531,8.792878291e-12,4.002324579e-11,1.405781574e-1,2.247907898e-2
20532,8.792878291e-12,4.002324697e-11,1.405566543e-1,2.246486850e-2
20533,8.792878291e-12,4.002323879e-11,1.405348307e-1,2.245070802e-2
20534,8.792878291e-12,4.002324528e-11,1.405128985e-1,2.243663971e-2
20535,8.792878291e-12,4.089877835e-11,1.404909684e-1,2.242268217e-2
20536,8.792878291e-12,4.025149553e-11,1.404691429e-1,2.240885127e-2
20537,8.792878291e-12,4.008280998e-11,1.404474512e-1,2.239505858e-2
20538,8.792878291e-12,4.004099088e-11,1.404259084e-1,2.238091241e-2
20539,8.792878291e-12,4.007841086e-11,1.404044642e-1,2.236645861e-2
20540,8.792878291e-12,4.002715545e-11,1.403829219e-1,2.235178527e-2
20541,8.792878291e-12,4.002670233e-11,1.403610921e-1,2.233691777e-2
20542,8.792878291e-12,4.002323727e-11,1.403394130e-1,2.232154683e-2
20543,8.792878291e-12,4.002419582e-11,1.403171495e-1,2.230649476e-2
20544,8.792878291e-12,4.002324501e-11,1.402947129e-1,2.229139455e-2
20545,8.792878291e-12,4.002347621e-11,1.402721673e-1,2.227629652e-2
20546,8.792878291e-12,4.002323887e-11,1.402490505e-1,2.226110146e-2
20547,8.792878291e-12,4.002323806e-11,1.402255627e-1,2.224586271e-2
20548,8.792878291e-12,4.002323903e-11,1.402017480e-1,2.223061068e-2
20549,8.792878291e-12,4.002324697e-11,1.401772677e-1,2.221535756e-2
