frame,div_px,div_pos,div_pos_l,div_pos_r
7231,6.510722413e0,4.281057052e3,1.798171871e3,2.482885181e3
7232,6.506115767e0,4.281244547e3,1.798117595e3,2.483126953e3
7233,6.501574255e0,4.281432119e3,1.798063836e3,2.483368283e3
7234,6.497022944e0,4.281619768e3,1.798010596e3,2.483609172e3
7235,6.492436123e0,4.281807492e3,1.797957874e3,2.483849618e3
7236,6.487820670e0,4.281995293e3,1.797905671e3,2.484089623e3
7237,6.483335673e0,4.282183171e3,1.797853986e3,2.484329185e3
7238,6.478867614e0,4.282371125e3,1.797802819e3,2.484568306e3
7239,6.474371175e0,4.282559157e3,1.797752171e3,2.484806986e3
7240,6.469888051e0,4.282747268e3,1.797702042e3,2.485045225e3
7241,6.465448260e0,4.282935458e3,1.797652432e3,2.485283026e3
7242,6.461040028e0,4.283123727e3,1.797603340e3,2.485520387e3
7243,6.456632678e0,4.283312068e3,1.797554767e3,2.485757301e3
7244,6.452238899e0,4.283500486e3,1.797506712e3,2.485993774e3
7245,6.447874562e0,4.283688984e3,1.797459175e3,2.486229809e3
7246,6.443532067e0,4.283877562e3,1.797412156e3,2.486465406e3
7247,6.439231705e0,4.284066218e3,1.797365656e3,2.486700563e3
7248,6.434978399e0,4.284254952e3,1.797319674e3,2.486935279e3
7249,6.430753413e0,4.284443765e3,1.797274211e3,2.487169554e3
7250,6.426500692e0,4.284632656e3,1.797229267e3,2.487403390e3
7251,6.422202625e0,4.284821626e3,1.797184841e3,2.487636785e3
7252,6.417829878e0,4.285010674e3,1.797140933e3,2.487869741e3
7253,6.413422899e0,4.285199801e3,1.797097544e3,2.488102257e3
7254,6.409042918e0,4.285389008e3,1.797054673e3,2.488334335e3
7255,6.404729154e0,4.285578296e3,1.797012321e3,2.488565975e3
7256,6.400425409e0,4.285767658e3,1.796970487e3,2.488797171e3
7257,6.396254716e0,4.285957096e3,1.796929171e3,2.489027924e3
7258,6.392118024e0,4.286146616e3,1.796888373e3,2.489258243e3
7259,6.388035082e0,4.286336220e3,1.796848093e3,2.489488127e3
7260,6.383956595e0,4.286525905e3,1.796808331e3,2.489717574e3
7261,6.379934796e0,4.286715673e3,1.796769086e3,2.489946587e3
7262,6.375882143e0,4.286905525e3,1.796730359e3,2.490175166e3
7263,6.371882116e0,4.287095461e3,1.796692149e3,2.490403312e3
7264,6.367812809e0,4.287285473e3,1.796654456e3,2.490631016e3
7265,6.363821860e0,4.287475566e3,1.796617280e3,2.490858285e3
7266,6.359820222e0,4.287665744e3,1.796580622e3,2.491085122e3
7267,6.355826496e0,4.287856009e3,1.796544481e3,2.491311528e3
7268,6.351697465e0,4.288046354e3,1.796508857e3,2.491537497e3
7269,6.347797041e0,4.288236775e3,1.796473750e3,2.491763025e3
7270,6.343918619e0,4.288427279e3,1.796439160e3,2.491988119e3
7271,6.339987584e0,4.288617867e3,1.796405088e3,2.492212779e3
7272,6.336081084e0,4.288808537e3,1.796371534e3,2.492437003e3
7273,6.332231066e0,4.288999289e3,1.796338497e3,2.492660792e3
7274,6.328417960e0,4.289190124e3,1.796305978e3,2.492884145e3
7275,6.324611102e0,4.289381039e3,1.796273977e3,2.493107062e3
7276,6.320871796e0,4.289572033e3,1.796242493e3,2.493329540e3
7277,6.317272284e0,4.289763108e3,1.796211528e3,2.493551580e3
7278,6.313679520e0,4.289954262e3,1.796181081e3,2.493773182e3
7279,6.310089099e0,4.290145498e3,1.796151152e3,2.493994347e3
7280,6.306511594e0,4.290336816e3,1.796121741e3,2.494215074e3
7281,6.302940638e0,4.290528215e3,1.796092850e3,2.494435366e3
7282,6.299398771e0,4.290719699e3,1.796064477e3,2.494655221e3
7283,6.295994909e0,4.290911266e3,1.796036624e3,2.494874642e3
7284,6.292621076e0,4.291102919e3,1.796009290e3,2.495093628e3
7285,6.289360781e0,4.291294658e3,1.795982476e3,2.495312183e3
7286,6.286177451e0,4.291486485e3,1.795956181e3,2.495530305e3
7287,6.283048607e0,4.291678402e3,1.795930405e3,2.495747997e3
7288,6.280023038e0,4.291870409e3,1.795905149e3,2.495965260e3
7289,6.277062074e0,4.292062508e3,1.795880412e3,2.496182096e3
7290,6.274152814e0,4.292254701e3,1.795856195e3,2.496398506e3
7291,6.271207346e0,4.292446973e3,1.795832498e3,2.496614475e3
7292,6.268289621e0,4.292639333e3,1.795809321e3,2.496830012e3
7293,6.265364133e0,4.292831788e3,1.795786663e3,2.497045125e3
7294,6.262486589e0,4.293024338e3,1.795764526e3,2.497259813e3
7295,6.259704297e0,4.293216979e3,1.795742908e3,2.497474071e3
7296,6.256928571e0,4.293409713e3,1.795721810e3,2.497687902e3
7297,6.254231770e0,4.293602540e3,1.795701233e3,2.497901307e3
7298,6.251601343e0,4.293795460e3,1.795681177e3,2.498114284e3
7299,6.248996552e0,4.293988474e3,1.795661641e3,2.498326833e3
7300,6.246405816e0,4.294181581e3,1.795642626e3,2.498538955e3
7301,6.243809607e0,4.294374782e3,1.795624132e3,2.498750650e3
7302,6.241189574e0,4.294568077e3,1.795606160e3,2.498961916e3
7303,6.238588189e0,4.294761466e3,1.795588710e3,2.499172756e3
7304,6.235952793e0,4.294954949e3,1.795571782e3,2.499383167e3
7305,6.233310514e0,4.295148528e3,1.795555377e3,2.499593152e3
7306,6.230629471e0,4.295342203e3,1.795539494e3,2.499802709e3
7307,6.227935106e0,4.295535976e3,1.795524134e3,2.500011841e3
7308,6.225285547e0,4.295729846e3,1.795509298e3,2.500220548e3
7309,6.222677256e0,4.295923815e3,1.795494984e3,2.500428831e3
7310,6.220126591e0,4.296117885e3,1.795481194e3,2.500636691e3
7311,6.217650178e0,4.296312055e3,1.795467927e3,2.500844128e3
7312,6.215253328e0,4.296506329e3,1.795455184e3,2.501051144e3
7313,6.212810117e0,4.296700706e3,1.795442965e3,2.501257741e3
7314,6.210281395e0,4.296895189e3,1.795431270e3,2.501463920e3
7315,6.207686308e0,4.297089772e3,1.795420099e3,2.501669673e3
7316,6.205086088e0,4.297284452e3,1.795409452e3,2.501875000e3
7317,6.202529189e0,4.297479242e3,1.795399331e3,2.502079912e3
7318,6.199992839e0,4.297674142e3,1.795389734e3,2.502284408e3
7319,6.197447133e0,4.297869134e3,1.795380662e3,2.502488472e3
7320,6.194915293e0,4.298064236e3,1.795372116e3,2.502692120e3
7321,6.192350250e0,4.298259448e3,1.795364095e3,2.502895353e3
7322,6.189823304e0,4.298454767e3,1.795356600e3,2.503098167e3
7323,6.187369392e0,4.298650194e3,1.795349631e3,2.503300563e3
7324,6.184847031e0,4.298845728e3,1.795343188e3,2.503502539e3
7325,6.182225579e0,4.299041368e3,1.795337272e3,2.503704097e3
7326,6.179568066e0,4.299237116e3,1.795331882e3,2.503905235e3
7327,6.176903730e0,4.299432972e3,1.795327019e3,2.504105953e3
7328,6.174206226e0,4.299628936e3,1.795322684e3,2.504306253e3
7329,6.171512594e0,4.299825009e3,1.795318876e3,2.504506133e3
7330,6.168739203e0,4.300021184e3,1.795315595e3,2.504705589e3
7331,6.165918599e0,4.300217464e3,1.795312843e3,2.504904621e3
7332,6.163039614e0,4.300413851e3,1.795310618e3,2.505103233e3
7333,6.160154144e0,4.300610350e3,1.795308921e3,2.505301429e3
7334,6.157196908e0,4.300806964e3,1.795307752e3,2.505499211e3
7335,6.154193605e0,4.301003691e3,1.795307112e3,2.505696579e3
7336,6.151186339e0,4.301200532e3,1.795307000e3,2.505893532e3
7337,6.148125378e0,4.301397488e3,1.795307416e3,2.506090072e3
7338,6.145085199e0,4.301594561e3,1.795308361e3,2.506286200e3
7339,6.142030646e0,4.301791751e3,1.795309835e3,2.506481916e3
7340,6.138901746e0,4.301989060e3,1.795311838e3,2.506677222e3
7341,6.135712859e0,4.302186487e3,1.795314371e3,2.506872116e3
7342,6.132521345e0,4.302384033e3,1.795317433e3,2.507066600e3
7343,6.129380694e0,4.302581699e3,1.795321025e3,2.507260674e3
7344,6.126316969e0,4.302779485e3,1.795325147e3,2.507454338e3
7345,6.123224124e0,4.302977392e3,1.795329799e3,2.507647593e3
7346,6.120083967e0,4.303175421e3,1.795334982e3,2.507840440e3
7347,6.117044584e0,4.303373574e3,1.795340695e3,2.508032878e3
7348,6.114064853e0,4.303571849e3,1.795346940e3,2.508224910e3
7349,6.111226763e0,4.303770249e3,1.795353715e3,2.508416535e3
7350,6.108484486e0,4.303968774e3,1.795361021e3,2.508607753e3
7351,6.105714417e0,4.304167425e3,1.795368859e3,2.508798566e3
7352,6.102976557e0,4.304366201e3,1.795377228e3,2.508988973e3
7353,6.100174678e0,4.304565105e3,1.795386129e3,2.509178976e3
7354,6.097393267e0,4.304764136e3,1.795395562e3,2.509368574e3
7355,6.094599117e0,4.304963295e3,1.795405526e3,2.509557769e3
7356,6.091804231e0,4.305162584e3,1.795416022e3,2.509746562e3
7357,6.088999541e0,4.305362003e3,1.795427050e3,2.509934953e3
7358,6.086228661e0,4.305561553e3,1.795438611e3,2.510122942e3
7359,6.083485621e0,4.305761236e3,1.795450704e3,2.510310532e3
7360,6.080727622e0,4.305961052e3,1.795463330e3,2.510497722e3
7361,6.077986753e0,4.306161002e3,1.795476488e3,2.510684514e3
7362,6.075237748e0,4.306361088e3,1.795490180e3,2.510870908e3
7363,6.072557215e0,4.306561311e3,1.795504405e3,2.511056906e3
7364,6.069963092e0,4.306761671e3,1.795519164e3,2.511242507e3
7365,6.067418570e0,4.306962169e3,1.795534456e3,2.511427713e3
7366,6.064983985e0,4.307162808e3,1.795550283e3,2.511612524e3
7367,6.062524553e0,4.307363587e3,1.795566645e3,2.511796942e3
7368,6.060132958e0,4.307564506e3,1.795583541e3,2.511980965e3
7369,6.057718956e0,4.307765567e3,1.795600972e3,2.512164595e3
7370,6.055310127e0,4.307966769e3,1.795618938e3,2.512347831e3
7371,6.052993939e0,4.308168113e3,1.795637438e3,2.512530675e3
7372,6.050790212e0,4.308369600e3,1.795656473e3,2.512713126e3
7373,6.048697396e0,4.308571229e3,1.795676044e3,2.512895186e3
7374,6.046684744e0,4.308773002e3,1.795696149e3,2.513076852e3
7375,6.044679359e0,4.308974917e3,1.795716790e3,2.513258128e3
7376,6.042520550e0,4.309176976e3,1.795737965e3,2.513439011e3
7377,6.040433146e0,4.309379171e3,1.795759676e3,2.513619495e3
7378,6.038394147e0,4.309581512e3,1.795781922e3,2.513799590e3
7379,6.036474261e0,4.309783999e3,1.795804703e3,2.513979296e3
7380,6.034691546e0,4.309986633e3,1.795828020e3,2.514158613e3
7381,6.032972057e0,4.310189416e3,1.795851873e3,2.514337543e3
7382,6.031252981e0,4.310392348e3,1.795876261e3,2.514516087e3
7383,6.029463778e0,4.310595430e3,1.795901185e3,2.514694245e3
7384,6.027770439e0,4.310798663e3,1.795926645e3,2.514872018e3
7385,6.026153237e0,4.311002034e3,1.795952640e3,2.515049394e3
7386,6.024625970e0,4.311205556e3,1.795979172e3,2.515226384e3
7387,6.023069127e0,4.311409221e3,1.796006240e3,2.515402981e3
7388,6.021532032e0,4.311613034e3,1.796033845e3,2.515579189e3
7389,6.019998929e0,4.311817003e3,1.796061986e3,2.515755018e3
7390,6.018415120e0,4.312021129e3,1.796090664e3,2.515930465e3
7391,6.016878912e0,4.312225407e3,1.796119878e3,2.516105529e3
7392,6.015367575e0,4.312429840e3,1.796149631e3,2.516280209e3
7393,6.013857167e0,4.312634428e3,1.796179920e3,2.516454508e3
7394,6.012303819e0,4.312839172e3,1.796210747e3,2.516628425e3
7395,6.010754094e0,4.313044071e3,1.796242111e3,2.516801960e3
7396,6.009175080e0,4.313249126e3,1.796274013e3,2.516975113e3
7397,6.007557255e0,4.313454336e3,1.796306452e3,2.517147884e3
7398,6.005869944e0,4.313659703e3,1.796339428e3,2.517320275e3
7399,6.004194645e0,4.313865226e3,1.796372942e3,2.517492284e3
7400,6.002602628e0,4.314070906e3,1.796406993e3,2.517663913e3
7401,6.001070838e0,4.314276743e3,1.796441581e3,2.517835163e3
7402,5.999627996e0,4.314482739e3,1.796476706e3,2.518006033e3
7403,5.998219555e0,4.314688893e3,1.796512368e3,2.518176525e3
7404,5.996867813e0,4.314895206e3,1.796548568e3,2.518346638e3
7405,5.995543585e0,4.315101679e3,1.796585304e3,2.518516375e3
7406,5.994213327e0,4.315308313e3,1.796622577e3,2.518685736e3
7407,5.992968809e0,4.315515108e3,1.796660387e3,2.518854720e3
7408,5.991843231e0,4.315722065e3,1.796698735e3,2.519023330e3
7409,5.990822476e0,4.315929184e3,1.796737619e3,2.519191564e3
7410,5.989881892e0,4.316136466e3,1.796777041e3,2.519359425e3
7411,5.988992831e0,4.316343911e3,1.796817001e3,2.519526910e3
7412,5.988064308e0,4.316551520e3,1.796857498e3,2.519694022e3
7413,5.987117962e0,4.316759294e3,1.796898533e3,2.519860761e3
7414,5.986159721e0,4.316967232e3,1.796940105e3,2.520027127e3
7415,5.985261301e0,4.317175335e3,1.796982215e3,2.520193120e3
7416,5.984440307e0,4.317383604e3,1.797024863e3,2.520358741e3
7417,5.983669331e0,4.317592037e3,1.797068048e3,2.520523989e3
7418,5.982928278e0,4.317800637e3,1.797111771e3,2.520688866e3
7419,5.982188147e0,4.318009403e3,1.797156031e3,2.520853372e3
7420,5.981399681e0,4.318218336e3,1.797200828e3,2.521017508e3
7421,5.980690776e0,4.318427436e3,1.797246163e3,2.521181273e3
7422,5.980032022e0,4.318636704e3,1.797292034e3,2.521344670e3
7423,5.979416672e0,4.318846141e3,1.797338442e3,2.521507699e3
7424,5.978842156e0,4.319055746e3,1.797385387e3,2.521670359e3
7425,5.978254564e0,4.319265521e3,1.797432868e3,2.521832653e3
7426,5.977745106e0,4.319475465e3,1.797480885e3,2.521994580e3
7427,5.977341576e0,4.319685581e3,1.797529439e3,2.522156141e3
7428,5.976975819e0,4.319895868e3,1.797578530e3,2.522317338e3
7429,5.976639466e0,4.320106327e3,1.797628157e3,2.522478170e3
7430,5.976257641e0,4.320316959e3,1.797678321e3,2.522638638e3
7431,5.975847997e0,4.320527763e3,1.797729022e3,2.522798741e3
7432,5.975428522e0,4.320738741e3,1.797780261e3,2.522958481e3
7433,5.974967216e0,4.320949893e3,1.797832037e3,2.523117856e3
7434,5.974479907e0,4.321161218e3,1.797884350e3,2.523276868e3
7435,5.973956316e0,4.321372718e3,1.797937202e3,2.523435516e3
7436,5.973398073e0,4.321584392e3,1.797990592e3,2.523593800e3
7437,5.972824266e0,4.321796242e3,1.798044521e3,2.523751721e3
7438,5.972215401e0,4.322008267e3,1.798098988e3,2.523909279e3
7439,5.971630198e0,4.322220469e3,1.798153995e3,2.524066474e3
7440,5.971029379e0,4.322432848e3,1.798209541e3,2.524223307e3
7441,5.970395955e0,4.322645404e3,1.798265626e3,2.524379778e3
7442,5.969812117e0,4.322858138e3,1.798322250e3,2.524535888e3
7443,5.969258528e0,4.323071052e3,1.798379414e3,2.524691638e3
7444,5.968745842e0,4.323284145e3,1.798437117e3,2.524847027e3
7445,5.968282464e0,4.323497418e3,1.798495360e3,2.525002058e3
7446,5.967821705e0,4.323710872e3,1.798554142e3,2.525156730e3
7447,5.967328319e0,4.323924507e3,1.798613464e3,2.525311043e3
7448,5.966782109e0,4.324138324e3,1.798673325e3,2.525464999e3
7449,5.966155899e0,4.324352324e3,1.798733726e3,2.525618598e3
7450,5.965407711e0,4.324566506e3,1.798794666e3,2.525771841e3
7451,5.964640837e0,4.324780872e3,1.798856145e3,2.525924727e3
7452,5.963868622e0,4.324995420e3,1.798918164e3,2.526077257e3
7453,5.963067144e0,4.325210153e3,1.798980722e3,2.526229431e3
7454,5.962246429e0,4.325425069e3,1.799043819e3,2.526381249e3
7455,5.961414439e0,4.325640169e3,1.799107456e3,2.526532712e3
7456,5.960669947e0,4.325855452e3,1.799171632e3,2.526683820e3
7457,5.959886405e0,4.326070920e3,1.799236347e3,2.526834572e3
7458,5.959096464e0,4.326286571e3,1.799301602e3,2.526984970e3
7459,5.958299875e0,4.326502407e3,1.799367395e3,2.527135012e3
7460,5.957473359e0,4.326718427e3,1.799433728e3,2.527284700e3
7461,5.956685384e0,4.326934633e3,1.799500599e3,2.527434033e3
7462,5.955838016e0,4.327151023e3,1.799568010e3,2.527583013e3
7463,5.954936948e0,4.327367600e3,1.799635960e3,2.527731640e3
7464,5.954013587e0,4.327584362e3,1.799704448e3,2.527879913e3
7465,5.953115088e0,4.327801309e3,1.799773476e3,2.528027833e3
7466,5.952246916e0,4.328018444e3,1.799843043e3,2.528175401e3
7467,5.951356329e0,4.328235765e3,1.799913148e3,2.528322617e3
7468,5.950517615e0,4.328453275e3,1.799983793e3,2.528469482e3
7469,5.949778206e0,4.328670973e3,1.800054977e3,2.528615996e3
7470,5.949060869e0,4.328888860e3,1.800126700e3,2.528762160e3
7471,5.948322719e0,4.329106938e3,1.800198962e3,2.528907976e3
7472,5.947520026e0,4.329325207e3,1.800271764e3,2.529053444e3
7473,5.946679891e0,4.329543669e3,1.800345105e3,2.529198564e3
7474,5.945822916e0,4.329762325e3,1.800418986e3,2.529343339e3
7475,5.944960664e0,4.329981174e3,1.800493407e3,2.529487767e3
7476,5.944122407e0,4.330200218e3,1.800568367e3,2.529631851e3
7477,5.943256003e0,4.330419458e3,1.800643868e3,2.529775590e3
7478,5.942404359e0,4.330638894e3,1.800719909e3,2.529918985e3
7479,5.941522138e0,4.330858527e3,1.800796491e3,2.530062037e3
7480,5.940683684e0,4.331078358e3,1.800873613e3,2.530204745e3
7481,5.939862091e0,4.331298387e3,1.800951277e3,2.530347110e3
7482,5.938959271e0,4.331518614e3,1.801029480e3,2.530489134e3
7483,5.938011050e0,4.331739040e3,1.801108225e3,2.530630815e3
7484,5.937064814e0,4.331959665e3,1.801187511e3,2.530772154e3
7485,5.936209281e0,4.332180489e3,1.801267337e3,2.530913152e3
7486,5.935352996e0,4.332401514e3,1.801347704e3,2.531053810e3
7487,5.934585065e0,4.332622739e3,1.801428612e3,2.531194127e3
7488,5.933804006e0,4.332844166e3,1.801510061e3,2.531334105e3
7489,5.932980227e0,4.333065795e3,1.801592051e3,2.531473744e3
7490,5.932112393e0,4.333287626e3,1.801674582e3,2.531613045e3
7491,5.931303848e0,4.333509662e3,1.801757654e3,2.531752008e3
7492,5.930496795e0,4.333731902e3,1.801841267e3,2.531890635e3
7493,5.929685905e0,4.333954348e3,1.801925422e3,2.532028926e3
7494,5.928869866e0,4.334176999e3,1.802010117e3,2.532166882e3
7495,5.928117015e0,4.334399857e3,1.802095354e3,2.532304503e3
7496,5.927356864e0,4.334622922e3,1.802181132e3,2.532441790e3
7497,5.926595082e0,4.334846195e3,1.802267451e3,2.532578744e3
7498,5.925833415e0,4.335069675e3,1.802354312e3,2.532715363e3
7499,5.925142149e0,4.335293363e3,1.802441714e3,2.532851649e3
7500,5.924447510e0,4.335517258e3,1.802529657e3,2.532987602e3
7501,5.923700320e0,4.335741362e3,1.802618141e3,2.533123221e3
7502,5.922923285e0,4.335965673e3,1.802707167e3,2.533258506e3
7503,5.922120177e0,4.336190191e3,1.802796734e3,2.533393457e3
7504,5.921422129e0,4.336414915e3,1.802886843e3,2.533528072e3
7505,5.920809061e0,4.336639846e3,1.802977494e3,2.533662352e3
7506,5.920296011e0,4.336864982e3,1.803068686e3,2.533796295e3
7507,5.919724390e0,4.337090324e3,1.803160420e3,2.533929903e3
7508,5.919289352e0,4.337315871e3,1.803252696e3,2.534063175e3
7509,5.918854091e0,4.337541625e3,1.803345514e3,2.534196111e3
7510,5.918334175e0,4.337767585e3,1.803438874e3,2.534328710e3
7511,5.917763560e0,4.337993752e3,1.803532777e3,2.534460975e3
7512,5.917161916e0,4.338220127e3,1.803627222e3,2.534592905e3
7513,5.916437597e0,4.338446711e3,1.803722209e3,2.534724502e3
7514,5.915635812e0,4.338673506e3,1.803817739e3,2.534855767e3
7515,5.914859067e0,4.338900512e3,1.803913811e3,2.534986700e3
7516,5.914029228e0,4.339127730e3,1.804010427e3,2.535117303e3
7517,5.913243392e0,4.339355162e3,1.804107586e3,2.535247576e3
7518,5.912505839e0,4.339582808e3,1.804205288e3,2.535377520e3
7519,5.911894804e0,4.339810670e3,1.804303532e3,2.535507137e3
7520,5.911309824e0,4.340038748e3,1.804402320e3,2.535636427e3
7521,5.910735672e0,4.340267043e3,1.804501652e3,2.535765391e3
7522,5.910182563e0,4.340495556e3,1.804601526e3,2.535894030e3
7523,5.909594808e0,4.340724288e3,1.804701944e3,2.536022344e3
7524,5.908981355e0,4.340953240e3,1.804802905e3,2.536150335e3
7525,5.908411913e0,4.341182411e3,1.804904409e3,2.536278003e3
7526,5.907888776e0,4.341411801e3,1.805006455e3,2.536405346e3
7527,5.907414569e0,4.341641409e3,1.805109044e3,2.536532365e3
7528,5.906983963e0,4.341871236e3,1.805212176e3,2.536659060e3
7529,5.906565116e0,4.342101282e3,1.805315850e3,2.536785431e3
7530,5.906150186e0,4.342331545e3,1.805420068e3,2.536911477e3
7531,5.905702647e0,4.342562025e3,1.805524828e3,2.537037197e3
7532,5.905256112e0,4.342792724e3,1.805630132e3,2.537162592e3
7533,5.904871475e0,4.343023639e3,1.805735979e3,2.537287660e3
7534,5.904506237e0,4.343254772e3,1.805842369e3,2.537412403e3
7535,5.904162966e0,4.343486122e3,1.805949302e3,2.537536820e3
7536,5.903789744e0,4.343717690e3,1.806056779e3,2.537660910e3
7537,5.903359928e0,4.343949476e3,1.806164800e3,2.537784675e3
7538,5.902904111e0,4.344181481e3,1.806273366e3,2.537908115e3
7539,5.902441587e0,4.344413706e3,1.806382475e3,2.538031231e3
7540,5.901937440e0,4.344646151e3,1.806492128e3,2.538154022e3
7541,5.901437114e0,4.344878816e3,1.806602326e3,2.538276490e3
7542,5.901004537e0,4.345111702e3,1.806713067e3,2.538398634e3
7543,5.900700841e0,4.345344809e3,1.806824353e3,2.538520456e3
7544,5.900433610e0,4.345578137e3,1.806936182e3,2.538641955e3
7545,5.900215738e0,4.345811687e3,1.807048556e3,2.538763131e3
7546,5.900037826e0,4.346045458e3,1.807161473e3,2.538883986e3
7547,5.899862515e0,4.346279451e3,1.807274933e3,2.539004518e3
7548,5.899738696e0,4.346513664e3,1.807388937e3,2.539124727e3
7549,5.899705655e0,4.346748099e3,1.807503485e3,2.539244614e3
7550,5.899666792e0,4.346982754e3,1.807618575e3,2.539364179e3
7551,5.899673206e0,4.347217631e3,1.807734209e3,2.539483423e3
7552,5.899688664e0,4.347452730e3,1.807850386e3,2.539602344e3
7553,5.899747521e0,4.347688050e3,1.807967106e3,2.539720945e3
7554,5.899837494e0,4.347923593e3,1.808084369e3,2.539839223e3
7555,5.899965852e0,4.348159357e3,1.808202177e3,2.539957181e3
7556,5.900080747e0,4.348395344e3,1.808320527e3,2.540074817e3
7557,5.900235115e0,4.348631554e3,1.808439421e3,2.540192133e3
7558,5.900443361e0,4.348867988e3,1.808558859e3,2.540309128e3
7559,5.900739967e0,4.349104645e3,1.808678841e3,2.540425803e3
7560,5.901101506e0,4.349341524e3,1.808799367e3,2.540542158e3
7561,5.901524861e0,4.349578627e3,1.808920435e3,2.540658192e3
7562,5.901921886e0,4.349815952e3,1.809042046e3,2.540773907e3
7563,5.902290735e0,4.350053501e3,1.809164200e3,2.540889301e3
7564,5.902725400e0,4.350291272e3,1.809286896e3,2.541004376e3
7565,5.903124474e0,4.350529267e3,1.809410135e3,2.541119132e3
7566,5.903514617e0,4.350767486e3,1.809533915e3,2.541233570e3
7567,5.903827820e0,4.351005928e3,1.809658238e3,2.541347690e3
7568,5.904147267e0,4.351244595e3,1.809783102e3,2.541461493e3
7569,5.904531048e0,4.351483486e3,1.809908506e3,2.541574979e3
7570,5.904926600e0,4.351722601e3,1.810034452e3,2.541688149e3
7571,5.905296753e0,4.351961942e3,1.810160939e3,2.541801002e3
7572,5.905757340e0,4.352201507e3,1.810287967e3,2.541913540e3
7573,5.906250984e0,4.352441298e3,1.810415535e3,2.542025763e3
7574,5.906791631e0,4.352681315e3,1.810543645e3,2.542137670e3
7575,5.907360831e0,4.352921557e3,1.810672295e3,2.542249263e3
7576,5.907983105e0,4.353162025e3,1.810801485e3,2.542360540e3
7577,5.908641567e0,4.353402718e3,1.810931217e3,2.542471502e3
7578,5.909321485e0,4.353643638e3,1.811061489e3,2.542582149e3
7579,5.909991902e0,4.353884783e3,1.811192302e3,2.542692481e3
7580,5.910564543e0,4.354126155e3,1.811323656e3,2.542802498e3
7581,5.911179568e0,4.354367751e3,1.811455551e3,2.542912200e3
7582,5.911845279e0,4.354609574e3,1.811587987e3,2.543021587e3
7583,5.912590824e0,4.354851622e3,1.811720964e3,2.543130658e3
7584,5.913339500e0,4.355093895e3,1.811854480e3,2.543239415e3
7585,5.914025893e0,4.355336394e3,1.811988537e3,2.543347857e3
7586,5.914764717e0,4.355579119e3,1.812123134e3,2.543455984e3
7587,5.915601146e0,4.355822070e3,1.812258271e3,2.543563798e3
7588,5.916433957e0,4.356065248e3,1.812393948e3,2.543671299e3
7589,5.917316874e0,4.356308652e3,1.812530165e3,2.543778487e3
7590,5.918244894e0,4.356552285e3,1.812666922e3,2.543885362e3
7591,5.919199122e0,4.356796145e3,1.812804219e3,2.543991925e3
7592,5.920150006e0,4.357040233e3,1.812942056e3,2.544098176e3
7593,5.921161949e0,4.357284549e3,1.813080433e3,2.544204116e3
7594,5.922217635e0,4.357529094e3,1.813219349e3,2.544309745e3
7595,5.923276755e0,4.357773867e3,1.813358805e3,2.544415062e3
7596,5.924365311e0,4.358018869e3,1.813498800e3,2.544520069e3
7597,5.925457888e0,4.358264100e3,1.813639335e3,2.544624766e3
7598,5.926547405e0,4.358509560e3,1.813780408e3,2.544729152e3
7599,5.927682156e0,4.358755249e3,1.813922021e3,2.544833228e3
7600,5.928793476e0,4.359001167e3,1.814064173e3,2.544936994e3
7601,5.929937960e0,4.359247314e3,1.814206865e3,2.545040449e3
7602,5.931119700e0,4.359493691e3,1.814350096e3,2.545143595e3
7603,5.932332945e0,4.359740296e3,1.814493865e3,2.545246430e3
7604,5.933479361e0,4.359987129e3,1.814638174e3,2.545348955e3
7605,5.934667562e0,4.360234189e3,1.814783021e3,2.545451168e3
7606,5.935864429e0,4.360481478e3,1.814928407e3,2.545553071e3
7607,5.937109388e0,4.360728995e3,1.815074332e3,2.545654663e3
7608,5.938355642e0,4.360976740e3,1.815220797e3,2.545755944e3
7609,5.939563205e0,4.361224714e3,1.815367800e3,2.545856914e3
7610,5.940615312e0,4.361472915e3,1.815515342e3,2.545957573e3
7611,5.941891161e0,4.361721340e3,1.815663423e3,2.546057917e3
7612,5.943221407e0,4.361969993e3,1.815812042e3,2.546157951e3
7613,5.944546047e0,4.362218875e3,1.815961200e3,2.546257675e3
7614,5.945902788e0,4.362467986e3,1.816110897e3,2.546357090e3
7615,5.947374782e0,4.362717325e3,1.816261131e3,2.546456194e3
7616,5.948914097e0,4.362966894e3,1.816411904e3,2.546554989e3
7617,5.950515182e0,4.363216691e3,1.816563216e3,2.546653475e3
7618,5.952175123e0,4.363466716e3,1.816715065e3,2.546751651e3
7619,5.953796729e0,4.363716971e3,1.816867453e3,2.546849517e3
7620,5.955453987e0,4.363967452e3,1.817020379e3,2.546947073e3
7621,5.957178167e0,4.364218163e3,1.817173844e3,2.547044320e3
7622,5.958981001e0,4.364469104e3,1.817327846e3,2.547141257e3
7623,5.960846748e0,4.364720273e3,1.817482387e3,2.547237885e3
7624,5.962809858e0,4.364971671e3,1.817637466e3,2.547334205e3
7625,5.964823112e0,4.365223299e3,1.817793082e3,2.547430217e3
7626,5.966882593e0,4.365475156e3,1.817949235e3,2.547525920e3
7627,5.968914449e0,4.365727242e3,1.818105926e3,2.547621316e3
7628,5.970897269e0,4.365979558e3,1.818263153e3,2.547716405e3
7629,5.972825115e0,4.366232105e3,1.818420917e3,2.547811187e3
