frame,micro_div,d_momx,d_momy,d_ke,d_comx,rand_00,rand_01,rand_02,rand_03,rand_04,rand_05,rand_06,rand_07,rand_08,rand_09,rand_10,rand_11,rand_12,rand_13,rand_14,rand_15,rand_16,rand_17,rand_18,rand_19,rand_20,rand_21,rand_22,rand_23,rand_24,rand_25,rand_26,rand_27,rand_28,rand_29,rand_30,rand_31,rand_32,rand_33,rand_34,rand_35,rand_36,rand_37,rand_38,rand_39,rand_40,rand_41,rand_42,rand_43,rand_44,rand_45,rand_46,rand_47,rand_48,rand_49,rand_50,rand_51,rand_52,rand_53,rand_54,rand_55,rand_56,rand_57,rand_58,rand_59,rand_60,rand_61,rand_62,rand_63,join,only_a,only_b
197,2.486745299e-2,4.360518191e-4,1.534500451e-3,1.876596903e-4,3.091118030e-7,1.078785360e1,1.833068774e1,1.270408574e1,4.923805924e0,4.769671830e0,6.666843435e0,1.716850031e1,1.028914438e1,9.999369411e0,1.095015202e1,8.904313164e-2,7.660336755e-1,2.059887535e1,1.855901552e1,1.896216110e1,1.736395109e1,1.271177745e1,6.077324592e0,8.882307942e0,2.685712434e0,1.019178245e1,9.091455805e0,1.247164745e1,3.116870426e0,9.819919060e0,1.958992845e1,1.830274151e1,8.083467371e0,1.313554697e0,2.080206470e1,6.477111426e0,7.917888851e0,1.215100099e0,1.333661470e1,4.850975856e0,1.466277383e1,1.236264184e1,1.209994945e1,2.324538337e0,3.346654842e0,1.908186721e1,1.281730662e1,1.658372176e1,1.774095809e0,7.012321936e0,2.685670449e0,1.479954006e1,1.017568583e1,5.292395776e0,1.658182318e1,6.305090690e0,1.801734348e1,7.453585180e0,6.959209393e0,1.426570116e1,1.055909105e1,1.537598138e1,1.276613782e1,1.769894098e1,8.864733538e0,5.421606506e0,4.343391867e0,9.342475356e0,1.408754690e1,118283,0,0
198,2.482834896e-2,4.426101594e-4,1.419311523e-3,1.791554438e-4,3.179505362e-7,1.003798861e1,1.700886381e1,1.101262463e1,4.307253978e0,3.491417055e0,5.519450130e0,1.499309860e1,8.340224094e0,7.179369871e0,1.170471567e1,2.162929892e0,6.063236192e-1,1.883450056e1,1.684907599e1,1.700141828e1,1.577085341e1,1.226534854e1,5.220320806e0,9.118510160e0,3.570822337e0,7.528973692e0,8.415789015e0,1.055126409e1,3.619397578e0,1.022273574e1,1.628327729e1,1.688401405e1,7.792419277e0,1.948179787e0,1.862084817e1,7.062282821e0,8.176087662e0,5.756840337e-1,1.145148716e1,3.557075870e0,1.285461506e1,9.104125521e0,9.374890431e0,2.280195920e0,1.710287502e0,1.736033037e1,1.240116326e1,1.489853907e1,1.988399229e0,6.880082770e0,2.439150132e0,1.211123377e1,8.775631116e0,6.178723320e0,1.554232712e1,4.084861572e0,1.604254865e1,5.068547935e0,6.119371270e0,1.290903858e1,7.847360858e0,1.302876496e1,1.020049912e1,1.560295890e1,8.643434363e0,6.385556178e0,2.370626643e0,6.714369249e0,1.279657600e1,118283,0,0
199,2.471658320e-2,4.428903078e-4,1.349538861e-3,1.780701579e-4,3.268715411e-7,1.059192555e1,1.773497329e1,1.188623809e1,4.621959349e0,4.066036763e0,6.110051962e0,1.623201163e1,9.448589262e0,8.686151659e0,1.127699538e1,9.451365006e-1,7.725503197e-2,1.987599517e1,1.770494995e1,1.819367040e1,1.660633344e1,1.249502710e1,5.485725746e0,9.052942350e0,3.205874986e0,8.827568298e0,8.970549751e0,1.173426847e1,3.551125020e0,1.005461117e1,1.804386352e1,1.759932067e1,7.893616514e0,1.481146143e0,1.977041975e1,6.885265519e0,7.994279311e0,2.911928815e-1,1.248265509e1,4.426717637e0,1.397295454e1,1.096494568e1,1.082909131e1,2.482565087e0,2.699660966e0,1.835860303e1,1.269983036e1,1.589205241e1,1.992930578e0,7.159084608e0,2.613359566e0,1.368107589e1,9.482437653e0,5.627247599e0,1.616344074e1,5.390596726e0,1.716368226e1,6.370231333e0,6.696160434e0,1.359212889e1,9.314151677e0,1.440509775e1,1.159122203e1,1.686200900e1,8.679732745e0,5.814404716e0,3.538048056e0,8.049958877e0,1.359277678e1,118283,0,0
200,2.481456734e-2,3.859868305e-4,1.246825332e-3,1.521281739e-4,3.352544338e-7,1.019125014e1,1.660712475e1,1.090678318e1,4.015904342e0,3.635327116e0,5.910350070e0,1.521393563e1,9.116682403e0,8.246446147e0,1.040133711e1,4.158006974e-1,6.570433829e-2,1.853480261e1,1.650617759e1,1.746573199e1,1.546869289e1,1.140288862e1,4.788904688e0,8.363695451e0,2.972975310e0,7.918135701e0,8.555113708e0,1.143849869e1,3.454957610e0,9.111563783e0,1.691103029e1,1.628110275e1,7.150061611e0,7.954083216e-1,1.816267500e1,6.699558790e0,7.590741290e0,5.281086199e-1,1.188807243e1,4.224461967e0,1.349387653e1,1.061322444e1,9.863189891e0,2.545774444e0,2.904072595e0,1.735600752e1,1.163802378e1,1.512228976e1,2.149842284e0,6.914365621e0,2.431933787e0,1.284614088e1,8.498123750e0,5.094929735e0,1.530544907e1,5.544409809e0,1.631907975e1,6.002902916e0,6.467593719e0,1.235139640e1,8.947527088e0,1.380911714e1,1.100907430e1,1.592595139e1,7.798930310e0,5.022857902e0,3.560860573e0,7.276798010e0,1.304583101e1,118283,0,0
201,2.494961859e-2,3.681656937e-4,1.173037962e-3,1.422690847e-4,3.427364639e-7,9.242055592e0,1.534660989e1,9.968136478e0,3.624235528e0,3.323235010e0,5.372339706e0,1.371625630e1,8.183120075e0,7.185310960e0,1.000930061e1,8.493426475e-1,1.236458596e-1,1.690611372e1,1.525429716e1,1.592172184e1,1.424393940e1,1.058694594e1,4.544627660e0,7.841152005e0,2.863642931e0,7.012841095e0,7.672653382e0,1.024401372e1,3.084816881e0,8.545705981e0,1.527053577e1,1.504513670e1,6.643363387e0,9.042923694e-1,1.661107706e1,6.349204064e0,7.260751893e0,3.257850665e-1,1.075913835e1,3.522972300e0,1.223879756e1,9.207302100e0,8.677199401e0,2.188097560e0,2.366558428e0,1.593600888e1,1.076031202e1,1.387017318e1,1.933361072e0,6.205266426e0,2.236833874e0,1.139007542e1,7.665902376e0,5.043242022e0,1.408620895e1,4.777451871e0,1.488660480e1,5.182878273e0,5.741628242e0,1.132299656e1,7.885424967e0,1.240798522e1,9.901852123e0,1.443963809e1,7.356211039e0,4.944556768e0,2.828106927e0,6.369339868e0,1.192685745e1,118283,0,0
202,2.460024715e-2,3.564599099e-4,1.185060765e-3,1.251583790e-4,3.500776459e-7,7.893595099e0,1.364466221e1,7.844967232e0,2.807106116e0,1.985764031e0,3.996171428e0,1.081146114e1,5.552737047e0,3.851109782e0,1.086219484e1,3.531562744e0,1.477683558e0,1.437475174e1,1.315774779e1,1.306206618e1,1.228018857e1,1.005225710e1,3.855689930e0,7.859438953e0,3.619962719e0,4.019980791e0,6.434654672e0,7.561638911e0,3.248241310e0,8.794498749e0,1.126895264e1,1.333870027e1,6.341220535e0,1.924906433e0,1.392413222e1,6.584745621e0,7.637841914e0,1.569853499e0,8.424426143e0,1.497776532e0,9.567973410e0,4.982869253e0,5.370959859e0,1.788578144e0,1.370184282e-1,1.363181471e1,1.005487387e1,1.141717557e1,1.935059225e0,5.584437488e0,1.827049495e0,7.760997505e0,5.991434991e0,6.258462116e0,1.258498593e1,1.782230646e0,1.226151206e1,2.232068349e0,4.440833976e0,9.653795025e0,4.520068877e0,9.318999150e0,6.746806465e0,1.140943129e1,7.201056617e0,6.186720484e0,2.336540963e-1,3.398106711e0,1.012415512e1,118283,0,0
203,2.420627485e-2,2.769124772e-4,1.140498079e-3,9.648989710e-5,3.563488700e-7,6.303314358e0,1.106368481e1,7.701551330e0,2.527497103e0,3.291902782e0,4.435121138e0,9.808455732e0,6.938481088e0,6.140602145e0,6.697006188e0,7.574898681e-1,1.023726843e0,1.179856621e1,1.135488712e1,1.188241122e1,1.037644552e1,6.901072052e0,3.835158294e0,5.056476782e0,1.358477460e0,6.012069632e0,4.966833100e0,7.861486939e0,1.204601017e0,5.169480177e0,1.201915718e1,1.076407440e1,4.232465179e0,1.920357544e-1,1.194722589e1,4.332514426e0,5.014456776e0,1.713548283e0,8.108796557e0,2.721076238e0,9.426643356e0,7.715630120e0,6.794204129e0,1.149248987e0,2.770731926e0,1.167116407e1,7.085494202e0,1.064978377e1,1.017778056e0,3.625640521e0,1.809771512e0,8.712071762e0,5.362346456e0,3.019927856e0,9.848380054e0,4.998440365e0,1.101611627e1,4.834895314e0,3.854391304e0,8.005347025e0,6.865235264e0,9.426704937e0,8.357349751e0,1.082200330e1,5.056773767e0,2.669782205e0,2.665569988e0,5.432734205e0,8.670234909e0,118283,0,0
204,2.398599858e-2,2.688006387e-4,1.178579448e-3,9.083853491e-5,3.617863070e-7,5.900253041e0,1.043443802e1,5.886463977e0,1.854256069e0,1.626113300e0,3.221514200e0,7.885522147e0,4.407421312e0,2.789735892e0,8.511343217e0,2.600882090e0,9.921802718e-1,1.060875494e1,1.013720718e1,1.010163442e1,9.324318598e0,7.377375403e0,3.050854997e0,5.911470651e0,2.670849952e0,2.810976499e0,4.578361422e0,5.796169348e0,2.147499124e0,6.422201944e0,8.501993866e0,1.007827684e1,4.620648718e0,1.123713763e0,1.025138066e1,5.273929529e0,6.122008596e0,8.189026789e-1,6.412302201e0,7.974198356e-1,7.446616665e0,3.624007951e0,3.609520899e0,1.178171414e0,2.346061990e-1,1.043702596e1,7.353504055e0,8.919313733e0,1.470380517e0,3.946492360e0,1.412850263e0,5.546815276e0,4.131560313e0,4.904543865e0,9.588613397e0,1.652574263e0,9.390069999e0,1.607761976e0,3.166909541e0,7.040987641e0,3.479254273e0,7.032967693e0,5.252738481e0,8.598902725e0,5.429560946e0,4.584325492e0,4.539990681e-2,2.280927001e0,7.791476061e0,118283,0,0
205,2.389439612e-2,2.663060811e-4,1.248353573e-3,8.617999255e-5,3.671706178e-7,5.997420412e0,1.063877751e1,6.015166518e0,1.868411281e0,1.716380178e0,3.341217237e0,8.088220380e0,4.557365867e0,3.030207918e0,8.540208600e0,2.470034460e0,8.863504124e-1,1.079160102e1,1.033356591e1,1.031863381e1,9.524029000e0,7.485134577e0,3.120600930e0,5.921717145e0,2.618449905e0,2.988927789e0,4.674515190e0,5.999387861e0,2.133472064e0,6.422071406e0,8.816773742e0,1.026996829e1,4.672803913e0,1.067688302e0,1.048070837e1,5.257664980e0,6.193656514e0,6.946477926e-1,6.625479612e0,8.507031356e-1,7.621504399e0,3.876481121e0,3.803716130e0,1.205795185e0,3.465207238e-1,1.067443256e1,7.445317997e0,9.084195042e0,1.486323216e0,3.999466067e0,1.436832608e0,5.747657204e0,4.231158245e0,4.906738172e0,9.758047066e0,1.814072211e0,9.619247768e0,1.771770148e0,3.260420382e0,7.164455747e0,3.690646165e0,7.286921096e0,5.487929065e0,8.779018503e0,5.484756914e0,4.554758848e0,1.004044559e-1,2.481092153e0,7.984303147e0,118283,0,0
206,2.383012605e-2,2.671514757e-4,1.296243734e-3,8.074403237e-5,3.725259008e-7,6.125781519e0,1.096406883e1,6.425462115e0,1.975031113e0,2.078409989e0,3.638645035e0,8.556296440e0,5.068819819e0,3.765753843e0,8.348093494e0,1.877655283e0,4.630423441e-1,1.113946779e1,1.073885360e1,1.078708553e1,9.907223032e0,7.550721645e0,3.342360969e0,5.814429507e0,2.366191205e0,3.650299655e0,4.806708368e0,6.494211318e0,1.949544761e0,6.241963003e0,9.670732328e0,1.059203006e1,4.675116969e0,8.390425000e-1,1.098178267e1,5.099991963e0,6.131542644e0,2.230546292e-1,7.089277977e0,1.151739065e0,8.077346618e0,4.698454359e0,4.462562230e0,1.208062269e0,8.158005105e-1,1.111442748e1,7.518623894e0,9.507434258e0,1.415499387e0,3.977348606e0,1.524138306e0,6.395298263e0,4.514072423e0,4.668411642e0,9.966599415e0,2.452794786e0,1.009208173e1,2.409639354e0,3.434224416e0,7.440773128e0,4.391942600e0,7.889773182e0,6.194620432e0,9.274287986e0,5.515561136e0,4.276202978e0,6.007575666e-1,3.160185342e0,8.315138732e0,118283,0,0
207,2.420472075e-2,2.699758890e-4,1.333506206e-3,7.426857668e-5,3.779396475e-7,6.537466639e0,1.167034513e1,6.504826464e0,1.960803426e0,1.870155124e0,3.697328594e0,8.934292451e0,4.902713180e0,3.585714166e0,9.170694635e0,2.560200927e0,8.293152719e-1,1.176446606e1,1.125565368e1,1.123031163e1,1.047217175e1,8.275266278e0,3.374554940e0,6.319614863e0,2.726366948e0,3.370890529e0,5.201234772e0,6.676018696e0,2.340211260e0,6.888229877e0,9.829178278e0,1.125864992e1,5.130670271e0,1.135356860e0,1.153927582e1,5.494402997e0,6.768705130e0,6.819811587e-1,7.395009995e0,8.991782553e-1,8.267015062e0,4.420181053e0,4.315568378e0,1.376298593e0,4.043722650e-1,1.176460940e1,8.155159122e0,9.775015049e0,1.655892314e0,4.431393870e0,1.520210840e0,6.349348317e0,4.670081348e0,5.317276879e0,1.068387091e1,1.978869532e0,1.057838220e1,2.032106499e0,3.671483813e0,7.805031412e0,4.144870270e0,8.166620079e0,6.118314147e0,9.495075409e0,5.946983375e0,4.901792072e0,2.721428793e-1,2.938750178e0,8.846820070e0,118283,0,0
208,2.416676474e-2,2.629433793e-4,1.378623160e-3,7.017159966e-5,3.833159480e-7,6.802665468e0,1.201227576e1,6.836620388e0,2.038147998e0,2.093537094e0,3.988356781e0,9.466340716e0,5.383580539e0,4.249368113e0,8.997562065e0,2.013876582e0,5.520491522e-1,1.219665365e1,1.163391672e1,1.178693320e1,1.084425199e1,8.367930884e0,3.465024366e0,6.271816468e0,2.555000343e0,3.877909245e0,5.449200418e0,7.231698986e0,2.315022217e0,6.780891760e0,1.059538003e1,1.157284289e1,5.167754028e0,8.816071570e-1,1.200445340e1,5.429985202e0,6.750140009e0,3.047589843e-1,7.885454644e0,1.224602824e0,8.772294066e0,5.234680230e0,4.887412795e0,1.476845553e0,8.393349967e-1,1.223487627e1,8.257424548e0,1.020901861e1,1.695642310e0,4.569549581e0,1.580329553e0,6.988142954e0,4.922865351e0,5.101852687e0,1.099747090e1,2.559108158e0,1.110348132e1,2.566412167e0,3.939167721e0,8.055917442e0,4.788133381e0,8.802751492e0,6.729875915e0,1.001835851e1,5.943452538e0,4.630481461e0,7.770883628e-1,3.478116894e0,9.246700343e0,118283,0,0
209,2.411950649e-2,2.594472578e-4,1.392562321e-3,6.838255575e-5,3.885502469e-7,7.172334093e0,1.245611560e1,7.357837762e0,2.207869002e0,2.434145902e0,4.372140830e0,1.024525646e1,6.095698357e0,5.207954784e0,8.698776563e0,1.205949060e0,1.554994004e-1,1.283830515e1,1.215384895e1,1.256346459e1,1.135305765e1,8.481772603e0,3.595105310e0,6.213546586e0,2.318269500e0,4.663004842e0,5.810838193e0,8.010912196e0,2.285505437e0,6.642388229e0,1.169543094e1,1.199486381e1,5.209781687e0,5.392406873e-1,1.268759847e1,5.329557874e0,6.636188499e0,3.027019285e-1,8.547784045e0,1.779502987e0,9.501744424e0,6.435261278e0,5.778246455e0,1.624552951e0,1.491414425e0,1.286448296e1,8.415435475e0,1.084055232e1,1.723540190e0,4.764825016e0,1.682776199e0,7.975894151e0,5.335013816e0,4.732831735e0,1.139546462e1,3.415814665e0,1.182241288e1,3.385483910e0,4.321327600e0,8.447357100e0,5.727517558e0,9.691160554e0,7.608296642e0,1.081200506e1,5.930369082e0,4.227684596e0,1.536850848e0,4.295113278e0,9.768024545e0,118283,0,0
210,2.411061778e-2,2.615206207e-4,1.381157209e-3,5.893395630e-5,3.937963304e-7,6.454179985e0,1.160699897e1,6.329880411e0,1.803502183e0,1.812653792e0,3.687460448e0,8.738899931e0,4.811694227e0,3.523110360e0,9.166827703e0,2.534681243e0,7.901001257e-1,1.153037817e1,1.111663806e1,1.112219185e1,1.036931028e1,8.190526981e0,3.291270511e0,6.221757769e0,2.702093733e0,3.178562939e0,5.148618177e0,6.648877117e0,2.314692060e0,6.755216429e0,9.701834133e0,1.113457020e1,5.024309222e0,1.026803076e0,1.133568828e1,5.476075045e0,6.828099874e0,6.622293524e-1,7.346881320e0,7.585384825e-1,8.177032056e0,4.299505332e0,4.110817696e0,1.392461042e0,4.005127409e-1,1.171856128e1,8.059208715e0,9.651298053e0,1.695484437e0,4.393372985e0,1.509636851e0,6.146832541e0,4.467482673e0,5.343508160e0,1.060532891e1,1.971516569e0,1.048494656e1,1.937548533e0,3.623854128e0,7.600772388e0,4.050446608e0,8.125782348e0,6.074119793e0,9.304105345e0,5.864195344e0,4.859189708e0,2.146180749e-1,2.816305231e0,8.849045166e0,118283,0,0
211,2.408785538e-2,2.647207227e-4,1.364985575e-3,5.570826821e-5,3.990975855e-7,6.283480092e0,1.132628394e1,5.961396624e0,1.666233743e0,1.539593916e0,3.437242299e0,8.250780367e0,4.391953065e0,2.907464945e0,9.342829750e0,2.982116575e0,1.075048442e0,1.113485953e1,1.073939896e1,1.069136029e1,1.002148741e1,8.091280144e0,3.103494236e0,6.271522183e0,2.901030051e0,2.592514620e0,5.002787815e0,6.231314302e0,2.422890644e0,6.841400201e0,8.984979871e0,1.082573521e1,4.948319611e0,1.156330252e0,1.086095714e1,5.609188509e0,6.887143851e0,1.044534440e0,6.932929917e0,4.757032020e-1,7.783087771e0,3.585616869e0,3.512982390e0,1.387351282e0,5.396972692e-2,1.135172691e1,7.975503806e0,9.287070106e0,1.741720708e0,4.361137882e0,1.467497984e0,5.557352822e0,4.149740615e0,5.538434489e0,1.037330862e1,1.500984448e0,1.004912389e1,1.423593271e0,3.433865190e0,7.299427335e0,3.456170336e0,7.618055780e0,5.528025407e0,8.846929750e0,5.817270983e0,5.073602147e0,2.176129437e-1,2.245499232e0,8.570922720e0,118283,0,0
212,2.400151142e-2,2.568908071e-4,1.344461716e-3,5.482311743e-5,4.043670254e-7,6.528993132e0,1.160656593e1,6.280121870e0,1.752431722e0,1.756845158e0,3.709015663e0,8.763154685e0,4.860482016e0,3.558914173e0,9.114640705e0,2.421991586e0,8.052746502e-1,1.153588421e1,1.107499062e1,1.120797304e1,1.034778140e1,8.145307520e0,3.182628519e0,6.203486364e0,2.716507004e0,3.103369458e0,5.229490340e0,6.758915002e0,2.389133143e0,6.711100886e0,9.710558777e0,1.108854594e1,4.971455229e0,9.061991652e-1,1.128217830e1,5.522645570e0,6.821680435e0,6.517586218e-1,7.388089244e0,8.192382221e-1,8.263012367e0,4.395810967e0,4.084719140e0,1.478736868e0,4.892726080e-1,1.176122399e1,8.040201428e0,9.689423936e0,1.769616272e0,4.482815173e0,1.516017366e0,6.191240903e0,4.402916728e0,5.286112835e0,1.063940478e1,2.074926943e0,1.053211903e1,1.958718099e0,3.692172523e0,7.530473134e0,4.093110059e0,8.215144933e0,6.108506371e0,9.347646256e0,5.786462982e0,4.773866864e0,2.975168350e-1,2.779284531e0,8.923513114e0,118283,0,0
213,2.395099115e-2,2.370640448e-4,1.324612515e-3,4.455033917e-5,4.084945243e-7,6.908756205e0,1.223245113e1,6.845525845e0,1.835346988e0,2.207459972e0,4.255831109e0,9.651753280e0,5.661686349e0,4.783100134e0,8.823806909e0,1.477720439e0,2.350117916e-1,1.221196393e1,1.177683418e1,1.212618727e1,1.103676298e1,8.327575601e0,3.430702859e0,6.053234676e0,2.323958327e0,4.043860730e0,5.576160750e0,7.704220370e0,2.227567702e0,6.445213178e0,1.110980640e1,1.167600471e1,5.050790630e0,4.857628795e-1,1.210321347e1,5.310595013e0,6.855975710e0,2.184432030e-1,8.286558083e0,1.255753594e0,9.079940274e0,5.790664776e0,5.077613460e0,1.578115035e0,1.214405828e0,1.259847722e1,8.176872915e0,1.039037234e1,1.794846855e0,4.624167028e0,1.591051647e0,7.228218562e0,4.833815027e0,4.964137183e0,1.117760301e1,3.056149502e0,1.145666301e1,2.892868141e0,4.112956318e0,7.954679926e0,5.238469834e0,9.331946170e0,7.216671739e0,1.016511012e1,5.810167266e0,4.304803958e0,1.144930668e0,3.785043304e0,9.632796093e0,118283,0,0
214,2.381045916e-2,2.350855309e-4,1.331375921e-3,4.211412551e-5,4.123465251e-7,6.706600699e0,1.186852591e1,6.394249564e0,1.666249027e0,1.879468692e0,3.969874794e0,9.089976843e0,5.161363739e0,4.088582264e0,8.968121901e0,1.973907922e0,5.623508415e-1,1.173265188e1,1.131496918e1,1.160832403e1,1.060937336e1,8.188716042e0,3.202517477e0,6.078100992e0,2.523077714e0,3.371958187e0,5.394670355e0,7.218072500e0,2.343890975e0,6.508706962e0,1.026597641e1,1.128730802e1,4.963371333e0,6.284456585e-1,1.152109033e1,5.425307922e0,6.904786805e0,2.979571703e-1,7.810079784e0,9.232879132e-1,8.604970620e0,4.982613403e0,4.387489511e0,1.564768877e0,8.097705881e-1,1.213939665e1,8.036878148e0,9.933448905e0,1.850123516e0,4.580724263e0,1.517461250e0,6.538298827e0,4.466839151e0,5.164079980e0,1.089287512e1,2.502084821e0,1.094179122e1,2.295552431e0,3.901325857e0,7.585053606e0,4.562594040e0,8.737623340e0,6.565950876e0,9.606390579e0,5.728031666e0,4.515387699e0,6.655293563e-1,3.128774307e0,9.295053909e0,118283,0,0
215,2.353798638e-2,2.484414950e-4,1.348279412e-3,3.386302629e-5,4.163800755e-7,6.846930550e0,1.221611201e1,6.763592092e0,1.750369316e0,2.181540640e0,4.206470119e0,9.459070245e0,5.638139383e0,4.653468032e0,8.927376833e0,1.486013393e0,2.233973632e-1,1.205602689e1,1.167840039e1,1.206969278e1,1.096141942e1,8.265885989e0,3.355844811e0,6.060191443e0,2.398911571e0,3.855500259e0,5.562358240e0,7.675348924e0,2.244293326e0,6.419807729e0,1.099136579e1,1.158992880e1,4.926101280e0,3.959692558e-1,1.196791475e1,5.418487906e0,6.889177557e0,1.734913202e-1,8.188530435e0,1.214009030e0,9.063253148e0,5.646713143e0,4.900513329e0,1.623896002e0,1.248417634e0,1.258927198e1,8.185198174e0,1.038238873e1,1.817505451e0,4.611101986e0,1.656483166e0,7.102679169e0,4.657039122e0,4.998678394e0,1.110256203e1,3.103147992e0,1.136399743e1,2.832911046e0,4.046789193e0,7.817018152e0,5.122094373e0,9.276356274e0,7.200687819e0,1.009971818e1,5.778075343e0,4.332888834e0,1.062516470e0,3.647562481e0,9.628644079e0,118283,0,0
216,2.298481842e-2,2.957601546e-4,1.388083490e-3,6.992821180e-5,4.208702638e-7,8.993949314e0,1.547969968e1,1.092103061e1,3.586440003e0,4.847622528e0,6.537486813e0,1.484068672e1,1.005445818e1,1.072500136e1,7.638460371e0,2.785809953e0,2.367968014e0,1.684578942e1,1.569898007e1,1.679720549e1,1.479238542e1,9.774889804e0,5.093081740e0,6.161204278e0,1.018762466e0,9.805537554e0,7.691740373e0,1.208207435e1,1.791727587e0,6.366179816e0,1.843509479e1,1.510796025e1,5.868534193e0,7.012186266e-1,1.746357503e1,4.591016251e0,6.193545770e0,3.193656219e0,1.234299070e1,4.717504207e0,1.341712656e1,1.296918468e1,1.134848128e1,2.090612466e0,4.798981291e0,1.674967060e1,9.886018243e0,1.453542945e1,1.483728564e0,5.528427228e0,2.399944918e0,1.369414094e1,8.244653259e0,3.099040796e0,1.375592394e1,7.882578519e0,1.596635179e1,8.173736823e0,6.232841034e0,1.139797891e1,1.101962052e1,1.465487622e1,1.284414462e1,1.543965743e1,6.543864040e0,2.660607942e0,5.503539331e0,9.504021002e0,1.266108892e1,118283,0,0
217,2.246119606e-2,3.984646571e-4,1.468862765e-3,1.115457770e-4,4.271764566e-7,1.134734747e1,1.999084135e1,1.327167533e1,4.791862793e0,5.129005592e0,7.320700427e0,1.845252445e1,1.060735465e1,1.149928404e1,1.158530590e1,1.526908149e-1,1.371092351e0,2.176117276e1,1.985426639e1,2.008063806e1,1.893208634e1,1.407336742e1,6.505633100e0,9.027731535e0,2.438348791e0,1.104939196e1,9.925352857e0,1.368259282e1,3.234850323e0,1.007613823e1,2.160695054e1,1.985892071e1,8.731400541e0,1.316052612e0,2.253859943e1,6.163326022e0,8.834409565e0,1.548770569e0,1.481181726e1,4.687513644e0,1.538539596e1,1.349722449e1,1.318011704e1,2.606974400e0,3.515162135e0,2.093779324e1,1.386990027e1,1.720721479e1,1.995912620e0,7.584866491e0,2.731315372e0,1.571526362e1,1.083783511e1,5.859584645e0,1.789022057e1,6.594813197e0,1.952417788e1,8.105520894e0,7.671861473e0,1.508964384e1,1.149015483e1,1.711646404e1,1.409290530e1,1.839911250e1,9.482354511e0,5.780939550e0,4.900204039e0,1.062689493e1,1.562275983e1,118283,0,0
218,2.239089773e-2,4.098157516e-4,1.482759301e-3,1.045361947e-4,4.346225175e-7,1.224557942e1,2.162622676e1,1.386100365e1,4.922852524e0,5.117739491e0,7.700480656e0,1.961644362e1,1.083126708e1,1.181933900e1,1.296790832e1,6.129950659e-1,1.046870332e0,2.331588551e1,2.125381558e1,2.138229167e1,2.035727189e1,1.546812011e1,6.816573844e0,9.925759180e0,2.883786416e0,1.119407759e1,1.075338253e1,1.446025636e1,3.771820342e0,1.115645850e1,2.270450971e1,2.144180280e1,9.595590258e0,1.704742870e0,2.408126228e1,6.794869557e0,9.944550927e0,1.123726495e0,1.581119142e1,4.530803726e0,1.619248857e1,1.373534822e1,1.354675151e1,2.899087653e0,3.193625379e0,2.252817460e1,1.512906414e1,1.816068011e1,2.338316871e0,8.388791021e0,2.817351137e0,1.626923816e1,1.144491819e1,6.853771764e0,1.944378589e1,6.309748583e0,2.088991983e1,8.004110261e0,8.244682931e0,1.609973449e1,1.168785118e1,1.815010525e1,1.458846697e1,1.934556042e1,1.035861613e1,6.702007299e0,4.728705295e0,1.083561592e1,1.688316700e1,118283,0,0
219,2.242208346e-2,4.001190573e-4,1.475466491e-3,9.940074715e-5,4.419244525e-7,1.175712585e1,2.117846842e1,1.330646039e1,4.700322617e0,4.841834040e0,7.352122402e0,1.880361991e1,1.003715656e1,1.098301847e1,1.320325822e1,1.408659052e0,7.792068539e-1,2.256276901e1,2.073845293e1,2.048457434e1,1.987374897e1,1.538346431e1,6.783236704e0,9.860827465e0,2.980026968e0,1.051326256e1,1.029800297e1,1.363832295e1,3.665866097e0,1.117720821e1,2.168483506e1,2.104225813e1,9.578428556e0,2.091284959e0,2.341340147e1,6.694415311e0,1.009225495e1,7.144255015e-1,1.519873307e1,3.832157421e0,1.533473140e1,1.253271183e1,1.270143500e1,2.664297185e0,2.490209206e0,2.188661796e1,1.491055136e1,1.739164492e1,2.251158998e0,8.077753209e0,2.662705006e0,1.520426985e1,1.104972524e1,7.250324492e0,1.899959659e1,5.387529726e0,2.015057428e1,7.205826791e0,7.822353053e0,1.569135142e1,1.078418654e1,1.727336165e1,1.375245472e1,1.839725930e1,1.038708300e1,7.089910531e0,3.967643165e0,1.015084348e1,1.635121182e1,118283,0,0
