frame,micro_div,d_momx,d_momy,d_ke,d_comx,rand_00,rand_01,rand_02,rand_03,rand_04,rand_05,rand_06,rand_07,rand_08,rand_09,rand_10,rand_11,rand_12,rand_13,rand_14,rand_15,rand_16,rand_17,rand_18,rand_19,rand_20,rand_21,rand_22,rand_23,rand_24,rand_25,rand_26,rand_27,rand_28,rand_29,rand_30,rand_31,rand_32,rand_33,rand_34,rand_35,rand_36,rand_37,rand_38,rand_39,rand_40,rand_41,rand_42,rand_43,rand_44,rand_45,rand_46,rand_47,rand_48,rand_49,rand_50,rand_51,rand_52,rand_53,rand_54,rand_55,rand_56,rand_57,rand_58,rand_59,rand_60,rand_61,rand_62,rand_63,join,only_a,only_b
10,1.754495752e-2,7.874516413e-6,1.030652377e-3,2.123229270e-4,1.018522816e-9,4.748406261e-1,1.289839901e0,9.476052911e-1,2.209647525e0,5.652555454e-1,1.220383900e0,2.247707751e0,1.221666809e0,4.909161233e-1,1.956197723e0,1.137923435e0,1.294403713e0,2.106452344e0,4.932545097e-1,1.178584624e0,1.459699218e-1,1.356974024e0,7.832436062e-2,5.487035472e-1,1.954812651e-1,2.049893837e0,1.066246807e0,9.259431293e-1,1.305637094e0,1.660206604e0,2.204369044e-1,7.330730654e-2,1.751957300e0,2.603791742e0,1.643174423e0,1.613627111e0,2.288835464e0,2.016892360e0,6.538904649e-1,2.110517248e0,1.046090544e0,7.332077976e-1,2.888519491e0,1.806618560e-1,1.325314018e0,1.321938091e0,1.092357640e0,1.270874360e0,4.351382289e-1,1.134993420e0,6.859696762e-1,2.140626452e0,3.164490852e0,1.076519020e0,5.422446408e-1,2.297592749e0,6.451861390e-1,4.555262551e-1,1.109494736e0,2.037443823e0,1.446930812e-1,6.249533729e-1,1.442139533e0,4.828850077e-1,2.633378240e-1,5.809870903e-1,9.760194696e-1,1.707079018e0,1.362268458e0,118283,0,0
11,1.771149078e-2,7.281936203e-6,1.000060196e-3,2.034307318e-4,1.201156244e-9,4.642861373e-1,1.260851990e0,9.180508432e-1,2.167910010e0,5.659235349e-1,1.203074653e0,2.209403685e0,1.217108270e0,4.980093932e-1,1.933403456e0,1.103221990e0,1.254590631e0,2.061871826e0,5.116078540e-1,1.179791827e0,1.464172551e-1,1.348409888e0,9.602741121e-2,5.233173502e-1,1.988338071e-1,2.011682897e0,1.076392105e0,9.048538409e-1,1.306853185e0,1.632760705e0,2.090526373e-1,7.160103226e-2,1.715904232e0,2.556043464e0,1.629766300e0,1.610626496e0,2.256927733e0,2.002039147e0,6.367935294e-1,2.081122583e0,1.047987158e0,7.328466531e-1,2.857157425e0,2.009812760e-1,1.300551174e0,1.285177883e0,1.094272152e0,1.277605741e0,4.161044054e-1,1.135658870e0,6.642639926e-1,2.109626128e0,3.106883220e0,1.065628477e0,5.386509843e-1,2.260275660e0,6.452642718e-1,4.547856727e-1,1.101515329e0,1.997757117e0,1.460035466e-1,5.926860147e-1,1.402788032e0,4.597908852e-1,2.531964682e-1,5.769055566e-1,9.790651647e-1,1.699893717e0,1.329989124e0,118283,0,0
12,1.777739483e-2,6.774675474e-6,9.081468605e-4,1.986292793e-4,1.363396748e-9,4.660714307e-1,1.236342354e0,8.998787715e-1,2.152908856e0,5.671272142e-1,1.179999060e0,2.187155549e0,1.201022325e0,4.902866179e-1,1.918173207e0,1.075276284e0,1.230127280e0,2.040234586e0,5.259114148e-1,1.178925074e0,1.539934017e-1,1.330001856e0,1.047057521e-1,5.045366137e-1,2.091100283e-1,1.989076760e0,1.080943774e0,9.017736323e-1,1.312277127e0,1.625219396e0,2.065310205e-1,6.801758782e-2,1.692951574e0,2.529098381e0,1.628059897e0,1.606833849e0,2.235834232e0,1.982794701e0,6.199390803e-1,2.060609811e0,1.056418636e0,7.361124020e-1,2.837579399e0,2.122060950e-1,1.285557098e0,1.267152538e0,1.087311898e0,1.281708446e0,4.005047447e-1,1.133525457e0,6.428587598e-1,2.083532453e0,3.068114625e0,1.060606190e0,5.268649794e-1,2.233231371e0,6.495559981e-1,4.470760338e-1,1.087383214e0,1.983700304e0,1.484686377e-1,5.785171519e-1,1.378057356e0,4.495526029e-1,2.511972295e-1,5.758772353e-1,9.807463542e-1,1.686442278e0,1.321156230e0,118283,0,0
13,1.781323769e-2,7.345330940e-6,8.288706607e-4,1.947383719e-4,1.531122187e-9,4.695936364e-1,1.217692204e0,8.858245854e-1,2.142187625e0,5.696700395e-1,1.158944587e0,2.170576971e0,1.188253772e0,4.846919964e-1,1.906499698e0,1.052680984e0,1.209264128e0,2.022756960e0,5.395131149e-1,1.179374050e0,1.630242741e-1,1.314593086e0,1.113956114e-1,4.876249604e-1,2.203820771e-1,1.970967291e0,1.085226379e0,9.015151905e-1,1.317541550e0,1.620869359e0,2.116873210e-1,7.200201258e-2,1.675804771e0,2.506016379e0,1.627553372e0,1.604018653e0,2.218075027e0,1.966817884e0,6.089079216e-1,2.043368445e0,1.064308712e0,7.427256679e-1,2.821877498e0,2.198328454e-1,1.275235597e0,1.251603921e0,1.080411028e0,1.285158927e0,3.857473115e-1,1.131199556e0,6.251658507e-1,2.061269284e0,3.035534412e0,1.057843817e0,5.184943290e-1,2.210644059e0,6.558241327e-1,4.407622525e-1,1.076382106e0,1.972031210e0,1.561315660e-1,5.685407767e-1,1.356774454e0,4.408812971e-1,2.487777571e-1,5.761409257e-1,9.838747901e-1,1.675614053e0,1.315181857e0,118283,0,0
14,1.784870096e-2,7.384427630e-6,7.376952500e-4,1.905581152e-4,1.697863091e-9,4.738722592e-1,1.197002995e0,8.707897999e-1,2.131522186e0,5.727203375e-1,1.134666431e0,2.152669813e0,1.173535475e0,4.755453976e-1,1.893831690e0,1.027058439e0,1.186293832e0,2.004107388e0,5.543466670e-1,1.179697618e0,1.721340679e-1,1.297067458e0,1.182467295e-1,4.684889632e-1,2.323938887e-1,1.951198244e0,1.089908410e0,9.016900187e-1,1.323743831e0,1.616963383e0,2.127363195e-1,7.178161327e-2,1.657401059e0,2.481029969e0,1.627346186e0,1.600811882e0,2.198698252e0,1.948466366e0,5.951714801e-1,2.024562520e0,1.073498245e0,7.485796665e-1,2.804821575e0,2.278667729e-1,1.264253593e0,1.234594721e0,1.072349496e0,1.289078927e0,3.691705435e-1,1.128507867e0,6.055058214e-1,2.036551916e0,2.999950695e0,1.055076657e0,5.080712635e-1,2.185775956e0,6.623530493e-1,4.329346132e-1,1.063944117e0,1.959978505e0,1.594415606e-1,5.566848406e-1,1.333079070e0,4.316437636e-1,2.462500447e-1,5.762323788e-1,9.869857762e-1,1.663091877e0,1.309329993e0,118283,0,0
15,1.788740411e-2,7.199738483e-6,6.356677989e-4,1.858847565e-4,1.857346280e-9,4.788391324e-1,1.173891860e0,8.540169371e-1,2.119280099e0,5.760460610e-1,1.107810726e0,2.132698126e0,1.157118924e0,4.680452491e-1,1.879322593e0,9.988518131e-1,1.160864762e0,1.983352793e0,5.713913451e-1,1.180355077e0,1.848583658e-1,1.277362662e0,1.259779310e-1,4.471838332e-1,2.461654446e-1,1.929277557e0,1.095009566e0,9.024739305e-1,1.330431101e0,1.612272515e0,2.207626409e-1,7.603802593e-2,1.636567592e0,2.453022218e0,1.627177754e0,1.596981484e0,2.176889655e0,1.927898859e0,5.808704335e-1,2.003418265e0,1.083945605e0,7.566378829e-1,2.785693308e0,2.369568799e-1,1.251888791e0,1.216158569e0,1.063166431e0,1.293404937e0,3.508670727e-1,1.125448860e0,5.834551498e-1,2.009186903e0,2.960053524e0,1.051777490e0,4.970551182e-1,2.158042814e0,6.706157027e-1,4.255551819e-1,1.050025209e0,1.946461731e0,1.689716384e-1,5.454193320e-1,1.307281727e0,4.223246452e-1,2.432570981e-1,5.762242090e-1,9.906627606e-1,1.649347139e0,1.303047420e0,118283,0,0
16,1.792906684e-2,7.208599106e-6,5.350942160e-4,1.807537784e-4,2.020029326e-9,4.822152326e-1,1.149121167e0,8.350285896e-1,2.105095242e0,5.788659565e-1,1.079992072e0,2.110236016e0,1.140107597e0,4.530019435e-1,1.864300628e0,9.672612788e-1,1.132847757e0,1.959861093e0,5.875102625e-1,1.179903384e0,1.911795626e-1,1.258204611e0,1.334634168e-1,4.247051953e-1,2.586208279e-1,1.904491571e0,1.100886744e0,8.997797594e-1,1.337492665e0,1.606345576e0,2.039352855e-1,6.732110678e-2,1.614441379e0,2.422969630e0,1.625333261e0,1.593577510e0,2.154171850e0,1.906761769e0,5.622228684e-1,1.981261051e0,1.093344732e0,7.579840293e-1,2.764775234e0,2.471600990e-1,1.237860949e0,1.194446173e0,1.054846681e0,1.297836008e0,3.317201118e-1,1.122867612e0,5.607788732e-1,1.979669680e0,2.917875743e0,1.048122638e0,4.848118956e-1,2.128221363e0,6.758030085e-1,4.135763477e-1,1.036037106e0,1.930631297e0,1.579894860e-1,5.264138026e-1,1.277331444e0,4.078135078e-1,2.398774421e-1,5.755817863e-1,9.930520213e-1,1.634447894e0,1.294145229e0,118283,0,0
17,1.797575882e-2,6.365293994e-6,4.367268394e-4,1.754250231e-4,2.173888664e-9,4.853035215e-1,1.124598077e0,8.158510473e-1,2.090135616e0,5.823266009e-1,1.052674296e0,2.087830662e0,1.124466350e0,4.418399066e-1,1.849470556e0,9.363361294e-1,1.104486795e0,1.935800978e0,6.050578545e-1,1.180470360e0,1.998922800e-1,1.239918596e0,1.422438220e-1,4.017021667e-1,2.717284269e-1,1.879915073e0,1.107554635e0,8.971888341e-1,1.344921313e0,1.599961174e0,1.950574704e-1,6.349939593e-2,1.592092034e0,2.392371312e0,1.623824430e0,1.590751359e0,2.131432567e0,1.886616683e0,5.446010740e-1,1.959192049e0,1.103298095e0,7.620287703e-1,2.744413795e0,2.579228662e-1,1.224130236e0,1.172319667e0,1.047157598e0,1.303073826e0,3.121304204e-1,1.120758488e0,5.380000005e-1,1.950772859e0,2.875366366e0,1.044782363e0,4.734479553e-1,2.098734425e0,6.821321258e-1,4.042608527e-1,1.022717662e0,1.914030791e0,1.550697426e-1,5.081594567e-1,1.247584776e0,3.936292512e-1,2.360255151e-1,5.753706971e-1,9.966688432e-1,1.621050981e0,1.284651873e0,118283,0,0
18,1.802502704e-2,6.670914047e-6,3.381389133e-4,1.700558486e-4,2.315702387e-9,4.889254275e-1,1.100084612e0,7.968879846e-1,2.075068930e0,5.861420391e-1,1.025455540e0,2.065672025e0,1.109099985e0,4.332123022e-1,1.834378409e0,9.054570423e-1,1.076054559e0,1.911708056e0,6.231876815e-1,1.181606657e0,2.099923051e-1,1.221317895e0,1.515918010e-1,3.783525421e-1,2.854353812e-1,1.855508074e0,1.114373881e0,8.953551059e-1,1.352383351e0,1.593431225e0,1.936780619e-1,6.264612856e-2,1.569578221e0,2.361464762e0,1.622592615e0,1.587933865e0,2.108399408e0,1.866567376e0,5.285988427e-1,1.936938598e0,1.113641534e0,7.681366855e-1,2.724148612e0,2.687756187e-1,1.210435526e0,1.150321601e0,1.039252574e0,1.308534370e0,2.925768002e-1,1.118658903e0,5.152109288e-1,1.921985847e0,2.832549705e0,1.041201306e0,4.626899794e-1,2.069151550e0,6.896294264e-1,3.959708928e-1,1.009564897e0,1.897313915e0,1.581685324e-1,4.918180083e-1,1.218234752e0,3.804456080e-1,2.316235409e-1,5.750051979e-1,1.000796414e0,1.608016652e0,1.275354439e0,118283,0,0
19,1.807699033e-2,6.530414016e-6,2.389814584e-4,1.647497888e-4,2.467181270e-9,4.927852717e-1,1.075812150e0,7.780817327e-1,2.060724556e0,5.899654541e-1,9.984324092e-1,2.044271707e0,1.093934637e0,4.258447860e-1,1.819713957e0,8.749203087e-1,1.047894176e0,1.888272573e0,6.416158905e-1,1.183209159e0,2.205438298e-1,1.202723082e0,1.604012024e-1,3.550072394e-1,2.997104980e-1,1.831727999e0,1.121449099e0,8.942207098e-1,1.360223207e0,1.587480177e0,1.953958183e-1,6.223900883e-2,1.547484534e0,2.331202458e0,1.621925442e0,1.585543208e0,2.085821779e0,1.847014342e0,5.133447968e-1,1.915131647e0,1.124503490e0,7.754444375e-1,2.704693743e0,2.795515939e-1,1.197135636e0,1.128768450e0,1.031357174e0,1.314345670e0,2.727431133e-1,1.116695559e0,4.923294118e-1,1.893723535e0,2.790462493e0,1.037844746e0,4.518624558e-1,2.040078623e0,6.977215880e-1,3.878613217e-1,9.965614223e-1,1.881239626e0,1.641336684e-1,4.765797386e-1,1.189388443e0,3.677083457e-1,2.268800903e-1,5.747798486e-1,1.005429668e0,1.595422733e0,1.266628907e0,118283,0,0
20,1.813078414e-2,6.417003217e-6,1.394892907e-4,1.595170532e-4,2.618781005e-9,4.970715913e-1,1.052089126e0,7.596778531e-1,2.047951867e0,5.943269170e-1,9.716390758e-1,2.024066421e0,1.079259151e0,4.167435248e-1,1.806490043e0,8.445493572e-1,1.020167485e0,1.866065936e0,6.606919763e-1,1.185546240e0,2.311908395e-1,1.184987009e0,1.697311445e-1,3.318011869e-1,3.140643821e-1,1.808934678e0,1.129503262e0,8.934537370e-1,1.369303978e0,1.582857585e0,1.927687738e-1,6.262421957e-2,1.526407699e0,2.302515128e0,1.622523634e0,1.584346064e0,2.064736086e0,1.828483268e0,4.972991530e-1,1.894624424e0,1.136296508e0,7.823399357e-1,2.687046676e0,2.907273607e-1,1.184606072e0,1.107771360e0,1.024365048e0,1.321256215e0,2.530213018e-1,1.115659711e0,4.695906052e-1,1.866444828e0,2.750098654e0,1.035456678e0,4.410815436e-1,2.012241060e0,7.059719379e-1,3.793498321e-1,9.841025296e-1,1.866567036e0,1.666543250e-1,4.603695211e-1,1.160810678e0,3.547463057e-1,2.229357526e-1,5.752266075e-1,1.010669605e0,1.583631221e0,1.258766981e0,118283,0,0
21,1.819110442e-2,6.626766481e-6,4.678862985e-5,1.541533715e-4,2.772399393e-9,5.017355290e-1,1.028257781e0,7.410116801e-1,2.035453684e0,5.991617426e-1,9.449495934e-1,2.004325656e0,1.065141648e0,4.097085756e-1,1.793768652e0,8.141469439e-1,9.920679400e-1,1.843942570e0,6.808956479e-1,1.188899694e0,2.426686082e-1,1.167516844e0,1.796314729e-1,3.080827691e-1,3.292477499e-1,1.786412397e0,1.138536455e0,8.932698685e-1,1.379306228e0,1.578618891e0,1.938795283e-1,6.492691549e-2,1.505323911e0,2.273951464e0,1.623925920e0,1.584038547e0,2.043986266e0,1.810715376e0,4.820680118e-1,1.874444332e0,1.149086535e0,7.910391370e-1,2.670309345e0,3.025700763e-1,1.172307362e0,1.086652194e0,1.017841165e0,1.329178245e0,2.328929899e-1,1.115273109e0,4.464700143e-1,1.839540740e0,2.709805677e0,1.033467842e0,4.307496203e-1,1.984678727e0,7.152913544e-1,3.716517619e-1,9.720546058e-1,1.852076872e0,1.729575661e-1,4.449409228e-1,1.132176139e0,3.418689583e-1,2.187460559e-1,5.761429948e-1,1.016992021e0,1.572734443e0,1.251110648e0,118283,0,0
