frame,join,only_a,only_b,divL,divR
138,118283,0,0,0.000000000e0,0.000000000e0
139,118283,0,0,0.000000000e0,0.000000000e0
140,118283,0,0,0.000000000e0,0.000000000e0
141,118283,0,0,0.000000000e0,0.000000000e0
142,118283,0,0,0.000000000e0,0.000000000e0
143,118283,0,0,0.000000000e0,0.000000000e0
144,118283,0,0,0.000000000e0,0.000000000e0
145,118283,0,0,0.000000000e0,0.000000000e0
146,118283,0,0,0.000000000e0,0.000000000e0
147,118283,0,0,0.000000000e0,0.000000000e0
148,118283,0,0,0.000000000e0,0.000000000e0
149,118283,0,0,0.000000000e0,0.000000000e0
150,118283,0,0,0.000000000e0,0.000000000e0
151,118283,0,0,0.000000000e0,0.000000000e0
152,118283,0,0,0.000000000e0,0.000000000e0
153,118283,0,0,0.000000000e0,0.000000000e0
154,118283,0,0,0.000000000e0,0.000000000e0
155,118283,0,0,0.000000000e0,0.000000000e0
156,118283,0,0,0.000000000e0,0.000000000e0
157,118283,0,0,0.000000000e0,0.000000000e0
158,118283,0,0,0.000000000e0,0.000000000e0
159,118283,0,0,0.000000000e0,0.000000000e0
160,118283,0,0,0.000000000e0,0.000000000e0
161,118283,0,0,0.000000000e0,0.000000000e0
162,118283,0,0,0.000000000e0,0.000000000e0
163,118283,0,0,0.000000000e0,0.000000000e0
164,118283,0,0,0.000000000e0,0.000000000e0
165,118283,0,0,0.000000000e0,0.000000000e0
166,118283,0,0,0.000000000e0,0.000000000e0
167,118283,0,0,0.000000000e0,0.000000000e0
168,118283,0,0,0.000000000e0,0.000000000e0
169,118283,0,0,0.000000000e0,0.000000000e0
170,118283,0,0,0.000000000e0,0.000000000e0
171,118283,0,0,0.000000000e0,0.000000000e0
172,118283,0,0,0.000000000e0,0.000000000e0
173,118283,0,0,0.000000000e0,0.000000000e0
174,118283,0,0,0.000000000e0,0.000000000e0
175,118283,0,0,0.000000000e0,0.000000000e0
176,118283,0,0,0.000000000e0,0.000000000e0
177,118283,0,0,0.000000000e0,0.000000000e0
178,118283,0,0,0.000000000e0,0.000000000e0
179,118283,0,0,0.000000000e0,0.000000000e0
180,118283,0,0,0.000000000e0,0.000000000e0
181,118283,0,0,0.000000000e0,0.000000000e0
182,118283,0,0,0.000000000e0,0.000000000e0
183,118283,0,0,0.000000000e0,0.000000000e0
184,118283,0,0,0.000000000e0,0.000000000e0
185,118283,0,0,0.000000000e0,0.000000000e0
186,118283,0,0,0.000000000e0,0.000000000e0
187,118283,0,0,0.000000000e0,0.000000000e0
188,118283,0,0,0.000000000e0,0.000000000e0
189,118283,0,0,0.000000000e0,0.000000000e0
190,118283,0,0,0.000000000e0,0.000000000e0
191,118283,0,0,0.000000000e0,0.000000000e0
192,118283,0,0,0.000000000e0,0.000000000e0
193,118283,0,0,0.000000000e0,0.000000000e0
194,118283,0,0,0.000000000e0,0.000000000e0
195,118283,0,0,0.000000000e0,0.000000000e0
196,118283,0,0,0.000000000e0,0.000000000e0
197,118283,0,0,0.000000000e0,0.000000000e0
198,118283,0,0,0.000000000e0,0.000000000e0
199,118283,0,0,0.000000000e0,0.000000000e0
200,118283,0,0,0.000000000e0,0.000000000e0
201,118283,0,0,0.000000000e0,0.000000000e0
202,118283,0,0,0.000000000e0,0.000000000e0
203,118283,0,0,0.000000000e0,0.000000000e0
204,118283,0,0,0.000000000e0,0.000000000e0
205,118283,0,0,0.000000000e0,0.000000000e0
206,118283,0,0,0.000000000e0,0.000000000e0
207,118283,0,0,0.000000000e0,0.000000000e0
208,118283,0,0,0.000000000e0,0.000000000e0
209,118283,0,0,0.000000000e0,0.000000000e0
210,118283,0,0,0.000000000e0,0.000000000e0
211,118283,0,0,0.000000000e0,0.000000000e0
212,118283,0,0,0.000000000e0,0.000000000e0
213,118283,0,0,0.000000000e0,0.000000000e0
214,118283,0,0,0.000000000e0,0.000000000e0
215,118283,0,0,0.000000000e0,0.000000000e0
216,118283,0,0,0.000000000e0,0.000000000e0
217,118283,0,0,0.000000000e0,0.000000000e0
218,118283,0,0,0.000000000e0,0.000000000e0
219,118283,0,0,0.000000000e0,0.000000000e0
220,118283,0,0,0.000000000e0,0.000000000e0
221,118283,0,0,0.000000000e0,0.000000000e0
222,118283,0,0,0.000000000e0,0.000000000e0
223,118283,0,0,0.000000000e0,0.000000000e0
224,118283,0,0,0.000000000e0,0.000000000e0
225,118283,0,0,0.000000000e0,0.000000000e0
226,118283,0,0,0.000000000e0,0.000000000e0
227,118283,0,0,0.000000000e0,0.000000000e0
228,118283,0,0,0.000000000e0,0.000000000e0
229,118283,0,0,0.000000000e0,0.000000000e0
230,118283,0,0,0.000000000e0,0.000000000e0
231,118283,0,0,0.000000000e0,0.000000000e0
232,118283,0,0,0.000000000e0,0.000000000e0
233,118283,0,0,0.000000000e0,0.000000000e0
234,118283,0,0,0.000000000e0,0.000000000e0
235,118283,0,0,0.000000000e0,0.000000000e0
236,118283,0,0,0.000000000e0,0.000000000e0
237,118283,0,0,0.000000000e0,0.000000000e0
238,118283,0,0,0.000000000e0,0.000000000e0
239,118283,0,0,0.000000000e0,0.000000000e0
240,118265,18,21,1.551494600e0,1.784613399e-2
241,118265,18,21,1.581593073e0,1.774504381e-2
242,118265,18,21,1.821300074e0,1.746839766e-2
243,118265,18,21,2.022431697e0,1.721709815e-2
244,118265,18,21,2.230001755e0,1.691486315e-2
245,118265,18,21,2.444106032e0,1.673486359e-2
246,118265,18,21,2.656303502e0,1.662659890e-2
247,118265,18,21,2.864842292e0,1.652380307e-2
248,118265,18,21,3.081772520e0,1.636618354e-2
249,118265,18,21,3.297949774e0,1.622498244e-2
250,118265,18,21,3.511975470e0,1.593485776e-2
251,118265,18,21,3.718489207e0,1.580539468e-2
252,118265,18,21,3.940062668e0,1.568182448e-2
253,118265,18,21,4.146727443e0,1.556236814e-2
254,118265,18,21,4.366518864e0,1.564081123e-2
255,118265,18,21,4.564988054e0,1.569647666e-2
256,118265,18,21,4.773321126e0,1.551665062e-2
257,118265,18,21,4.991839410e0,1.547788335e-2
258,118265,18,21,5.180735598e0,1.529058380e-2
259,118265,18,21,5.377951441e0,1.518947336e-2
260,118265,18,21,5.582195805e0,1.510864955e-2
261,118265,18,21,5.795132855e0,1.501422082e-2
262,118265,18,21,6.015970308e0,1.491197294e-2
263,118265,18,21,6.245106349e0,1.477446572e-2
264,118265,18,21,6.435976570e0,1.427694609e-2
265,118265,18,21,6.631352213e0,1.421991782e-2
266,118265,18,21,6.831475780e0,1.392124941e-2
267,118265,18,21,7.037401809e0,1.360919247e-2
268,118265,18,21,7.248971985e0,1.279469491e-2
269,118265,18,21,7.465965229e0,1.290925177e-2
270,118265,18,21,7.688823470e0,1.246132084e-2
271,118265,18,21,7.918041740e0,1.233107781e-2
272,118265,18,21,8.153197500e0,1.218912879e-2
273,118265,18,21,8.333629795e0,1.198251857e-2
274,118265,18,21,8.517981811e0,1.193615516e-2
275,118265,18,21,8.705539770e0,1.187374691e-2
276,118265,18,21,8.896585262e0,1.173813802e-2
277,118265,18,21,9.085146030e0,1.158735059e-2
278,118265,18,21,9.280226807e0,1.169358156e-2
279,118265,18,21,9.478817805e0,1.169482420e-2
280,118265,18,21,9.684019353e0,1.172364189e-2
281,118265,18,21,9.886043979e0,1.175412502e-2
282,118265,18,21,1.009644765e1,1.164878380e-2
283,118265,18,21,1.031047175e1,1.154918154e-2
284,118265,18,21,1.053073176e1,1.161263451e-2
285,118265,18,21,1.075463455e1,1.150347853e-2
286,118265,18,21,1.098252532e1,1.155240643e-2
287,118265,18,21,1.121238688e1,1.165497719e-2
288,118265,18,21,1.144833334e1,1.186836952e-2
289,118265,18,21,1.168805316e1,1.205941197e-2
290,118265,18,21,1.193237048e1,1.185601458e-2
291,118265,18,21,1.209711769e1,1.202113379e-2
292,118265,18,21,1.226394954e1,1.196279066e-2
293,118265,18,21,1.243182956e1,1.189457367e-2
294,118265,18,21,1.260413607e1,1.186646862e-2
295,118265,18,21,1.277657337e1,1.180459458e-2
296,118265,18,21,1.295037549e1,1.172738148e-2
297,118265,18,21,1.312642772e1,1.154430549e-2
298,118265,18,21,1.330518256e1,1.144315345e-2
299,118265,18,21,1.348514295e1,1.125776138e-2
300,118265,18,21,1.366718596e1,1.107160723e-2
301,118265,18,21,1.385123617e1,1.106340069e-2
302,118265,18,21,1.403780598e1,1.112181521e-2
303,118265,18,21,1.422634294e1,1.092786309e-2
304,118265,18,21,1.441640161e1,1.096836851e-2
305,118265,18,21,1.460863682e1,1.107209058e-2
306,118265,18,21,1.480298318e1,1.097803881e-2
307,118265,18,21,1.499931184e1,1.091322717e-2
308,118265,18,21,1.519709866e1,1.065068072e-2
309,118265,18,21,1.539710228e1,1.039853729e-2
310,118265,18,21,1.560000294e1,1.040142564e-2
311,118265,18,21,1.580488995e1,1.048805610e-2
312,118265,18,21,1.601224784e1,1.051502143e-2
313,118265,18,21,1.622148219e1,1.050251752e-2
314,118265,18,21,1.643311560e1,1.045523602e-2
315,118265,18,21,1.664683494e1,1.042483463e-2
316,118265,18,21,1.686293604e1,1.038977177e-2
317,118265,18,21,1.708117008e1,1.033160886e-2
318,118265,18,21,1.730159357e1,1.033009906e-2
319,118265,18,21,1.752431479e1,1.027323359e-2
320,118265,18,21,1.774886404e1,1.019700541e-2
321,118265,18,21,1.797558079e1,1.010869536e-2
322,118265,18,21,1.820513944e1,1.007027377e-2
323,118265,18,21,1.843801491e1,1.006485044e-2
324,118265,18,21,1.867165089e1,1.005875550e-2
325,118265,18,21,1.890741951e1,1.005249268e-2
326,118265,18,21,1.914578373e1,1.003351882e-2
327,118265,18,21,1.938633991e1,1.002318928e-2
328,118265,18,21,1.962913438e1,1.001074199e-2
329,118265,18,21,1.987398516e1,1.000667253e-2
330,118265,18,21,2.012084864e1,1.000363045e-2
331,118265,18,21,2.037026259e1,1.000082503e-2
332,118265,18,21,2.062237052e1,1.000112709e-2
333,118265,18,21,2.087748498e1,9.999149300e-3
334,118265,18,21,2.113419233e1,9.999253855e-3
335,118265,18,21,2.139328940e1,9.998521435e-3
336,118265,18,21,2.165272747e1,9.998521435e-3
337,118265,18,21,2.191413244e1,9.998521435e-3
338,118265,18,21,2.218034836e1,9.998521435e-3
339,118265,18,21,2.231743750e1,9.998521435e-3
340,118265,18,21,2.245476483e1,9.998521435e-3
341,118265,18,21,2.259281566e1,9.998521435e-3
342,118265,18,21,2.273103389e1,9.998521435e-3
343,118265,18,21,2.287006462e1,9.998521435e-3
344,118265,18,21,2.300965188e1,9.998521435e-3
345,118265,18,21,2.315053220e1,9.998521435e-3
346,118265,18,21,2.329196730e1,9.998521435e-3
347,118265,18,21,2.343390165e1,9.998521435e-3
348,118265,18,21,2.357579184e1,9.998521435e-3
349,118265,18,21,2.371902524e1,9.998521435e-3
350,118265,18,21,2.386388211e1,9.998521435e-3
351,118265,18,21,2.400915941e1,9.998521435e-3
352,118265,18,21,2.415638450e1,9.998521435e-3
353,118265,18,21,2.430349223e1,9.998521435e-3
354,118265,18,21,2.445020479e1,9.998521435e-3
355,118265,18,21,2.459787408e1,9.998521435e-3
356,118265,18,21,2.474651416e1,9.998521435e-3
357,118265,18,21,2.489539682e1,9.998521435e-3
358,118265,18,21,2.504449277e1,9.998521435e-3
359,118265,18,21,2.519512924e1,9.998521435e-3
360,118265,18,21,2.534597172e1,9.998521435e-3
361,118265,18,21,2.549799205e1,9.998521435e-3
362,118265,18,21,2.565090187e1,9.998521435e-3
363,118265,18,21,2.580482228e1,9.998521435e-3
364,118265,18,21,2.595900297e1,9.998521435e-3
365,118265,18,21,2.611372964e1,9.998521435e-3
366,118265,18,21,2.626858411e1,9.998521435e-3
367,118265,18,21,2.642462854e1,9.998521435e-3
368,118265,18,21,2.658135175e1,9.998521435e-3
369,118265,18,21,2.673841517e1,9.998521435e-3
370,118265,18,21,2.689587521e1,9.998521435e-3
371,118265,18,21,2.705386988e1,9.998521435e-3
372,118265,18,21,2.721203929e1,9.998521435e-3
373,118265,18,21,2.737129792e1,9.998521435e-3
374,118265,18,21,2.753088030e1,9.998521435e-3
375,118265,18,21,2.769128508e1,9.998521435e-3
376,118265,18,21,2.785243515e1,9.998521435e-3
377,118265,18,21,2.801417829e1,9.998521435e-3
378,118265,18,21,2.817761645e1,9.998521435e-3
379,118265,18,21,2.834136205e1,9.998521435e-3
380,118265,18,21,2.850525565e1,9.998521435e-3
381,118265,18,21,2.866972022e1,9.998521435e-3
382,118265,18,21,2.883487363e1,9.998521435e-3
383,118265,18,21,2.900068393e1,9.998521435e-3
384,118265,18,21,2.916724369e1,9.998521435e-3
385,118265,18,21,2.933414085e1,9.998521435e-3
386,118265,18,21,2.950200835e1,9.998521435e-3
387,118265,18,21,2.966967266e1,9.998521435e-3
388,118265,18,21,2.983836803e1,9.998521435e-3
389,118265,18,21,3.000776357e1,9.998521435e-3
390,118265,18,21,3.017749049e1,9.998521435e-3
391,118265,18,21,3.034757157e1,9.998521435e-3
392,118265,18,21,3.051780431e1,9.998521435e-3
393,118265,18,21,3.068814829e1,9.998521435e-3
394,118265,18,21,3.085795765e1,9.998521435e-3
395,118265,18,21,3.102813680e1,9.998521435e-3
396,118265,18,21,3.119768873e1,9.998521435e-3
397,118265,18,21,3.136699549e1,9.998521435e-3
398,118265,18,21,3.153604171e1,9.998521435e-3
399,118265,18,21,3.170456654e1,9.998521435e-3
400,118265,18,21,3.187281256e1,9.998521435e-3
401,118265,18,21,3.204097547e1,9.998521435e-3
402,118265,18,21,3.220932775e1,9.998521435e-3
403,118265,18,21,3.237767193e1,9.998521435e-3
404,118265,18,21,3.254645443e1,9.998521435e-3
405,118265,18,21,3.271537090e1,9.998521435e-3
406,118265,18,21,3.288485549e1,9.998521435e-3
407,118265,18,21,3.305479873e1,9.998521435e-3
408,118265,18,21,3.322503123e1,9.998521435e-3
409,118265,18,21,3.339604479e1,9.998521435e-3
410,118265,18,21,3.356786831e1,9.998521435e-3
411,118265,18,21,3.374024525e1,9.998521435e-3
412,118265,18,21,3.391316644e1,9.998521435e-3
413,118265,18,21,3.408656960e1,9.998521435e-3
414,118265,18,21,3.426048456e1,9.998521435e-3
415,118265,18,21,3.443467758e1,9.998521435e-3
416,118265,18,21,3.460983477e1,9.998521435e-3
417,118265,18,21,3.478448302e1,9.998521435e-3
418,118265,18,21,3.495860737e1,9.998521435e-3
419,118265,18,21,3.513260830e1,9.998521435e-3
420,118265,18,21,3.530708182e1,9.998521435e-3
421,118265,18,21,3.548297441e1,9.998521435e-3
422,118265,18,21,3.565987354e1,9.998521435e-3
423,118265,18,21,3.583724444e1,9.998521435e-3
424,118265,18,21,3.601558199e1,9.998521435e-3
425,118265,18,21,3.619464877e1,9.998521435e-3
426,118265,18,21,3.637490082e1,9.998521435e-3
427,118265,18,21,3.655676058e1,9.998521435e-3
428,118265,18,21,3.673920547e1,9.998521435e-3
429,118265,18,21,3.692258778e1,9.998521435e-3
430,118265,18,21,3.710592609e1,9.998521435e-3
431,118265,18,21,3.729071967e1,9.998521435e-3
432,118265,18,21,3.747533454e1,9.998521435e-3
433,118265,18,21,3.766056700e1,9.998521435e-3
434,118265,18,21,3.784607084e1,9.998521435e-3
435,118265,18,21,3.803146634e1,9.998521435e-3
436,118265,18,21,3.821766286e1,9.998521435e-3
437,118265,18,21,3.840434245e1,9.998521435e-3
438,118265,18,21,3.859233865e1,9.998521435e-3
439,118265,18,21,3.878063174e1,9.998521435e-3
440,118265,18,21,3.896919762e1,9.998521435e-3
441,118265,18,21,3.915928739e1,9.998521435e-3
442,118265,18,21,3.935004464e1,9.998521435e-3
443,118265,18,21,3.954128024e1,9.998521435e-3
444,118265,18,21,3.973314900e1,9.998521435e-3
445,118265,18,21,3.992570832e1,9.998521435e-3
446,118265,18,21,4.011899891e1,9.998521435e-3
447,118265,18,21,4.031246802e1,9.998521435e-3
448,118265,18,21,4.050612611e1,9.998521435e-3
449,118265,18,21,4.070122247e1,9.998521435e-3
450,118265,18,21,4.089702318e1,9.998521435e-3
451,118265,18,21,4.109326146e1,9.998521435e-3
452,118265,18,21,4.129026096e1,9.998521435e-3
453,118265,18,21,4.148770159e1,9.998521435e-3
454,118265,18,21,4.168514689e1,9.998521435e-3
455,118265,18,21,4.188305577e1,9.998521435e-3
456,118265,18,21,4.208250901e1,9.998521435e-3
457,118265,18,21,4.228235138e1,9.998521435e-3
458,118265,18,21,4.248241971e1,9.998521435e-3
459,118265,18,21,4.268365352e1,9.998521435e-3
460,118265,18,21,4.288562092e1,9.998521435e-3
461,118265,18,21,4.308785868e1,9.998521435e-3
462,118265,18,21,4.329164355e1,9.998521435e-3
463,118265,18,21,4.349482068e1,9.998521435e-3
464,118265,18,21,4.369956358e1,9.998521435e-3
465,118265,18,21,4.390401640e1,9.998521435e-3
466,118265,18,21,4.411047487e1,9.998521435e-3
467,118265,18,21,4.431657370e1,9.998521435e-3
468,118265,18,21,4.452323786e1,9.998521435e-3
469,118265,18,21,4.473136224e1,9.998521435e-3
470,118265,18,21,4.494083085e1,9.998521435e-3
471,118265,18,21,4.515098253e1,9.998521435e-3
472,118265,18,21,4.536245917e1,9.998521435e-3
473,118265,18,21,4.557414851e1,9.998521435e-3
474,118265,18,21,4.578672371e1,9.998521435e-3
475,118265,18,21,4.599970287e1,9.998521435e-3
476,118265,18,21,4.621337156e1,9.998521435e-3
477,118265,18,21,4.642779070e1,9.998521435e-3
478,118265,18,21,4.664280139e1,9.998521435e-3
479,118265,18,21,4.685848635e1,9.998521435e-3
480,118265,18,21,4.707512244e1,9.998521435e-3
481,118265,18,21,4.729274292e1,9.998521435e-3
482,118265,18,21,4.751120592e1,9.998521435e-3
483,118265,18,21,4.772995582e1,9.998521435e-3
484,118265,18,21,4.794963527e1,9.998521435e-3
485,118265,18,21,4.817026848e1,9.998521435e-3
486,118265,18,21,4.839173180e1,9.998521435e-3
487,118265,18,21,4.861407876e1,9.998521435e-3
488,118265,18,21,4.883743111e1,9.998521435e-3
489,118265,18,21,4.906115107e1,9.998521435e-3
490,118265,18,21,4.928451117e1,9.998521435e-3
491,118265,18,21,4.950927804e1,9.998521435e-3
492,118265,18,21,4.973501889e1,9.998521435e-3
493,118265,18,21,4.996196730e1,9.998521435e-3
494,118265,18,21,5.018985216e1,9.998521435e-3
495,118265,18,21,5.041867825e1,9.998521435e-3
496,118265,18,21,5.064823515e1,9.998521435e-3
497,118265,18,21,5.087873794e1,9.998521435e-3
498,118265,18,21,5.111032041e1,9.998521435e-3
499,118265,18,21,5.134282723e1,9.998521435e-3
500,118265,18,21,5.157630759e1,9.998521435e-3
501,118265,18,21,5.181041129e1,9.998521435e-3
502,118265,18,21,5.204528871e1,9.998521435e-3
503,118265,18,21,5.228092365e1,9.998521435e-3
504,118265,18,21,5.251750651e1,9.998521435e-3
505,118265,18,21,5.275563524e1,9.998521435e-3
506,118265,18,21,5.299421025e1,9.998521435e-3
507,118265,18,21,5.323351539e1,9.998521435e-3
508,118265,18,21,5.347390849e1,9.998521435e-3
509,118265,18,21,5.371478244e1,9.998521435e-3
510,118265,18,21,5.395634764e1,9.998521435e-3
511,118265,18,21,5.419889674e1,9.998521435e-3
512,118265,18,21,5.444218252e1,9.998521435e-3
513,118265,18,21,5.468622628e1,9.998521435e-3
514,118265,18,21,5.493129572e1,9.998521435e-3
515,118265,18,21,5.517746323e1,9.998521435e-3
516,118265,18,21,5.542523661e1,9.998521435e-3
517,118265,18,21,5.567379528e1,9.998521435e-3
518,118265,18,21,5.592340082e1,9.998521435e-3
519,118265,18,21,5.617384100e1,9.998521435e-3
520,118265,18,21,5.642455628e1,9.998521435e-3
521,118265,18,21,5.667649667e1,9.998521435e-3
522,118265,18,21,5.692916672e1,9.998521435e-3
523,118265,18,21,5.718206998e1,9.998521435e-3
524,118265,18,21,5.743568840e1,9.998521435e-3
525,118265,18,21,5.769037101e1,9.998521435e-3
526,118265,18,21,5.794586115e1,9.998521435e-3
527,118265,18,21,5.820231311e1,9.998521435e-3
528,118265,18,21,5.845991947e1,9.998521435e-3
529,118265,18,21,5.871846704e1,9.998521435e-3
530,118265,18,21,5.897771854e1,9.998521435e-3
531,118265,18,21,5.923739519e1,9.998521435e-3
532,118265,18,21,5.949786898e1,9.998521435e-3
533,118265,18,21,5.975901061e1,9.998521435e-3
534,118265,18,21,6.002093173e1,9.998521435e-3
535,118265,18,21,6.028386049e1,9.998521435e-3
536,118265,18,21,6.054833477e1,9.998521435e-3
537,118265,18,21,6.081395205e1,9.998521435e-3
538,118265,18,21,6.108069367e1,9.998521435e-3
539,118265,18,21,6.134829782e1,9.998521435e-3
540,118265,18,21,6.161679091e1,9.998521435e-3
541,118265,18,21,6.188624221e1,9.998521435e-3
542,118265,18,21,6.215639283e1,9.998521435e-3
543,118265,18,21,6.242748151e1,9.998521435e-3
544,118265,18,21,6.269872919e1,9.998521435e-3
545,118265,18,21,6.297058089e1,9.998521435e-3
